player_height,player_weight
208.28,102.0582
200.66,95.25431999999999
210.82,117.93392
187.96,83.91452
195.58,90.7184
195.58,83.91452
185.42,79.3786
205.74,102.0582
200.66,90.7184
195.58,92.98636
198.12,103.418976
205.74,113.398
205.74,116.119552
203.2,101.604608
210.82,113.398
203.2,97.52228
195.58,97.975872
185.42,76.203456
190.5,77.11064
195.58,81.19296800000002
213.36,136.0776
190.5,95.25431999999999
195.58,95.25431999999999
210.82,99.79024
185.42,86.18248
213.36,104.779752
213.36,111.13004
190.5,91.171992
200.66,90.7184
205.74,106.59412
203.2,108.86208
208.28,111.13004
200.66,107.047712
200.66,119.294696
205.74,99.79024
203.2,104.32616
195.58,86.18248
195.58,86.18248
185.42,81.64656
187.96,88.45044
200.66,95.25431999999999
185.42,83.91452
200.66,92.98636
208.28,117.93392
210.82,108.86208
205.74,104.32616
200.66,99.79024
205.74,108.86208
218.44,132.448864
195.58,92.98636
185.42,73.481904
200.66,113.398
203.2,90.7184
190.5,83.91452
210.82,99.79024
195.58,95.25431999999999
208.28,120.20188
205.74,111.13004
200.66,95.25431999999999
205.74,99.79024
190.5,83.91452
182.88,81.64656
208.28,99.79024
208.28,111.583632
198.12,102.0582
205.74,106.59412
210.82,111.13004
208.28,106.59412
210.82,106.59412
215.9,111.13004
190.5,90.7184
200.66,102.0582
187.96,83.91452
205.74,112.490816
195.58,95.25431999999999
200.66,97.52228
182.88,80.73937600000002
198.12,97.975872
203.2,104.32616
208.28,117.93392
195.58,97.52228
195.58,95.25431999999999
203.2,102.0582
187.96,85.275296
185.42,83.91452
160.02,63.956472
195.58,97.52228
195.58,90.7184
198.12,103.418976
185.42,83.007336
213.36,113.398
205.74,140.61352
205.74,106.59412
208.28,111.583632
210.82,108.86208
213.36,108.86208
205.74,95.25431999999999
208.28,108.86208
185.42,81.64656
203.2,113.398
223.52,155.582056
203.2,109.31567199999999
187.96,85.275296
187.96,86.18248
193.04,94.800728
210.82,102.0582
195.58,92.98636
205.74,101.604608
187.96,84.821704
193.04,88.45044
200.66,83.91452
200.66,97.52228
201.0,86.0
193.04,88.45044
193.04,86.18248
210.82,111.13004
200.66,112.944408
208.28,117.93392
193.04,97.52228
223.52,120.20188
208.28,99.79024
187.96,86.18248
215.9,110.676448
210.82,113.398
190.5,83.91452
200.66,115.66596
198.12,97.975872
210.82,114.758776
208.28,106.59412
190.5,94.347136
187.96,88.45044
190.5,83.91452
200.66,99.79024
200.66,97.52228
205.74,115.66596
205.74,108.86208
195.58,90.7184
198.12,90.7184
180.34,74.84268
200.66,102.511792
208.28,104.32616
200.66,103.418976
203.2,99.79024
208.28,117.93392
187.96,83.91452
198.12,94.347136
182.88,81.64656
215.9,136.0776
205.74,104.32616
210.82,117.93392
228.6,112.490816
208.28,116.119552
187.96,83.91452
210.82,113.398
185.42,88.45044
203.2,92.98636
210.82,113.398
213.36,131.54168
205.74,111.13004
187.96,81.64656
213.36,111.13004
190.5,81.64656
190.5,88.45044
205.74,113.398
203.2,97.52228
187.96,94.347136
218.44,117.93392
180.34,81.64656
205.74,113.398
193.04,86.18248
208.28,113.398
190.5,88.45044
208.28,102.0582
182.88,88.45044
208.28,111.13004
193.04,90.7184
198.12,85.275296
210.82,115.66596
208.28,99.79024
208.28,108.86208
205.74,102.0582
210.82,105.233344
187.96,85.728888
198.12,86.18248
205.74,113.398
193.04,92.98636
193.04,90.7184
200.66,103.418976
180.34,82.553744
213.36,106.59412
198.12,102.0582
205.74,111.13004
177.8,68.945984
193.04,86.18248
210.82,111.13004
198.12,106.59412
193.04,90.7184
208.28,127.00576
215.9,117.93392
193.04,92.98636
203.2,104.32616
208.28,104.32616
205.74,117.93392
198.12,88.45044
213.36,108.86208
203.2,90.7184
203.2,95.25431999999999
200.66,98.883056
213.36,120.20188
213.36,111.13004
205.74,102.0582
195.58,94.800728
205.74,102.0582
205.74,104.32616
208.28,113.398
203.2,120.20188
205.74,106.59412
198.12,90.7184
182.88,74.84268
208.28,118.38751200000002
213.36,111.13004
195.58,83.91452
208.28,104.32616
210.82,122.46984
200.66,97.52228
198.12,90.7184
187.96,82.553744
190.5,86.18248
203.2,113.398
205.74,115.66596
198.12,97.52228
193.04,94.347136
205.74,122.46984
205.74,111.13004
193.04,88.45044
205.74,104.32616
203.2,92.98636
205.74,99.79024
205.74,117.93392
220.98,132.448864
205.74,106.59412
180.34,81.64656
187.96,83.91452
205.74,108.86208
205.74,108.86208
213.36,120.20188
205.74,111.13004
213.36,125.644984
205.74,102.0582
187.96,82.553744
210.82,117.93392
193.04,103.872568
203.2,95.25431999999999
198.12,110.676448
195.58,90.7184
182.88,74.84268
185.42,83.91452
195.58,102.511792
210.82,104.32616
198.12,97.52228
198.12,88.45044
185.42,83.91452
177.8,78.471416
203.2,99.79024
205.74,115.212368
193.04,95.25431999999999
198.12,90.7184
193.04,87.543256
200.66,90.7184
213.36,124.7378
195.58,94.347136
200.66,102.0582
195.58,104.32616
203.2,102.0582
200.66,97.52228
205.74,102.0582
193.04,88.45044
210.82,99.79024
200.66,99.79024
200.66,97.52228
198.12,114.305184
205.74,97.52228
195.58,94.800728
205.74,111.13004
193.04,87.996848
187.96,86.18248
190.5,91.625584
210.82,108.86208
213.36,112.944408
198.12,99.79024
190.5,88.45044
205.74,106.59412
210.82,108.86208
177.8,70.760352
208.28,104.32616
200.66,97.975872
203.2,103.418976
200.66,97.52228
195.58,90.7184
208.28,111.13004
182.88,77.11064
210.82,111.13004
203.2,106.59412
203.2,97.52228
200.66,108.86208
208.28,102.0582
210.82,111.13004
200.66,100.697424
190.5,90.7184
208.28,109.76926399999999
200.66,111.13004
185.42,86.18248
210.82,104.32616
200.66,97.52228
177.8,77.56423199999998
198.12,99.79024
210.82,117.93392
180.34,73.935496
208.28,106.59412
200.66,117.93392
208.28,106.140528
185.42,81.64656
180.34,77.11064
200.66,104.32616
203.2,99.79024
215.9,113.398
205.74,108.86208
185.42,91.625584
195.58,83.91452
182.88,74.84268
210.82,113.398
187.96,83.91452
195.58,92.98636
198.12,99.79024
203.2,103.872568
195.58,88.45044
185.42,90.7184
205.74,104.32616
193.04,93.439952
205.74,108.86208
208.28,117.93392
208.28,102.0582
208.28,106.59412
205.74,119.748288
218.44,118.38751200000002
208.28,106.59412
203.2,113.398
203.2,98.883056
177.8,72.57472
203.2,99.79024
203.2,116.119552
205.74,104.32616
198.12,92.98636
190.5,86.18248
198.12,90.7184
195.58,86.636072
213.36,108.86208
200.66,97.52228
190.5,95.25431999999999
213.36,119.748288
200.66,97.52228
198.12,90.7184
213.36,115.66596
193.04,86.18248
182.88,68.945984
195.58,88.45044
213.36,122.46984
185.42,90.7184
200.66,97.52228
213.36,111.13004
190.5,92.532768
193.04,86.18248
203.2,99.79024
210.82,120.20188
190.5,95.25431999999999
210.82,111.13004
205.74,99.79024
213.36,120.20188
193.04,92.079176
190.5,83.91452
193.04,81.64656
203.2,113.398
203.2,103.418976
203.2,102.0582
213.36,113.398
193.04,90.7184
198.12,102.0582
203.2,99.79024
200.66,104.32616
182.88,76.657048
203.2,102.0582
205.74,112.490816
208.28,113.398
185.42,81.64656
210.82,113.398
193.04,78.92500799999998
198.12,104.32616
218.44,127.00576
213.36,115.66596
195.58,99.79024
205.74,102.0582
203.2,99.79024
208.28,109.76926399999999
190.5,90.7184
208.28,111.13004
210.82,129.27372
210.82,111.13004
187.96,81.64656
195.58,83.007336
208.28,122.46984
195.58,97.52228
208.28,111.13004
208.28,112.037224
208.28,108.86208
185.42,86.18248
203.2,95.25431999999999
203.2,113.398
193.04,88.904032
195.58,99.79024
187.96,81.64656
203.2,115.66596
198.12,97.52228
203.2,116.119552
193.04,96.161504
210.82,108.86208
208.28,111.13004
195.58,95.25431999999999
193.04,86.18248
200.66,102.0582
205.74,115.212368
210.82,102.511792
200.66,102.0582
205.74,93.439952
198.12,98.883056
198.12,99.79024
215.9,119.748288
195.58,92.98636
190.5,88.45044
210.82,115.66596
208.28,102.0582
200.66,95.25431999999999
210.82,104.32616
185.42,83.91452
195.58,83.91452
185.42,79.3786
205.74,120.20188
205.74,102.0582
200.66,92.98636
205.74,99.79024
195.58,95.25431999999999
198.12,103.418976
205.74,108.86208
205.74,116.119552
203.2,108.408488
203.2,101.604608
198.12,102.511792
220.98,96.161504
208.28,99.79024
210.82,115.66596
195.58,97.975872
185.42,76.203456
195.58,81.19296800000002
190.5,86.18248
210.82,99.79024
185.42,86.18248
193.04,88.45044
213.36,104.779752
213.36,111.13004
190.5,91.171992
187.96,83.007336
200.66,95.25431999999999
205.74,104.32616
203.2,108.86208
200.66,107.047712
200.66,119.294696
190.5,81.64656
195.58,86.18248
205.74,104.32616
195.58,83.91452
195.58,104.779752
185.42,81.64656
187.96,88.45044
185.42,88.45044
200.66,92.98636
210.82,108.86208
205.74,90.7184
205.74,104.32616
218.44,132.448864
195.58,92.98636
185.42,73.481904
200.66,113.398
203.2,90.7184
210.82,99.79024
205.74,106.59412
195.58,95.25431999999999
205.74,111.13004
200.66,95.25431999999999
205.74,99.79024
190.5,83.91452
208.28,106.59412
182.88,81.64656
208.28,99.79024
208.28,111.583632
198.12,106.59412
205.74,106.59412
210.82,111.13004
208.28,106.59412
215.9,111.13004
190.5,90.7184
205.74,117.93392
205.74,112.490816
195.58,102.965384
200.66,97.52228
198.12,97.975872
208.28,105.233344
203.2,104.32616
208.28,104.32616
187.96,79.3786
195.58,97.52228
195.58,95.25431999999999
203.2,102.0582
185.42,83.91452
160.02,63.956472
195.58,95.25431999999999
198.12,103.418976
185.42,86.18248
213.36,113.398
205.74,147.4174
205.74,106.59412
208.28,111.583632
210.82,108.86208
213.36,115.66596
205.74,95.25431999999999
208.28,108.86208
198.12,81.64656
185.42,81.64656
203.2,120.20188
223.52,147.4174
187.96,86.636072
193.04,95.25431999999999
210.82,102.0582
195.58,92.98636
187.96,84.821704
203.2,88.45044
193.04,88.45044
200.66,83.91452
200.66,115.66596
193.04,88.45044
193.04,86.18248
193.04,88.45044
200.66,109.76926399999999
208.28,117.93392
193.04,97.52228
223.52,120.20188
208.28,99.79024
187.96,86.18248
190.5,83.91452
200.66,115.66596
198.12,102.0582
198.12,97.975872
200.66,95.25431999999999
210.82,114.758776
208.28,106.59412
190.5,83.91452
190.5,83.91452
200.66,99.79024
200.66,97.52228
205.74,117.93392
205.74,108.86208
210.82,120.20188
180.34,74.84268
200.66,98.883056
208.28,104.32616
200.66,103.418976
203.2,92.98636
205.74,92.98636
208.28,117.93392
198.12,95.25431999999999
215.9,142.88148
205.74,104.32616
210.82,117.93392
228.6,112.490816
208.28,116.119552
187.96,88.45044
210.82,113.398
195.58,95.25431999999999
185.42,88.45044
167.64,60.327736
203.2,92.98636
213.36,131.54168
205.74,102.0582
187.96,81.64656
185.42,81.64656
190.5,82.10015200000002
190.5,88.45044
203.2,100.243832
218.44,117.93392
198.12,101.151016
180.34,78.471416
205.74,113.398
208.28,113.398
193.04,86.18248
208.28,113.398
190.5,88.45044
208.28,102.0582
200.66,97.52228
213.36,112.490816
182.88,88.45044
208.28,111.13004
193.04,90.7184
208.28,104.32616
198.12,85.275296
210.82,115.66596
208.28,99.79024
208.28,108.86208
205.74,102.0582
210.82,105.233344
210.82,108.86208
187.96,87.089664
198.12,86.18248
205.74,111.13004
205.74,113.398
190.5,83.91452
203.2,95.25431999999999
200.66,103.418976
180.34,82.553744
213.36,106.59412
200.66,113.398
185.42,80.73937600000002
198.12,102.0582
205.74,113.398
177.8,68.945984
193.04,81.64656
210.82,113.398
198.12,95.25431999999999
193.04,90.7184
208.28,127.00576
215.9,117.93392
193.04,92.98636
203.2,104.32616
208.28,104.32616
198.12,88.45044
213.36,108.86208
210.82,113.398
203.2,95.25431999999999
200.66,92.98636
213.36,120.20188
213.36,111.13004
220.98,117.93392
205.74,102.0582
195.58,94.800728
205.74,102.0582
205.74,104.32616
208.28,113.398
180.34,77.11064
205.74,104.32616
205.74,106.59412
198.12,90.7184
182.88,74.84268
208.28,118.38751200000002
193.04,106.59412
195.58,83.91452
205.74,107.954896
208.28,104.32616
200.66,92.98636
210.82,111.13004
200.66,97.52228
205.74,101.151016
205.74,106.59412
190.5,86.18248
205.74,115.66596
198.12,97.52228
193.04,94.347136
205.74,122.46984
205.74,111.13004
193.04,90.7184
205.74,104.32616
203.2,92.98636
205.74,99.79024
205.74,117.93392
220.98,132.448864
205.74,106.59412
180.34,81.64656
187.96,83.91452
205.74,108.86208
205.74,108.86208
213.36,113.398
205.74,99.79024
213.36,125.644984
203.2,99.79024
187.96,82.553744
210.82,117.93392
193.04,90.7184
203.2,95.25431999999999
195.58,90.7184
185.42,83.91452
195.58,102.511792
195.58,95.25431999999999
210.82,113.398
198.12,97.52228
198.12,88.45044
185.42,83.91452
177.8,78.471416
203.2,99.79024
205.74,115.212368
198.12,90.7184
205.74,115.66596
200.66,90.7184
218.44,99.79024
213.36,124.7378
195.58,94.347136
190.5,83.91452
200.66,102.0582
200.66,97.52228
205.74,102.0582
210.82,99.79024
210.82,117.93392
198.12,86.18248
200.66,102.0582
198.12,114.305184
195.58,94.800728
205.74,111.13004
190.5,81.64656
210.82,111.13004
193.04,87.996848
187.96,86.18248
190.5,91.625584
210.82,108.86208
213.36,112.944408
198.12,99.79024
190.5,88.45044
205.74,106.59412
210.82,117.93392
208.28,104.32616
203.2,97.52228
200.66,97.975872
203.2,103.418976
200.66,97.52228
208.28,111.13004
182.88,79.3786
210.82,111.13004
203.2,106.59412
203.2,97.52228
200.66,120.20188
208.28,102.0582
190.5,90.7184
198.12,90.7184
208.28,109.76926399999999
200.66,111.13004
185.42,86.18248
193.04,95.25431999999999
193.04,86.18248
210.82,104.32616
200.66,92.98636
190.5,83.91452
177.8,77.56423199999998
198.12,99.79024
210.82,117.93392
180.34,73.935496
208.28,106.59412
200.66,117.93392
208.28,110.676448
185.42,81.64656
180.34,77.11064
215.9,113.398
205.74,108.86208
185.42,91.625584
195.58,84.821704
182.88,74.84268
210.82,113.398
187.96,83.91452
195.58,92.98636
200.66,95.25431999999999
203.2,103.872568
195.58,88.45044
185.42,90.7184
193.04,93.439952
205.74,108.86208
208.28,117.93392
208.28,102.0582
208.28,106.59412
205.74,119.748288
218.44,118.38751200000002
213.36,107.501304
203.2,104.32616
208.28,106.59412
203.2,113.398
205.74,104.32616
198.12,92.98636
190.5,86.18248
198.12,90.7184
195.58,86.636072
213.36,115.66596
200.66,97.52228
218.44,129.27372
165.1,65.77083999999999
190.5,95.25431999999999
200.66,97.52228
198.12,90.7184
213.36,115.66596
193.04,86.18248
182.88,68.945984
213.36,122.46984
185.42,86.18248
200.66,97.52228
213.36,111.13004
190.5,92.532768
193.04,86.18248
203.2,99.79024
210.82,120.20188
190.5,95.25431999999999
210.82,111.13004
205.74,99.79024
198.12,88.45044
213.36,120.20188
193.04,92.079176
190.5,83.91452
193.04,81.64656
203.2,113.398
203.2,103.418976
203.2,102.0582
193.04,95.25431999999999
198.12,83.91452
205.74,104.32616
231.14,137.438376
203.2,99.79024
200.66,104.32616
203.2,102.0582
205.74,112.490816
185.42,81.64656
210.82,113.398
198.12,95.25431999999999
218.44,127.00576
213.36,115.66596
205.74,102.0582
190.5,81.64656
210.82,117.93392
190.5,90.7184
208.28,111.13004
210.82,111.13004
187.96,81.64656
195.58,83.007336
208.28,122.46984
195.58,97.52228
203.2,105.68693600000002
208.28,112.037224
185.42,86.18248
205.74,131.54168
203.2,95.25431999999999
203.2,109.31567199999999
195.58,99.79024
187.96,81.64656
203.2,115.66596
200.66,86.18248
198.12,97.52228
203.2,116.119552
193.04,96.161504
200.66,102.0582
185.42,86.18248
205.74,108.86208
193.04,86.18248
193.04,86.18248
190.5,86.18248
208.28,111.13004
205.74,115.212368
210.82,102.511792
215.9,136.0776
200.66,102.0582
205.74,93.439952
198.12,98.883056
198.12,99.79024
215.9,108.86208
195.58,92.98636
190.5,88.45044
213.36,122.923432
208.28,102.0582
210.82,104.32616
213.36,114.758776
187.96,87.996848
195.58,83.91452
185.42,79.3786
205.74,120.20188
205.74,102.0582
200.66,95.25431999999999
205.74,99.79024
195.58,95.25431999999999
210.82,111.13004
198.12,103.418976
205.74,113.398
205.74,116.119552
203.2,97.52228
198.12,102.511792
220.98,96.161504
208.28,113.398
200.66,90.7184
210.82,115.66596
195.58,97.975872
185.42,76.203456
210.82,99.79024
195.58,81.19296800000002
210.82,99.79024
193.04,88.45044
213.36,111.13004
190.5,90.264808
200.66,97.52228
200.66,96.615096
205.74,106.59412
205.74,104.32616
203.2,108.86208
200.66,107.047712
195.58,83.91452
200.66,106.59412
195.58,86.18248
205.74,104.32616
185.42,78.017824
187.96,88.45044
185.42,83.91452
208.28,117.93392
210.82,118.841104
205.74,108.86208
218.44,117.93392
195.58,92.98636
200.66,113.398
203.2,90.7184
210.82,102.0582
198.12,106.59412
195.58,95.25431999999999
185.42,79.3786
205.74,111.13004
200.66,95.25431999999999
205.74,99.79024
190.5,83.91452
193.04,83.91452
208.28,106.59412
208.28,99.79024
208.28,111.583632
198.12,106.59412
187.96,84.368112
208.28,101.604608
208.28,106.59412
215.9,112.490816
200.66,104.779752
190.5,87.089664
205.74,117.93392
195.58,102.965384
195.58,86.18248
210.82,118.841104
200.66,97.52228
182.88,80.73937600000002
213.36,122.016248
203.2,104.32616
208.28,104.32616
187.96,79.3786
187.96,86.18248
213.36,104.32616
190.5,91.625584
195.58,99.79024
195.58,102.965384
203.2,102.0582
187.96,85.275296
185.42,83.91452
160.02,63.956472
208.28,108.86208
185.42,79.3786
198.12,103.418976
185.42,86.18248
213.36,113.398
205.74,147.4174
205.74,106.59412
208.28,111.583632
210.82,108.86208
205.74,107.954896
213.36,115.66596
213.36,111.13004
200.66,99.79024
205.74,103.872568
208.28,108.86208
208.28,117.93392
185.42,81.64656
203.2,110.222856
210.82,108.86208
210.82,97.52228
187.96,86.636072
193.04,94.800728
208.28,97.52228
210.82,102.0582
213.36,112.490816
195.58,92.98636
193.04,88.45044
200.66,83.91452
200.66,115.66596
193.04,88.45044
193.04,88.45044
193.04,86.18248
200.66,109.76926399999999
208.28,117.93392
200.66,88.45044
223.52,120.20188
208.28,106.59412
187.96,86.18248
203.2,128.820128
190.5,83.91452
200.66,115.66596
198.12,102.0582
198.12,97.975872
200.66,95.25431999999999
210.82,114.758776
203.2,99.79024
198.12,102.965384
190.5,86.18248
210.82,97.52228
190.5,83.91452
193.04,97.52228
200.66,99.79024
200.66,97.52228
205.74,117.93392
205.74,117.026736
210.82,120.20188
200.66,98.883056
208.28,104.32616
200.66,103.418976
203.2,99.79024
208.28,113.398
208.28,117.93392
185.42,91.171992
198.12,95.25431999999999
215.9,142.88148
205.74,104.32616
228.6,119.294696
208.28,127.00576
185.42,88.45044
185.42,88.45044
203.2,92.98636
213.36,131.54168
187.96,81.64656
180.34,80.28578399999998
190.5,82.10015200000002
190.5,88.45044
203.2,97.52228
218.44,117.93392
198.12,101.151016
180.34,78.471416
205.74,113.398
205.74,102.0582
193.04,86.18248
208.28,104.32616
190.5,88.45044
208.28,102.0582
210.82,112.037224
213.36,112.490816
182.88,88.45044
193.04,99.79024
208.28,104.32616
198.12,96.615096
210.82,115.66596
208.28,108.86208
205.74,102.0582
210.82,105.233344
210.82,108.86208
187.96,87.089664
205.74,113.398
203.2,95.25431999999999
200.66,103.418976
180.34,82.553744
213.36,106.59412
198.12,97.52228
213.36,124.7378
185.42,77.11064
198.12,102.0582
205.74,113.398
198.12,102.0582
182.88,79.3786
177.8,74.84268
193.04,86.18248
210.82,113.398
200.66,97.52228
193.04,83.91452
208.28,127.00576
215.9,117.93392
213.36,107.047712
193.04,92.98636
203.2,104.32616
208.28,104.32616
198.12,88.45044
213.36,108.86208
210.82,108.86208
203.2,95.25431999999999
220.98,117.93392
205.74,102.0582
208.28,102.965384
195.58,94.800728
205.74,102.0582
205.74,104.32616
208.28,113.398
195.58,97.52228
205.74,115.212368
205.74,106.59412
220.98,111.13004
198.12,90.7184
182.88,74.84268
208.28,118.38751200000002
195.58,83.91452
205.74,107.954896
187.96,92.079176
208.28,104.32616
210.82,124.7378
200.66,97.52228
205.74,101.151016
205.74,108.86208
185.42,86.18248
190.5,86.18248
203.2,122.46984
205.74,115.66596
198.12,97.52228
193.04,94.347136
205.74,102.0582
205.74,111.13004
193.04,92.98636
205.74,104.32616
210.82,102.0582
203.2,92.98636
205.74,99.79024
205.74,117.93392
220.98,132.448864
205.74,106.59412
180.34,81.64656
187.96,83.91452
190.5,95.25431999999999
205.74,111.13004
205.74,108.86208
213.36,113.398
205.74,111.13004
213.36,111.13004
205.74,102.0582
187.96,82.553744
203.2,95.25431999999999
195.58,90.7184
185.42,83.91452
195.58,95.25431999999999
195.58,95.25431999999999
213.36,118.38751200000002
198.12,88.45044
185.42,83.91452
177.8,77.11064
205.74,115.212368
198.12,90.7184
205.74,115.66596
200.66,90.7184
218.44,99.79024
213.36,124.7378
195.58,94.347136
190.5,83.91452
200.66,102.0582
208.28,111.13004
200.66,97.52228
210.82,109.31567199999999
210.82,105.233344
200.66,99.79024
200.66,102.0582
198.12,114.305184
205.74,111.13004
190.5,81.64656
187.96,86.18248
190.5,91.625584
210.82,108.86208
213.36,112.944408
198.12,99.79024
190.5,88.45044
205.74,106.59412
210.82,117.93392
208.28,99.79024
187.96,86.18248
200.66,97.975872
200.66,97.52228
208.28,111.13004
182.88,79.3786
210.82,111.13004
203.2,109.31567199999999
180.34,72.57472
203.2,97.52228
200.66,120.20188
208.28,102.0582
198.12,92.98636
198.12,98.883056
208.28,109.76926399999999
200.66,111.13004
185.42,86.18248
193.04,86.18248
210.82,104.32616
200.66,92.98636
190.5,83.91452
177.8,77.56423199999998
198.12,100.697424
180.34,73.935496
208.28,106.59412
200.66,117.93392
208.28,110.676448
185.42,81.64656
180.34,77.11064
200.66,104.32616
215.9,113.398
185.42,91.625584
195.58,83.91452
205.74,111.13004
210.82,113.398
190.5,81.64656
187.96,92.98636
195.58,92.98636
200.66,95.25431999999999
203.2,103.872568
195.58,88.45044
185.42,90.7184
203.2,104.32616
205.74,108.86208
208.28,122.46984
193.04,83.46092800000002
208.28,109.31567199999999
208.28,106.59412
203.2,99.79024
200.66,108.86208
205.74,115.66596
218.44,118.38751200000002
195.58,103.418976
213.36,107.501304
208.28,106.59412
203.2,113.398
200.66,104.32616
205.74,104.32616
198.12,92.98636
190.5,86.18248
198.12,99.79024
195.58,86.636072
213.36,115.66596
165.1,60.327736
198.12,90.7184
205.74,95.25431999999999
213.36,115.66596
193.04,86.18248
182.88,68.945984
203.2,117.93392
195.58,88.45044
213.36,122.46984
185.42,86.18248
200.66,97.52228
190.5,92.532768
203.2,99.79024
210.82,120.20188
190.5,95.25431999999999
210.82,111.13004
205.74,106.59412
210.82,115.66596
198.12,88.45044
213.36,120.20188
193.04,92.079176
193.04,86.18248
190.5,83.91452
193.04,81.64656
203.2,113.398
203.2,103.418976
203.2,102.0582
205.74,113.398
231.14,137.438376
203.2,99.79024
200.66,104.32616
203.2,102.0582
205.74,112.490816
185.42,81.64656
193.04,95.25431999999999
210.82,113.398
218.44,127.00576
213.36,115.66596
203.2,117.93392
187.96,81.64656
190.5,90.7184
208.28,111.13004
187.96,81.64656
195.58,83.007336
208.28,122.46984
195.58,88.45044
195.58,97.52228
205.74,112.037224
185.42,86.18248
205.74,131.54168
203.2,95.25431999999999
203.2,109.31567199999999
203.2,97.52228
203.2,115.66596
198.12,102.0582
203.2,116.119552
193.04,96.161504
187.96,83.91452
187.96,78.017824
185.42,86.18248
210.82,107.954896
