Year,Name,Injury_DTD,Injury_DNP,Injury_Out_Indef,Injury_Out_Season,Injury_Returned,Injury_Other
2012,Rodrigue Beaubois,0,2,0,0,0,0
2012,Roger Mason,0,0,0,0,0,0
2012,Ronnie Brewer,0,0,0,0,0,0
2012,Ronny Turiaf,0,1,0,0,0,0
2012,Roy Hibbert,0,1,0,0,0,0
2012,Royal Ivey,0,4,0,0,0,0
2012,Rudy Fernandez,1,8,1,1,1,1
2012,Rudy Gay,0,1,0,0,0,0
2012,Ryan Anderson,0,0,0,0,0,0
2012,Ryan Gomes,1,0,1,1,1,1
2012,Ryan Reid,0,0,0,0,0,0
2012,Sam Young,0,5,0,0,0,0
2012,Semih Erden,0,1,0,0,0,0
2012,Shane Battier,0,1,0,0,0,0
2012,Shaun Livingston,0,4,0,0,0,0
2012,Shawn Marion,1,3,1,1,1,1
2012,Shawne Williams,0,4,0,0,0,0
2012,Shelden Williams,0,8,0,0,0,0
2012,Spencer Hawes,0,16,0,0,0,0
2012,Stephen Curry,0,12,0,0,0,0
2012,Stephen Jackson,0,11,0,0,0,0
2012,Steve Blake,0,0,0,0,0,0
2012,Steve Nash,0,4,0,0,0,0
2012,Steve Novak,0,1,0,0,0,0
2012,Taj Gibson,0,1,0,0,0,0
2012,Tayshaun Prince,0,0,0,0,0,0
2012,Terrance Ford,0,1,0,0,0,0
2012,Terrel Harris,1,0,1,1,1,1
2012,Terrence Williams,0,1,0,0,0,0
2012,Thabo Sefolosha,0,6,0,0,0,0
2012,Thaddeus Young,0,3,0,0,0,0
2012,Tiago Splitter,0,4,0,0,0,0
2012,Tim Duncan,0,7,0,0,0,0
2012,Timofey Mozgov,1,4,1,1,1,1
2012,Tobias Harris,0,3,0,0,0,0
2012,Toney Douglas,0,1,0,0,0,0
2012,Tony Allen,1,7,1,1,1,1
2012,Tony Wroten,0,1,0,0,0,0
2012,Tracy McGrady,0,8,0,0,0,0
2012,Trevor Ariza,0,20,0,0,0,0
2012,Trevor Booker,0,15,0,0,0,0
2012,Troy Murphy,0,2,0,0,0,0
2012,Ty Lawson,0,4,0,0,0,0
2012,Tyler Honeycutt,1,0,1,1,1,1
2012,Tyreke Evans,0,8,0,0,0,0
2012,Tyrus Thomas,0,8,0,0,0,0
2012,Tyson Chandler,0,4,0,0,0,0
2012,Vince Carter,0,3,0,0,0,0
2012,Vladimir Radmanovic,0,10,0,0,0,0
2012,Wayne Ellington,0,2,0,0,0,0
2012,Wesley Johnson,0,1,0,0,0,0
2012,Wesley Matthews,0,2,0,0,0,0
2012,Will Bynum,0,14,0,0,0,0
2012,William Parker,0,4,0,0,0,0
2012,Willie Green,0,6,0,0,0,0
2012,Wilson Chandler,2,2,2,2,2,2
2012,Xavier Henry,0,2,0,0,0,0
2012,Zach Randolph,0,1,0,0,0,0
2012,Zaur Pachulia,0,1,0,0,0,0
2013,Aaron Gray,0,1,0,0,0,0
2013,Al Harrington,1,5,1,1,1,1
2013,Al Horford,1,6,1,1,1,1
2013,Al Jefferson,0,2,0,0,0,0
2013,Alec Burks,0,1,0,0,0,0
2013,Alex Len,0,8,0,0,0,0
2013,Alexey Shved,0,5,0,0,0,0
2013,Amare Stoudemire,0,2,0,0,0,0
2013,Anderson Varejao,0,0,0,0,0,0
2013,Andre Iguodala,0,2,0,0,0,0
2013,Andrea Bargnani,0,1,0,0,0,0
2013,Andrei Kirilenko,0,14,0,0,0,0
2013,Andrew Bogut,0,2,0,0,0,0
2013,Andrew Bynum,0,0,0,0,0,0
2013,Andrew Nicholson,0,2,0,0,0,0
2013,Andris Biedrins,0,4,0,0,0,0
2013,Anthony Bennett,1,0,1,1,1,1
2013,Anthony Davis,0,5,0,0,0,0
2013,Anthony Morrow,0,4,0,0,0,0
2013,Anthony Price,0,7,0,0,0,0
2013,Anthony Randolph,0,2,0,0,0,0
2013,Arnett Moultrie,0,0,0,0,0,0
2013,Aron Baynes,0,1,0,0,0,0
2013,Arron Afflalo,0,12,0,0,0,0
2013,Austin Rivers,0,0,0,0,0,0
2013,Avery Bradley,0,1,0,0,0,0
2013,Ben Gordon,0,3,0,0,0,0
2013,Bismack Biyombo,0,2,0,0,0,0
2013,Blake Griffin,0,2,0,0,0,0
2013,Boris Diaw,1,0,1,1,1,1
2013,Bradley Beal,0,9,0,0,0,0
2013,Brandan Wright,0,1,0,0,0,0
2013,Brandon Jennings,0,0,0,0,0,0
2013,Brandon Knight,0,11,0,0,0,0
2013,Brandon Rush,0,3,0,0,0,0
2013,Brendan Haywood,0,2,0,0,0,0
2013,Brian Roberts,0,1,0,0,0,0
2013,Brook Lopez,0,3,0,0,0,0
2013,Byron Mullens,0,10,0,0,0,0
2013,Calvin Miles,0,5,0,0,0,0
2013,Carl Landry,0,1,0,0,0,0
2013,Carlos Boozer,0,3,0,0,0,0
2013,Carlos Delfino,0,3,0,0,0,0
2013,Carmelo Anthony,0,3,0,0,0,0
2013,Caron Butler,0,16,0,0,0,0
2013,Carrick Felix,0,0,0,0,0,0
2013,Cartier Martin,0,3,0,0,0,0
2013,Chandler Parsons,0,6,0,0,0,0
2013,Charles Watson,1,1,1,1,1,1
2013,Charlie Villanueva,0,4,0,0,0,0
2013,Chase Budinger,0,0,0,0,0,0
2013,Chauncey Billups,1,1,1,1,1,1
2013,Chris Andersen,0,1,0,0,0,0
2013,Chris Bosh,0,3,0,0,0,0
2013,Chris Copeland,0,0,0,0,0,0
2013,Chris Duhon,0,1,0,0,0,0
2013,Chris Kaman,0,9,0,0,0,0
2013,Chris Paul,0,13,0,0,0,0
2013,Chris Singleton,0,0,0,0,0,0
2013,Christian McCollum,0,0,0,0,0,0
2013,Cody Zeller,0,0,0,0,0,0
2013,Cole Aldrich,0,1,0,0,0,0
2013,Corey Maggette,0,1,0,0,0,0
2013,Courtney Lee,0,6,0,0,0,0
2013,Daniel Gibson,0,10,0,0,0,0
2013,Daniel Orton,0,3,0,0,0,0
2013,Danilo Gallinari,0,2,0,0,0,0
2013,Danny Granger,0,0,0,0,0,0
2013,Dante Cunningham,0,1,0,0,0,0
2013,Darius Miller,0,0,0,0,0,0
2013,Darrell Arthur,1,12,1,1,1,1
2013,David Lee,0,6,0,0,0,0
2013,David West,0,0,0,0,0,0
2013,DeJuan Blair,0,2,0,0,0,0
2013,DeMarcus Cousins,0,2,0,0,0,0
2013,DeMarre Carroll,0,2,0,0,0,0
2013,DeQuan Jones,0,1,0,0,0,0
2013,DeSagana Diop,0,2,0,0,0,0
2013,DeShawn Stevenson,1,3,1,1,1,1
2013,Deron Williams,0,11,0,0,0,0
2013,Derrick Rose,0,1,0,0,0,0
2013,Derrick Williams,0,1,0,0,0,0
2013,Devin Ebanks,0,1,0,0,0,0
2013,Devin Harris,0,9,0,0,0,0
2013,Dion Waiters,2,6,2,2,2,2
2013,Dirk Nowitzki,0,2,0,0,0,0
2013,Dorell Wright,0,1,0,0,0,0
2013,Doron Lamb,1,8,1,1,1,1
2013,Draymond Green,0,2,0,0,0,0
2013,Dwight Howard,0,6,0,0,0,0
2013,Dwyane Wade,1,4,1,1,1,1
2013,E'Twaun Moore,0,4,0,0,0,0
2013,Earl Smith,0,0,0,0,0,0
2013,Earl Watson,0,4,0,0,0,0
2013,Ed Davis,0,3,0,0,0,0
2013,Ekpe Udoh,0,0,0,0,0,0
2013,Elliot Williams,0,2,0,0,0,0
2013,Elton Brand,0,4,0,0,0,0
2013,Emanuel Ginobili,0,7,0,0,0,0
2013,Emeka Okafor,0,3,0,0,0,0
2013,Enes Kanter,0,2,0,0,0,0
2013,Eric Bledsoe,0,2,0,0,0,0
2013,Eric Gordon,0,10,0,0,0,0
2013,Ersan Ilyasova,0,10,0,0,0,0
2013,Evan Turner,0,1,0,0,0,0
2013,Fab Melo,1,0,1,1,1,1
2013,Festus Ezeli,0,0,0,0,0,0
2013,Francisco Garcia,0,4,0,0,0,0
2013,Gary Neal,0,9,0,0,0,0
2013,George Hill,0,4,0,0,0,0
2013,Gerald Green,0,1,0,0,0,0
2013,Gerald Wallace,1,0,1,1,1,1
2013,Glen Davis,0,4,0,0,0,0
2013,Glen Rice,0,0,0,0,0,0
2013,Goran Dragic,0,4,0,0,0,0
2013,Gordon Hayward,0,10,0,0,0,0
2013,Greg Monroe,0,1,0,0,0,0
2013,Greg Smith,0,24,0,0,0,0
2013,Greg Stiemsma,1,0,1,1,1,1
2013,Greivis Vasquez,0,4,0,0,0,0
2013,Gustavo Ayon,1,9,1,1,1,1
2013,Harrison Barnes,0,4,0,0,0,0
2013,Hasheem Thabeet,0,2,0,0,0,0
2013,Hidayet Turkoglu,1,3,1,1,1,1
2013,Ivan Johnson,0,1,0,0,0,0
2013,JaVale McGee,0,1,0,0,0,0
2013,Jamal Crawford,0,5,0,0,0,0
2013,Jameer Nelson,0,20,0,0,0,0
2013,James Harden,0,8,0,0,0,0
2013,James Hickson,0,1,0,0,0,0
2013,James Johnson,0,2,0,0,0,0
2013,Jared Dudley,1,2,1,1,1,1
2013,Jared Sullinger,0,1,0,0,0,0
2013,Jarrett Jack,0,3,0,0,0,0
2013,Jason Collins,0,3,0,0,0,0
2013,Jason Kidd,0,1,0,0,0,0
2013,Jason Maxiell,0,1,0,0,0,0
2013,Jason Richardson,0,8,0,0,0,0
2013,Jason Smith,1,2,1,1,1,1
2013,Jason Terry,1,2,1,1,1,1
2013,Jeff Teague,0,1,0,0,0,0
2013,Jeffery Taylor,0,6,0,0,0,0
2013,Jeremy Lin,0,12,0,0,0,0
2013,Jermaine O'Neal,0,8,0,0,0,0
2013,Jerry Stackhouse,0,4,0,0,0,0
2013,Jerryd Bayless,0,2,0,0,0,0
2013,Jimmy Butler,0,1,0,0,0,0
2013,Joakim Noah,0,13,0,0,0,0
2013,Jodie Meeks,0,3,0,0,0,0
2013,Joe Johnson,0,2,0,0,0,0
2013,Johan Petro,0,2,0,0,0,0
2013,John Henson,0,3,0,0,0,0
2013,John Jenkins,0,3,0,0,0,0
2013,Jonathan Redick,0,9,0,0,0,0
2013,Jordan Crawford,0,4,0,0,0,0
2013,Jordan Farmar,0,10,0,0,0,0
2013,Jordan Hill,0,3,0,0,0,0
2013,Jose Barea,0,3,0,0,0,0
2013,Jose Calderon,0,7,0,0,0,0
2013,Josh McRoberts,0,1,0,0,0,0
2013,Josh Smith,0,3,0,0,0,0
2013,Kawhi Leonard,0,4,0,0,0,0
2013,Keith Bogans,1,5,1,1,1,1
2013,Kelly Olynyk,0,10,0,0,0,0
2013,Kendrick Perkins,1,0,1,1,1,1
2013,Kenneth Faried,0,3,0,0,0,0
2013,Kenyon Martin,0,12,0,0,0,0
2013,Kevin Garnett,0,10,0,0,0,0
2013,Kevin Love,0,35,0,0,0,0
2013,Kevin Martin,0,4,0,0,0,0
2013,Kevin Seraphin,0,2,0,0,0,0
2013,Keyon Dooling,0,1,0,0,0,0
2013,Kirk Hinrich,0,22,0,0,0,0
2013,Kobe Bryant,0,2,0,0,0,0
2013,Kris Humphries,0,5,0,0,0,0
2013,Kris Joseph,0,1,0,0,0,0
2013,Kwame Brown,1,10,1,1,1,1
2013,Kyle Korver,0,2,0,0,0,0
2013,Kyle Lowry,0,1,0,0,0,0
2013,Kyle O'Quinn,0,3,0,0,0,0
2013,Kyrie Irving,0,4,0,0,0,0
2013,LaMarcus Aldridge,0,2,0,0,0,0
2013,Lance Stephenson,0,1,0,0,0,0
2013,Landry Fields,0,4,0,0,0,0
2013,Larry Sanders,0,4,0,0,0,0
2013,Lazar Hayward,0,1,0,0,0,0
2013,LeBron James,0,5,0,0,0,0
2013,Leandro Barbosa,0,2,0,0,0,0
2013,Linas Kleiza,0,13,0,0,0,0
2013,Louis Williams,0,1,0,0,0,0
2013,Luc Moute,0,1,0,0,0,0
2013,Luke Ridnour,0,2,0,0,0,0
2013,Luke Walton,0,5,0,0,0,0
2013,Luol Deng,0,16,0,0,0,0
2013,Maalik Wayns,0,0,0,0,0,0
2013,Malcolm Lee,0,7,0,0,0,0
2013,Marc Gasol,1,0,1,1,1,1
2013,Marcin Gortat,0,0,0,0,0,0
2013,Marco Belinelli,0,8,0,0,0,0
2013,Marcus Camby,0,6,0,0,0,0
2013,Marcus Thornton,0,4,0,0,0,0
2013,Mario Chalmers,0,1,0,0,0,0
2013,Marquis Daniels,0,2,0,0,0,0
2013,Martell Webster,0,6,0,0,0,0
2013,Marvin Williams,0,10,0,0,0,0
2013,Matt Barnes,0,18,0,0,0,0
2013,Matt Bonner,0,1,0,0,0,0
2013,Maurice Williams,0,4,0,0,0,0
2013,Metta Peace,0,11,0,0,0,0
2013,Meyers Leonard,0,1,0,0,0,0
2013,Michael Carter-Williams,0,11,0,0,0,0
2013,Michael Kidd-Gilchrist,0,0,0,0,0,0
2013,Mickael Pietrus,0,1,0,0,0,0
2013,Mike Conley,0,3,0,0,0,0
2013,Mike Lamont,0,3,0,0,0,0
2013,Mirza Teletovic,0,1,0,0,0,0
2013,Nate Wolters,0,1,0,0,0,0
2013,Nene,1,11,1,1,1,1
2013,Nick Young,0,6,0,0,0,0
2013,Nikola Pekovic,0,18,0,0,0,0
2013,Nikola Vucevic,0,9,0,0,0,0
2013,Ognjen Kuzmic,0,1,0,0,0,0
2013,Omer Asik,0,14,0,0,0,0
2013,Omri Casspi,0,11,0,0,0,0
2013,Pablo Prigioni,0,0,0,0,0,0
2013,Patrick Beverley,0,0,0,0,0,0
2013,Patrick Patterson,0,3,0,0,0,0
2013,Pau Gasol,0,7,0,0,0,0
2013,Paul George,0,0,0,0,0,0
2013,Paul Millsap,0,2,0,0,0,0
2013,Paul Pierce,0,7,0,0,0,0
2013,Quincy Acy,0,1,0,0,0,0
2013,Quincy Pondexter,0,7,0,0,0,0
2013,Rajon Rondo,0,2,0,0,0,0
2013,Ramon Sessions,0,0,0,0,0,0
2013,Rasheed Wallace,0,10,0,0,0,0
2013,Ray Allen,0,3,0,0,0,0
2013,Raymond Felton,0,10,0,0,0,0
2013,Reggie Bullock,1,4,1,1,1,1
2013,Reggie Evans,0,1,0,0,0,0
2013,Richard Hamilton,0,2,0,0,0,0
2013,Ricky Rubio,0,3,0,0,0,0
2013,Rodney Stuckey,0,2,0,0,0,0
2013,Rodrigue Beaubois,0,1,0,0,0,0
2013,Ronnie Brewer,0,4,0,0,0,0
2013,Ronny Turiaf,0,0,0,0,0,0
2013,Roy Hibbert,0,0,0,0,0,0
2013,Rudy Gay,0,3,0,0,0,0
2013,Russell Westbrook,0,0,0,0,0,0
2013,Ryan Anderson,0,1,0,0,0,0
2013,Sam Young,0,4,0,0,0,0
2013,Samardo Samuels,0,1,0,0,0,0
2013,Sebastian Telfair,0,5,0,0,0,0
2013,Shabazz Muhammad,0,7,0,0,0,0
2013,Shane Battier,0,1,0,0,0,0
2013,Shane Larkin,0,0,0,0,0,0
2013,Shaun Livingston,0,1,0,0,0,0
2013,Shawn Marion,0,1,0,0,0,0
2013,Shelvin Mack,0,1,0,0,0,0
2013,Solomon Jones,0,7,0,0,0,0
2013,Spencer Hawes,0,2,0,0,0,0
2013,Stephen Curry,0,3,0,0,0,0
2013,Stephen Jackson,1,2,1,1,1,1
2013,Steve Blake,0,13,0,0,0,0
2013,Steve Clifford,0,0,0,0,0,0
2013,Steve Nash,0,12,0,0,0,0
2013,Taj Gibson,0,2,0,0,0,0
2013,Tayshaun Prince,0,3,0,0,0,0
2013,Terrence Jones,0,1,0,0,0,0
2013,Terrence Ross,0,5,0,0,0,0
2013,Thabo Sefolosha,0,1,0,0,0,0
2013,Thaddeus Young,0,0,0,0,0,0
2013,Tim Duncan,1,3,1,1,1,1
2013,Tim Ohlbrecht,0,4,0,0,0,0
2013,Timofey Mozgov,0,4,0,0,0,0
2013,Tobias Harris,0,11,0,0,0,0
2013,Toney Douglas,0,6,0,0,0,0
2013,Tony Allen,0,4,0,0,0,0
2013,Tony Wroten,0,3,0,0,0,0
2013,Tornike Shengelia,0,0,0,0,0,0
2013,Trevor Ariza,1,17,1,1,1,1
2013,Trevor Booker,0,11,0,0,0,0
2013,Trey Burke,0,0,0,0,0,0
2013,Ty Lawson,1,4,1,1,1,1
2013,Tyler Zeller,0,3,0,0,0,0
2013,Tyreke Evans,0,4,0,0,0,0
2013,Tyrus Thomas,0,1,0,0,0,0
2013,Tyshawn Taylor,0,2,0,0,0,0
2013,Tyson Chandler,0,16,0,0,0,0
2013,Udonis Haslem,0,3,0,0,0,0
2013,Victor Claver,0,3,0,0,0,0
2013,Vince Carter,0,1,0,0,0,0
2013,Vladimir Radmanovic,0,1,0,0,0,0
2013,Wayne Ellington,1,8,1,1,1,1
2013,Wesley Johnson,0,1,0,0,0,0
2013,Wesley Matthews,0,1,0,0,0,0
2013,Will Bynum,0,5,0,0,0,0
2013,William Parker,0,4,0,0,0,0
2013,Wilson Chandler,0,2,0,0,0,0
2013,Xavier Henry,0,1,0,0,0,0
2013,Zach Randolph,0,8,0,0,0,0
2013,Zaur Pachulia,0,12,0,0,0,0
2014,Aaron Brooks,0,1,0,0,0,0
2014,Aaron Gordon,1,0,1,1,1,1
2014,Aaron Gray,0,3,0,0,0,0
2014,Al Horford,1,0,1,1,1,1
2014,Al Jefferson,0,1,0,0,0,0
2014,Alan Anderson,0,4,0,0,0,0
2014,Alec Burks,0,1,0,0,0,0
2014,Alex Len,0,0,0,0,0,0
2014,Alexey Shved,3,0,3,3,3,3
2014,Amare Stoudemire,3,9,3,3,3,3
2014,Anderson Varejao,0,5,0,0,0,0
2014,Andray Blatche,0,3,0,0,0,0
2014,Andre Drummond,0,1,0,0,0,0
2014,Andre Iguodala,0,3,0,0,0,0
2014,Andre Roberson,1,0,1,1,1,1
2014,Andrea Bargnani,0,0,0,0,0,0
2014,Andrei Kirilenko,0,9,0,0,0,0
2014,Andrew Bogut,0,12,0,0,0,0
2014,Andris Biedrins,1,1,1,1,1,1
2014,Antawn Jamison,0,1,0,0,0,0
2014,Anthony Bennett,1,11,1,1,1,1
2014,Anthony Davis,1,8,1,1,1,1
2014,Anthony Morrow,1,2,1,1,1,1
2014,Anthony Randolph,0,2,0,0,0,0
2014,Anthony Warren,0,0,0,0,0,0
2014,Aron Baynes,0,3,0,0,0,0
2014,Arron Afflalo,0,5,0,0,0,0
2014,Austin Daye,0,2,0,0,0,0
2014,Austin Rivers,0,1,0,0,0,0
2014,Avery Bradley,0,9,0,0,0,0
2014,Ben Gordon,0,1,0,0,0,0
2014,Beno Udrih,2,3,2,2,2,2
2014,Blake Griffin,0,1,0,0,0,0
2014,Boris Diaw,1,1,1,1,1,1
2014,Bradley Beal,0,0,0,0,0,0
2014,Brandon Davies,1,6,1,1,1,1
2014,Brandon Jennings,1,0,1,1,1,1
2014,Brandon Knight,0,2,0,0,0,0
2014,Brian Roberts,0,4,0,0,0,0
2014,Brook Lopez,0,0,0,0,0,0
2014,Byron Mullens,0,6,0,0,0,0
2014,Calvin Miles,4,19,4,4,4,4
2014,Carl Landry,0,0,0,0,0,0
2014,Carlos Boozer,1,6,1,1,1,1
2014,Carlos Delfino,0,0,0,0,0,0
2014,Carmelo Anthony,3,2,3,3,3,3
2014,Caron Butler,0,3,0,0,0,0
2014,Chandler Parsons,0,6,0,0,0,0
2014,Charles Watson,2,1,2,2,2,2
2014,Charlie Villanueva,0,5,0,0,0,0
2014,Chase Budinger,0,6,0,0,0,0
2014,Chauncey Billups,0,2,0,0,0,0
2014,Chris Andersen,0,2,0,0,0,0
2014,Chris Bosh,0,0,0,0,0,0
2014,Chris Kaman,0,11,0,0,0,0
2014,Chris Paul,0,2,0,0,0,0
2014,Cleanthony Early,0,0,0,0,0,0
2014,Cory Joseph,1,0,1,1,1,1
2014,Courtney Lee,1,0,1,1,1,1
2014,Damien Inglis,0,0,0,0,0,0
2014,Damjan Rudez,1,0,1,1,1,1
2014,Danilo Gallinari,1,0,1,1,1,1
2014,Danny Granger,2,8,2,2,2,2
2014,Danny Green,1,4,1,1,1,1
2014,Darrell Arthur,2,10,2,2,2,2
2014,Darren Collison,2,2,2,2,2,2
2014,David Lee,0,10,0,0,0,0
2014,David West,1,1,1,1,1,1
2014,DeMar DeRozan,0,1,0,0,0,0
2014,DeMarcus Cousins,0,2,0,0,0,0
2014,DeMarre Carroll,0,4,0,0,0,0
2014,Deron Williams,0,4,0,0,0,0
2014,Derrick Favors,1,0,1,1,1,1
2014,Derrick Rose,2,0,2,2,2,2
2014,Derrick Williams,0,2,0,0,0,0
2014,Devin Harris,0,1,0,0,0,0
2014,Dion Waiters,0,7,0,0,0,0
2014,Dirk Nowitzki,2,0,2,2,2,2
2014,Doug McDermott,0,0,0,0,0,0
2014,Dwight Howard,2,9,2,2,2,2
2014,Dwyane Wade,1,6,1,1,1,1
2014,Earl Smith,2,1,2,2,2,2
2014,Ekpe Udoh,0,27,0,0,0,0
2014,Emanuel Ginobili,5,4,5,5,5,5
2014,Enes Kanter,0,1,0,0,0,0
2014,Eric Bledsoe,1,0,1,1,1,1
2014,Eric Gordon,0,14,0,0,0,0
2014,Eric Moreland,0,0,0,0,0,0
2014,Ersan Ilyasova,2,11,2,2,2,2
2014,Evan Fournier,1,0,1,1,1,1
2014,Evan Turner,1,0,1,1,1,1
2014,Francisco Garcia,1,8,1,1,1,1
2014,Furkan Aldemir,1,0,1,1,1,1
2014,Gal Mekel,1,19,1,1,1,1
2014,Gary Neal,1,2,1,1,1,1
2014,George Hill,0,3,0,0,0,0
2014,Gerald Henderson,0,5,0,0,0,0
2014,Gerald Wallace,0,3,0,0,0,0
2014,Glen Rice,0,1,0,0,0,0
2014,Glenn Robinson,1,0,1,1,1,1
2014,Goran Dragic,0,3,0,0,0,0
2014,Gordon Hayward,0,1,0,0,0,0
2014,Greg Oden,0,1,0,0,0,0
2014,Greg Smith,0,15,0,0,0,0
2014,Gustavo Ayon,0,5,0,0,0,0
2014,Hassan Whiteside,1,0,1,1,1,1
2014,Hidayet Turkoglu,0,1,0,0,0,0
2014,Hollis Thompson,1,3,1,1,1,1
2014,Ian Mahinmi,0,0,0,0,0,0
2014,Iman Shumpert,1,2,1,1,1,1
2014,Isaiah Canaan,3,0,3,3,3,3
2014,Isaiah Thomas,0,9,0,0,0,0
2014,JaVale McGee,1,0,1,1,1,1
2014,Jabari Parker,0,0,0,0,0,0
2014,Jamal Crawford,2,13,2,2,2,2
2014,Jameer Nelson,3,9,3,3,3,3
2014,James Anderson,0,2,0,0,0,0
2014,James Harden,0,2,0,0,0,0
2014,James Hickson,0,13,0,0,0,0
2014,James Johnson,1,1,1,1,1,1
2014,Jan Vesely,0,2,0,0,0,0
2014,Jared Dudley,0,3,0,0,0,0
2014,Jared Sullinger,0,6,0,0,0,0
2014,Jarrett Jack,0,1,0,0,0,0
2014,Jarvis Varnado,0,1,0,0,0,0
2014,Jason Smith,0,37,0,0,0,0
2014,Jeff Teague,0,3,0,0,0,0
2014,Jeffery Taylor,0,6,0,0,0,0
2014,Jerami Grant,1,0,1,1,1,1
2014,Jeremy Evans,1,0,1,1,1,1
2014,Jeremy Lamb,1,0,1,1,1,1
2014,Jeremy Lin,0,1,0,0,0,0
2014,Jermaine O'Neal,0,1,0,0,0,0
2014,Jerryd Bayless,1,4,1,1,1,1
2014,Jimmy Butler,0,3,0,0,0,0
2014,Joakim Noah,0,1,0,0,0,0
2014,Jodie Meeks,0,5,0,0,0,0
2014,Joe Johnson,1,2,1,1,1,1
2014,John Henson,1,7,1,1,1,1
2014,John Jenkins,0,0,0,0,0,0
2014,John Lucas,0,3,0,0,0,0
2014,John Salmons,0,1,0,0,0,0
2014,Johnny O'Bryant,0,0,0,0,0,0
2014,Jonathan Redick,0,1,0,0,0,0
2014,Jordan Farmar,0,21,0,0,0,0
2014,Jordan Hill,0,7,0,0,0,0
2014,Jose Barea,0,3,0,0,0,0
2014,Josh Harrellson,1,0,1,1,1,1
2014,Josh McRoberts,0,3,0,0,0,0
2014,Josh Smith,0,5,0,0,0,0
2014,Jrue Holiday,0,13,0,0,0,0
2014,Julius Randle,0,0,0,0,0,0
2014,Justin Hamilton,1,2,1,1,1,1
2014,Kawhi Leonard,1,0,1,1,1,1
2014,Kelly Olynyk,0,2,0,0,0,0
2014,Kemba Walker,1,8,1,1,1,1
2014,Kendrick Perkins,2,0,2,2,2,2
2014,Kenneth Faried,2,0,2,2,2,2
2014,Kent Bazemore,0,5,0,0,0,0
2014,Kenyon Martin,0,3,0,0,0,0
2014,Kevin Durant,0,1,0,0,0,0
2014,Kevin Garnett,1,10,1,1,1,1
2014,Kevin Love,1,4,1,1,1,1
2014,Kevin Martin,1,5,1,1,1,1
2014,Kevin McDaniels,1,0,1,1,1,1
2014,Kevin Seraphin,0,4,0,0,0,0
2014,Khris Middleton,0,2,0,0,0,0
2014,Klay Thompson,1,0,1,1,1,1
2014,Kobe Bryant,1,0,1,1,1,1
2014,Kostas Papanikolaou,1,0,1,1,1,1
2014,Kris Humphries,0,6,0,0,0,0
2014,Kyle Korver,0,6,0,0,0,0
2014,Kyrie Irving,1,0,1,1,1,1
2014,LaMarcus Aldridge,1,6,1,1,1,1
2014,Lance Stephenson,2,2,2,2,2,2
2014,Landry Fields,1,5,1,1,1,1
2014,Larry Sanders,1,4,1,1,1,1
2014,Lavoy Allen,0,4,0,0,0,0
2014,LeBron James,2,0,2,2,2,2
2014,Leandro Barbosa,1,7,1,1,1,1
2014,Lorenzo Brown,0,5,0,0,0,0
2014,Louis Williams,0,2,0,0,0,0
2014,Luc Moute,2,2,2,2,2,2
2014,Luigi Datome,1,0,1,1,1,1
2014,Luke Babbitt,1,0,1,1,1,1
2014,Luke Ridnour,0,1,0,0,0,0
2014,Luol Deng,2,6,2,2,2,2
2014,Malcolm Thomas,1,0,1,1,1,1
2014,Marcin Gortat,0,1,0,0,0,0
2014,Marco Belinelli,1,1,1,1,1,1
2014,Marcus Smart,1,1,1,1,1,1
2014,Marcus Thornton,0,4,0,0,0,0
2014,Mario Chalmers,0,5,0,0,0,0
2014,Markel Brown,0,0,0,0,0,0
2014,Martell Webster,0,3,0,0,0,0
2014,Marvin Williams,1,3,1,1,1,1
2014,Matt Barnes,1,0,1,1,1,1
2014,Matt Bonner,1,4,1,1,1,1
2014,Maurice Williams,2,4,2,2,2,2
2014,Metta Peace,0,4,0,0,0,0
2014,Michael Beasley,0,1,0,0,0,0
2014,Michael Carter-Williams,1,2,1,1,1,1
2014,Miles Plumlee,0,2,0,0,0,0
2014,Miroslav Raduljica,0,2,0,0,0,0
2014,Mirza Teletovic,1,0,1,1,1,1
2014,Mitch McGary,0,0,0,0,0,0
2014,Nate Robinson,1,35,1,1,1,1
2014,Nate Wolters,1,8,1,1,1,1
2014,Nemanja Nedovic,0,12,0,0,0,0
2014,Nene,2,0,2,2,2,2
2014,Nerlens Noel,1,1,1,1,1,1
2014,Nick Young,0,15,0,0,0,0
2014,Nikola Pekovic,1,14,1,1,1,1
2014,Nikola Vucevic,1,21,1,1,1,1
2014,Noah Vonleh,0,0,0,0,0,0
2014,Norris Cole,1,0,1,1,1,1
2014,Omer Asik,0,8,0,0,0,0
2014,Omri Casspi,1,1,1,1,1,1
2014,Otto Porter,0,1,0,0,0,0
2014,Ovinton Mayo,0,20,0,0,0,0
2014,Pablo Prigioni,1,0,1,1,1,1
2014,Patrick Beverley,1,9,1,1,1,1
2014,Patrick Mills,0,1,0,0,0,0
2014,Patrick Patterson,0,1,0,0,0,0
2014,Pau Gasol,0,19,0,0,0,0
2014,Paul George,0,1,0,0,0,0
2014,Paul Millsap,0,5,0,0,0,0
2014,Paul Pierce,1,2,1,1,1,1
2014,Pero Antic,1,5,1,1,1,1
2014,Perry Jones,1,0,1,1,1,1
2014,Peyton Siva,0,9,0,0,0,0
2014,Pierre Jackson,0,0,0,0,0,0
2014,Quincy Acy,0,2,0,0,0,0
