Year,Name,player_height,player_weight,gp,net_rating
2008,Chauncey Billups,190.5,91.625584,79.0,5.2
2008,Cheikh Samb,215.9,111.13004,18.0,0.6
2008,Chris Andersen,208.28,103.418976,71.0,4.2
2008,Chris Bosh,208.28,104.32616,77.0,-1.0
2008,Chris Douglas-Roberts,200.66,90.7184,44.0,3.7
2008,Chris Duhon,185.42,83.91452,79.0,-4.0
2008,Chris Kaman,213.36,120.20188,31.0,-9.0
2008,Chris Mihm,213.36,120.20188,18.0,-17.2
2008,Chris Paul,182.88,79.3786,78.0,6.5
2008,Chris Quinn,187.96,79.3786,66.0,-1.3
2008,Chris Wilcox,208.28,106.59412,62.0,-8.5
2008,Chuck Hayes,198.12,107.954896,71.0,-1.4
2008,Chucky Atkins,180.34,83.91452,33.0,-6.9
2008,Corey Brewer,205.74,85.275296,15.0,0.8
2008,Corey Maggette,198.12,102.0582,51.0,-3.9
2008,Courtney Lee,195.58,90.7184,77.0,8.2
2008,Courtney Sims,210.82,111.13004,2.0,6.0
2008,Craig Smith,200.66,113.398,74.0,-6.6
2008,Cuttino Mobley,193.04,97.52228,11.0,-9.0
2008,D.J. Augustin,182.88,81.64656,72.0,-1.3
2008,DJ Mbenga,213.36,115.66596,23.0,0.4
2008,DJ White,205.74,113.851592,7.0,-0.2
2008,Daequan Cook,195.58,95.25431999999999,75.0,-0.3
2008,Dahntay Jones,198.12,95.25431999999999,79.0,-1.0
2008,Damien Wilkins,198.12,102.0582,41.0,-11.7
2008,Damon Jones,190.5,88.45044,18.0,1.7
2008,Dan Gadzuric,210.82,111.13004,67.0,-2.5
2008,Daniel Gibson,187.96,90.7184,75.0,7.0
2008,Danilo Gallinari,208.28,102.0582,28.0,4.9
2008,Danny Granger,203.2,103.418976,67.0,1.2
2008,Darius Miles,205.74,106.59412,34.0,-13.2
2008,Darius Songaila,205.74,112.490816,77.0,-5.4
2008,Darko Milicic,213.36,124.7378,61.0,-4.0
2008,Darnell Jackson,205.74,114.758776,51.0,-7.5
2008,Darrell Arthur,205.74,102.0582,76.0,-7.3
2008,David Lee,205.74,108.86208,81.0,-3.3
2008,David West,205.74,108.86208,76.0,4.1
2008,DeAndre Jordan,210.82,113.398,53.0,-15.9
2008,DeMarcus Nelson,193.04,90.7184,13.0,-13.8
2008,DeSagana Diop,213.36,127.00576,75.0,-7.8
2008,DeShawn Stevenson,195.58,98.883056,32.0,-11.0
2008,Dee Brown,182.88,83.91452,19.0,-5.9
2008,Delonte West,190.5,81.64656,64.0,15.3
2008,Demetris Nichols,203.2,97.975872,4.0,35.6
2008,Derek Fisher,185.42,95.25431999999999,82.0,10.7
2008,Deron Williams,190.5,93.893544,68.0,3.0
2008,Derrick Rose,190.5,86.18248,81.0,-2.5
2008,Desmon Farmer,195.58,99.79024,3.0,5.9
2008,Desmond Mason,195.58,100.697424,39.0,-4.0
2008,Devean George,203.2,106.59412,43.0,-4.1
2008,Devin Brown,195.58,95.25431999999999,63.0,-0.1
2008,Devin Harris,190.5,83.91452,69.0,-2.0
2008,Dikembe Mutombo,218.44,117.93392,9.0,1.8
2008,Dirk Nowitzki,213.36,111.13004,81.0,4.1
2008,Dominic McGuire,205.74,99.79024,79.0,-9.4
2008,Donte Greene,210.82,102.511792,55.0,-11.9
2008,Dontell Jefferson,195.58,88.45044,6.0,-5.1
2008,Donyell Marshall,205.74,111.13004,25.0,11.2
2008,Dorell Wright,205.74,95.25431999999999,6.0,-14.6
2008,Drew Gooden,208.28,113.398,51.0,-4.6
2008,Dwayne Jones,208.28,113.851592,6.0,6.6
2008,Dwight Howard,210.82,120.20188,79.0,10.6
2008,Dwyane Wade,193.04,97.975872,79.0,3.6
2008,Earl Watson,185.42,83.91452,68.0,-8.3
2008,Eddie Gill,182.88,86.18248,6.0,-21.1
2008,Eddie House,185.42,79.3786,81.0,6.1
2008,Eddy Curry,210.82,129.27372,3.0,-54.0
2008,Eduardo Najera,203.2,106.59412,27.0,-15.0
2008,Elton Brand,205.74,115.212368,29.0,-1.3
2008,Emeka Okafor,208.28,115.66596,82.0,-0.2
2008,Eric Gordon,190.5,100.697424,78.0,-9.0
2008,Erick Dampier,210.82,120.20188,80.0,2.9
2008,Etan Thomas,208.28,117.93392,26.0,-21.2
2008,Fabricio Oberto,208.28,111.13004,54.0,-1.1
2008,Flip Murray,190.5,90.7184,80.0,6.1
2008,Francisco Elson,213.36,106.59412,59.0,-3.7
2008,Francisco Garcia,200.66,88.45044,65.0,-11.0
2008,Fred Jones,187.96,102.0582,52.0,-8.6
2008,Gabe Pruitt,193.04,77.11064,47.0,0.8
2008,George Hill,187.96,81.64656,77.0,2.2
2008,Gerald Green,203.2,90.7184,38.0,-9.0
2008,Gerald Wallace,200.66,99.79024,71.0,0.5
2008,Gilbert Arenas,193.04,97.52228,2.0,-2.0
2008,Glen Davis,205.74,131.088088,76.0,4.1
2008,Goran Dragic,193.04,81.64656,55.0,0.2
2008,Grant Hill,203.2,102.0582,82.0,4.4
2008,Greg Buckner,193.04,95.25431999999999,63.0,-2.5
2008,Greg Oden,213.36,129.27372,61.0,7.6
2008,Hakim Warrick,205.74,99.336648,82.0,-5.0
2008,Hamed Haddadi,218.44,115.212368,19.0,19.7
2008,Hassan Adams,193.04,99.79024,12.0,-17.7
2008,Hedo Turkoglu,208.28,99.79024,77.0,10.5
2008,Henry Walker,198.12,99.79024,29.0,-11.0
2008,Hilton Armstrong,210.82,106.59412,70.0,-3.9
2008,Ike Diogu,205.74,113.398,29.0,-19.9
2008,Ime Udoka,195.58,99.79024,67.0,6.2
2008,J.J. Barea,182.88,79.3786,79.0,2.0
2008,J.R. Giddens,195.58,97.52228,6.0,15.4
2008,JJ Hickson,205.74,109.76926399999999,62.0,-5.1
2008,JJ Redick,193.04,86.18248,64.0,5.7
2008,JR Smith,198.12,99.79024,81.0,7.6
2008,JaVale McGee,213.36,107.501304,75.0,-12.6
2008,Jacque Vaughn,185.42,86.18248,30.0,-4.8
2008,Jake Voskuhl,210.82,115.66596,38.0,3.3
2008,Jamaal Magloire,210.82,120.20188,55.0,3.3
2008,Jamal Crawford,195.58,90.7184,65.0,-3.7
2008,Jamario Moon,203.2,90.7184,80.0,2.0
2008,Jameer Nelson,182.88,86.18248,42.0,15.8
2008,James Jones,203.2,99.79024,40.0,1.0
2008,James Posey,203.2,98.429464,75.0,1.4
2008,James Singleton,203.2,104.32616,62.0,5.1
2008,James White,200.66,90.7184,4.0,-31.6
2008,Jared Dudley,200.66,102.0582,68.0,0.5
2008,Jared Jeffries,210.82,108.86208,56.0,-3.4
2008,Jarrett Jack,190.5,89.357624,82.0,-0.9
2008,Jarron Collins,210.82,112.944408,26.0,-11.2
2008,Jarvis Hayes,203.2,103.418976,74.0,-0.1
2008,Jason Collins,213.36,115.66596,31.0,-23.1
2008,Jason Hart,190.5,81.64656,39.0,-20.4
2008,Jason Kapono,203.2,97.52228,80.0,-4.2
2008,Jason Kidd,193.04,95.25431999999999,81.0,5.4
2008,Jason Maxiell,200.66,117.93392,78.0,-4.4
2008,Jason Richardson,198.12,102.0582,72.0,-0.4
2008,Jason Terry,187.96,81.64656,74.0,3.7
2008,Jason Thompson,210.82,113.398,82.0,-6.9
2008,Javaris Crittenton,195.58,90.7184,63.0,-10.0
2008,Jawad Williams,205.74,98.883056,10.0,13.5
2008,Jeff Foster,210.82,113.398,74.0,1.8
2008,Jeff Green,205.74,106.59412,78.0,-8.0
2008,Jeremy Richardson,200.66,88.45044,12.0,-16.4
2008,Jermaine O'Neal,210.82,117.026736,68.0,-3.3
2008,Jermareo Davidson,208.28,104.32616,14.0,-5.0
2008,Jerome James,215.9,129.27372,2.0,-3.8
2008,Jerry Stackhouse,198.12,98.883056,10.0,-24.1
2008,Jerryd Bayless,190.5,90.7184,53.0,-1.4
2008,Joakim Noah,210.82,105.233344,80.0,2.5
2008,Joe Alexander,203.2,104.32616,59.0,-3.1
2008,Joe Crawford,195.58,95.25431999999999,2.0,16.8
2008,Joe Johnson,200.66,108.86208,79.0,2.6
2008,Joe Smith,208.28,102.0582,57.0,-2.1
2008,Joel Anthony,205.74,111.13004,65.0,-3.1
2008,Joel Przybilla,215.9,111.13004,82.0,9.0
2008,Joey Dorsey,203.2,121.562656,3.0,-28.4
2008,Joey Graham,200.66,102.0582,78.0,-3.9
2008,Johan Petro,213.36,112.037224,49.0,-16.8
2008,John Salmons,198.12,93.893544,79.0,-8.4
2008,Jordan Farmar,187.96,81.64656,65.0,1.7
2008,Jose Calderon,190.5,95.25431999999999,68.0,-2.6
2008,Josh Boone,208.28,107.501304,62.0,-2.7
2008,Josh Howard,200.66,95.25431999999999,52.0,6.4
2008,Josh McRoberts,208.28,108.86208,33.0,-1.7
2008,Josh Powell,205.74,108.86208,60.0,-9.2
2008,Josh Smith,205.74,108.86208,69.0,3.5
2008,Juan Dixon,190.5,74.84268,50.0,-8.8
2008,Julian Wright,203.2,102.0582,54.0,1.3
2008,Juwan Howard,205.74,114.758776,42.0,-10.9
2008,Kareem Rush,198.12,97.52228,25.0,-5.6
2008,Keith Bogans,195.58,97.52228,65.0,3.5
2008,Kelenna Azubuike,195.58,99.79024,74.0,-1.9
2008,Kendrick Perkins,208.28,127.00576,76.0,9.0
2008,Kenny Thomas,200.66,111.13004,8.0,-5.0
2008,Kenyon Martin,205.74,108.86208,66.0,4.7
2008,Kevin Durant,205.74,97.52228,74.0,-9.5
2008,Kevin Garnett,210.82,114.758776,57.0,14.9
2008,Kevin Love,208.28,117.93392,81.0,-8.2
2008,Kevin Martin,200.66,83.91452,51.0,-7.8
2008,Kevin Ollie,187.96,88.45044,50.0,-8.3
2008,Keyon Dooling,190.5,88.45044,77.0,-6.4
2008,Kirk Hinrich,190.5,86.18248,51.0,7.2
2008,Kobe Bryant,198.12,92.98636,82.0,10.8
2008,Kosta Koufos,213.36,120.20188,48.0,-1.9
2008,Kris Humphries,205.74,106.59412,29.0,-0.6
2008,Kurt Thomas,205.74,106.59412,79.0,4.1
2008,Kwame Brown,210.82,122.46984,58.0,-0.3
2008,Kyle Korver,200.66,96.161504,78.0,4.4
2008,Kyle Lowry,182.88,92.98636,77.0,-4.5
2008,Kyle Weaver,198.12,91.171992,56.0,-1.6
2008,Kyrylo Fesenko,215.9,136.0776,21.0,4.4
2008,LaMarcus Aldridge,210.82,108.86208,81.0,8.7
2008,Lamar Odom,208.28,104.32616,78.0,14.8
2008,Larry Hughes,195.58,83.91452,55.0,-4.7
2008,LeBron James,203.2,113.398,81.0,14.7
2008,Leandro Barbosa,190.5,91.625584,70.0,1.2
2008,Leon Powe,203.2,108.86208,70.0,8.7
2008,Linas Kleiza,203.2,111.13004,82.0,-0.1
2008,Lindsey Hunter,187.96,88.45044,28.0,-9.8
2008,Linton Johnson,203.2,92.98636,10.0,-19.0
2008,Lorenzen Wright,210.82,115.66596,17.0,0.8
2008,Lou Amundson,205.74,102.0582,76.0,3.2
2008,Lou Williams,187.96,79.3786,81.0,-2.6
2008,Luc Mbah a Moute,203.2,104.32616,82.0,-0.6
2008,Luis Scola,205.74,111.13004,82.0,4.5
2008,Luke Ridnour,187.96,79.3786,72.0,-1.9
2008,Luke Walton,203.2,106.59412,65.0,8.1
2008,Luol Deng,205.74,99.79024,49.0,-0.8
2008,Luther Head,190.5,83.91452,32.0,-8.8
2008,Maceo Baston,208.28,104.32616,27.0,-2.3
2008,Malik Allen,208.28,115.66596,49.0,-0.7
2008,Malik Hairston,198.12,99.79024,15.0,-0.3
2008,Malik Rose,200.66,115.66596,38.0,-2.5
2008,Manu Ginobili,198.12,92.98636,44.0,3.9
2008,Marc Gasol,215.9,120.20188,82.0,-7.1
2008,Marcin Gortat,210.82,108.86208,63.0,-1.2
2008,Marco Belinelli,195.58,90.7184,42.0,-4.6
2008,Marcus Banks,187.96,92.98636,22.0,-22.0
2008,Marcus Camby,210.82,106.59412,62.0,-5.3
2008,Marcus Williams,195.57999999999998,94.573932,5.5,-28.9
2008,Mardy Collins,198.12,99.79024,48.0,-3.6
2008,Mario Chalmers,185.42,86.18248,82.0,1.0
2008,Mario West,195.58,95.25431999999999,53.0,1.2
2008,Mark Blount,213.36,113.398,20.0,3.7
2008,Mark Madsen,205.74,115.66596,19.0,0.2
2008,Marko Jaric,200.66,101.604608,53.0,6.2
2008,Marquis Daniels,198.12,90.7184,54.0,-1.0
2008,Marreese Speights,208.28,111.13004,79.0,-3.9
2008,Martell Webster,200.66,106.59412,1.0,-42.7
2008,Marvin Williams,205.74,108.86208,61.0,0.3
2008,Matt Barnes,200.66,102.511792,77.0,1.7
2008,Matt Bonner,208.28,108.86208,81.0,9.1
2008,Matt Carroll,198.12,96.161504,55.0,-12.1
2008,Matt Harpring,200.66,104.32616,63.0,2.3
2008,Maurice Ager,195.58,91.625584,20.0,-3.6
2008,Maurice Evans,195.58,99.79024,80.0,-0.1
2008,Mehmet Okur,210.82,119.294696,72.0,3.2
2008,Melvin Ely,208.28,118.38751200000002,31.0,-3.7
2008,Metta World Peace,200.66,117.93392,69.0,6.3
2008,Michael Beasley,205.74,111.13004,81.0,-0.6
2008,Michael Finley,200.66,102.0582,81.0,3.7
2008,Michael Redd,198.12,97.52228,33.0,3.9
2008,Michael Ruffin,203.2,112.490816,11.0,-6.9
2008,Mickael Pietrus,198.12,97.52228,54.0,6.3
2008,Mike Bibby,187.96,88.45044,79.0,0.6
2008,Mike Conley,185.42,81.64656,82.0,-6.0
2008,Mike Dunleavy,205.74,104.32616,18.0,-3.4
2008,Mike James,187.96,85.275296,61.0,-11.3
2008,Mike Miller,203.2,98.883056,73.0,-7.2
2008,Mike Taylor,187.96,74.84268,51.0,-7.1
2008,Mikki Moore,213.36,102.0582,70.0,-4.1
2008,Mo Williams,185.42,86.18248,81.0,11.2
2008,Monta Ellis,190.5,81.64656,25.0,-4.1
2008,Morris Almond,198.12,102.0582,25.0,-7.3
2008,Morris Peterson,200.66,99.79024,43.0,-0.5
2008,Mouhamed Sene,210.82,104.32616,6.0,0.3
2008,Nate Robinson,175.26,81.64656,74.0,-1.2
2008,Nathan Jawai,208.28,127.00576,6.0,-28.3
2008,Nazr Mohammed,208.28,113.398,39.0,-7.9
2008,Nenad Krstic,213.36,108.86208,46.0,-6.4
2008,Nene,210.82,113.398,77.0,6.3
2008,Nick Collison,208.28,115.66596,71.0,-6.4
2008,Nick Young,198.12,90.7184,82.0,-5.6
2008,Nicolas Batum,203.2,90.7184,79.0,10.0
2008,O.J. Mayo,193.04,95.25431999999999,82.0,-6.7
2008,Oleksiy Pecherov,213.36,106.140528,32.0,-13.1
2008,Othello Hunter,203.2,102.0582,16.0,12.4
2008,Patrick O'Bryant,213.36,113.398,39.0,-0.8
2008,Pau Gasol,213.36,113.398,81.0,9.1
2008,Paul Davis,210.82,122.46984,27.0,-5.6
2008,Paul Millsap,203.2,113.398,76.0,5.7
2008,Paul Pierce,200.66,106.59412,81.0,9.4
2008,Peja Stojakovic,208.28,103.872568,61.0,5.0
2008,Pops Mensah-Bonsu,208.28,108.86208,22.0,-0.9
2008,Quentin Richardson,198.12,106.59412,72.0,-3.5
2008,Quincy Douby,190.5,79.3786,27.0,-8.4
2008,Quinton Ross,198.12,87.543256,68.0,-3.0
2008,Rafer Alston,187.96,79.3786,77.0,3.6
2008,Raja Bell,195.58,97.52228,67.0,1.6
2008,Rajon Rondo,185.42,77.56423199999998,80.0,10.8
2008,Ramon Sessions,190.5,86.18248,79.0,-0.7
2008,Randolph Morris,210.82,124.7378,23.0,6.3
2008,Randy Foye,193.04,96.615096,70.0,-5.8
2008,Rashad McCants,193.04,97.52228,58.0,-9.7
2008,Rashard Lewis,208.28,104.32616,79.0,11.1
2008,Rasheed Wallace,210.82,104.32616,66.0,1.3
2008,Rasho Nesterovic,213.36,115.66596,70.0,-4.1
2008,Rasual Butler,200.66,92.98636,82.0,0.7
2008,Ray Allen,195.58,92.98636,79.0,11.8
2008,Raymond Felton,185.42,89.811216,82.0,-0.9
2008,Reggie Evans,203.2,111.13004,79.0,-2.5
2008,Renaldo Balkman,203.2,94.347136,53.0,3.7
2008,Richard Hamilton,200.66,87.543256,67.0,-0.5
2008,Richard Jefferson,200.66,102.0582,82.0,-1.7
2008,Ricky Davis,200.66,88.45044,36.0,-14.8
2008,Rob Kurz,205.74,105.233344,40.0,-14.2
2008,Robert Swift,215.9,122.46984,26.0,-7.8
2008,Robin Lopez,213.36,115.66596,60.0,-2.9
2008,Rodney Carney,200.66,91.171992,67.0,-5.5
2008,Rodney Stuckey,195.58,92.98636,79.0,-2.4
2008,Roger Mason Jr.,195.58,96.161504,82.0,5.2
2008,Roko Ukic,195.58,83.007336,72.0,-5.5
2008,Ronnie Brewer,200.66,102.965384,81.0,1.1
2008,Ronnie Price,187.96,83.46092800000002,52.0,-2.9
2008,Ronny Turiaf,208.28,113.398,79.0,-1.4
2008,Roy Hibbert,218.44,126.098576,70.0,-2.6
2008,Royal Ivey,193.04,97.52228,71.0,-6.8
2008,Rudy Fernandez,198.12,83.91452,78.0,5.0
2008,Rudy Gay,203.2,100.697424,79.0,-7.8
2008,Russell Westbrook,190.5,84.821704,82.0,-5.7
2008,Ryan Anderson,208.28,108.86208,66.0,-0.7
2008,Ryan Bowen,205.74,98.883056,21.0,-6.9
2008,Ryan Gomes,200.66,111.13004,82.0,-8.3
2008,Ryan Hollins,213.36,104.32616,45.0,4.8
2008,Samuel Dalembert,210.82,113.398,82.0,1.2
2008,Sasha Pavlovic,200.66,106.59412,66.0,4.9
2008,Sasha Vujacic,200.66,92.98636,80.0,2.6
2008,Sean Marks,208.28,113.398,60.0,-1.9
2008,Sean May,205.74,120.655472,24.0,-14.4
2008,Sean Singletary,182.88,83.91452,37.0,-7.3
2008,Sean Williams,208.28,106.59412,33.0,-3.3
2008,Sebastian Telfair,182.88,79.3786,75.0,-3.4
2008,Sergio Rodriguez,190.5,79.83219199999998,80.0,0.5
2008,Shane Battier,203.2,99.79024,60.0,6.2
2008,Shannon Brown,193.04,95.707912,48.0,-3.0
2008,Shaquille O'Neal,215.9,147.4174,75.0,3.1
2008,Shaun Livingston,200.66,83.91452,12.0,-9.4
2008,Shavlik Randolph,208.28,108.86208,10.0,-43.7
2008,Shawn Marion,200.66,103.418976,69.0,0.2
2008,Shawne Williams,205.74,102.0582,15.0,8.1
2008,Shelden Williams,205.74,113.398,45.0,-6.1
2008,Solomon Jones,208.28,111.13004,63.0,-4.1
2008,Sonny Weems,198.12,92.079176,12.0,-34.0
2008,Speedy Claxton,180.34,77.11064,2.0,-14.1
2008,Spencer Hawes,213.36,111.13004,77.0,-11.3
2008,Stephen Graham,198.12,97.52228,52.0,-0.1
2008,Stephen Jackson,203.2,97.52228,59.0,-3.0
2008,Stephon Marbury,187.96,92.98636,23.0,-3.2
2008,Steve Blake,190.5,78.017824,69.0,9.9
2008,Steve Nash,190.5,80.73937600000002,74.0,5.2
2008,Steve Novak,208.28,99.79024,71.0,-10.2
2008,Steven Hill,213.36,111.13004,1.0,79.0
2008,Stromile Swift,208.28,99.79024,19.0,-1.8
2008,Sun Sun,205.74,92.98636,10.0,-82.9
2008,T.J. Ford,182.88,74.84268,74.0,-1.3
2008,Tarence Kinsey,198.12,85.728888,50.0,-4.6
2008,Tayshaun Prince,205.74,97.52228,82.0,-1.8
2008,Thabo Sefolosha,200.66,97.52228,66.0,-4.7
2008,Thaddeus Young,203.2,99.79024,75.0,3.5
2008,Theo Ratliff,208.28,106.59412,46.0,-1.0
2008,Thomas Gardner,195.58,102.0582,16.0,7.7
2008,Tim Duncan,210.82,117.93392,75.0,5.0
2008,Tim Thomas,208.28,108.86208,64.0,-0.8
2008,Tony Allen,193.04,96.615096,46.0,6.6
2008,Tony Battie,210.82,108.86208,77.0,5.7
2008,Tony Parker,187.96,81.64656,72.0,6.6
2008,Tracy McGrady,203.2,101.151016,35.0,2.4
2008,Travis Diener,185.42,79.3786,55.0,-0.7
2008,Travis Outlaw,205.74,93.893544,81.0,3.5
2008,Trenton Hassell,195.58,105.68693600000002,53.0,-8.2
2008,Trevor Ariza,203.2,95.25431999999999,82.0,8.1
2008,Trey Johnson,195.58,98.883056,4.0,-33.6
2008,Troy Murphy,210.82,111.13004,73.0,-1.4
2008,Tyronn Lue,182.88,79.3786,44.0,-1.8
2008,Tyrus Thomas,205.74,97.52228,79.0,-3.7
2008,Tyson Chandler,215.9,106.59412,45.0,8.0
2008,Udonis Haslem,203.2,106.59412,75.0,0.7
2008,Vince Carter,198.12,99.79024,80.0,-2.3
2008,Vladimir Radmanovic,208.28,106.59412,78.0,2.3
2008,Von Wafer,195.58,95.25431999999999,63.0,4.9
2008,Wally Szczerbiak,200.66,108.86208,74.0,5.5
2008,Walter Herrmann,205.74,102.0582,59.0,1.1
2008,Walter Sharpe,205.74,111.13004,8.0,-12.3
2008,Will Bynum,182.88,83.91452,57.0,3.9
2008,Will Solomon,185.42,83.91452,53.0,-7.3
2008,Willie Green,190.5,91.171992,81.0,0.1
2008,Wilson Chandler,203.2,99.79024,82.0,-4.2
2008,Yakhouba Diawara,200.66,104.32616,63.0,-2.8
2008,Yao Ming,228.6,140.61352,77.0,7.8
2008,Yi Jianlian,213.36,107.954896,61.0,-3.9
2008,Zach Randolph,205.74,117.93392,50.0,-5.5
2008,Zaza Pachulia,210.82,124.7378,77.0,4.0
2008,Zydrunas Ilgauskas,220.98,117.93392,65.0,14.8
2009,AJ Price,187.96,82.10015200000002,56.0,1.4
2009,Aaron Brooks,182.88,73.028312,82.0,-0.7
2009,Aaron Gray,213.36,122.46984,32.0,-1.7
2009,Acie Law,190.5,91.625584,26.0,7.0
2009,Adam Morrison,203.2,92.98636,31.0,-9.1
2009,Al Harrington,205.74,113.398,72.0,-4.8
2009,Al Horford,208.28,111.13004,81.0,8.2
2009,Al Jefferson,208.28,120.20188,76.0,-11.1
2009,Al Thornton,203.2,99.79024,75.0,-7.5
2009,Alando Tucker,198.12,92.98636,15.0,-18.9
2009,Alexis Ajinca,213.36,99.79024,6.0,11.5
2009,Allen Iverson,182.88,74.84268,28.0,-3.0
2009,Alonzo Gee,198.12,99.79024,11.0,-1.4
2009,Amar'e Stoudemire,208.28,112.944408,82.0,5.4
2009,Amir Johnson,205.74,95.25431999999999,82.0,3.0
2009,Anderson Varejao,210.82,117.93392,76.0,12.6
2009,Andray Blatche,210.82,112.490816,81.0,-6.7
2009,Andre Iguodala,198.12,93.893544,82.0,-4.3
2009,Andre Miller,187.96,90.7184,82.0,6.9
2009,Andrea Bargnani,213.36,113.398,80.0,-3.9
2009,Andrei Kirilenko,205.74,102.0582,58.0,6.7
2009,Andres Nocioni,200.66,102.0582,75.0,-6.1
2009,Andrew Bogut,213.36,117.93392,69.0,4.9
2009,Andrew Bynum,213.36,129.27372,65.0,6.0
2009,Andris Biedrins,210.82,108.86208,33.0,-8.0
2009,Antawn Jamison,205.74,106.59412,66.0,0.7
2009,Anthony Carter,187.96,88.45044,54.0,-1.8
2009,Anthony Johnson,190.5,88.45044,31.0,7.6
2009,Anthony Morrow,195.58,95.25431999999999,69.0,-2.8
2009,Anthony Parker,198.12,97.52228,81.0,8.9
2009,Anthony Randolph,208.28,95.25431999999999,33.0,-6.0
2009,Anthony Tolliver,205.74,110.222856,46.0,-0.3
2009,Antoine Wright,200.66,97.52228,67.0,1.6
2009,Antonio Anderson,198.12,97.52228,1.0,-7.3
2009,Antonio McDyess,205.74,111.13004,77.0,6.6
2009,Arron Afflalo,195.58,97.52228,82.0,3.9
2009,Austin Daye,210.82,90.7184,69.0,-8.5
2009,Baron Davis,190.5,97.52228,75.0,-3.7
2009,Ben Gordon,190.5,90.7184,62.0,-7.5
2009,Ben Wallace,205.74,108.86208,69.0,-2.2
2009,Beno Udrih,190.5,92.98636,79.0,-5.1
2009,Bobby Brown,187.96,79.3786,45.0,-8.7
2009,Bobby Simmons,198.12,104.32616,23.0,-7.8
2009,Boris Diaw,203.2,106.59412,82.0,2.3
2009,Brad Miller,213.36,118.38751200000002,82.0,-1.8
2009,Brandon Bass,203.2,113.398,50.0,6.0
2009,Brandon Jennings,185.42,76.657048,82.0,1.8
2009,Brandon Roy,198.12,95.707912,65.0,6.0
2009,Brandon Rush,198.12,95.25431999999999,82.0,-3.7
2009,Brendan Haywood,213.36,119.294696,77.0,1.2
2009,Brian Cardinal,203.2,108.86208,29.0,-10.3
2009,Brian Cook,205.74,113.398,14.0,-33.6
2009,Brian Scalabrine,205.74,106.59412,52.0,-6.8
2009,Brian Skinner,205.74,115.66596,16.0,-13.6
2009,Brook Lopez,213.36,120.20188,82.0,-10.4
2009,Byron Mullens,213.36,124.7378,13.0,-17.4
2009,C.J. Watson,187.96,79.3786,65.0,-0.7
2009,CJ Miles,198.12,102.965384,63.0,3.5
2009,Carl Landry,205.74,112.490816,80.0,-2.9
2009,Carlos Arroyo,187.96,91.625584,72.0,3.4
2009,Carlos Boozer,205.74,120.655472,78.0,4.1
2009,Carlos Delfino,198.12,104.32616,75.0,2.0
2009,Carmelo Anthony,203.2,104.32616,69.0,5.4
2009,Caron Butler,200.66,103.418976,74.0,-0.7
2009,Cartier Martin,200.66,99.79024,18.0,0.5
2009,Cedric Jackson,190.5,86.18248,12.0,-1.3
2009,Channing Frye,210.82,111.13004,81.0,8.6
2009,Charlie Bell,190.5,90.7184,71.0,0.2
2009,Charlie Villanueva,210.82,105.233344,78.0,-9.3
2009,Chase Budinger,200.66,98.883056,74.0,0.1
2009,Chauncey Billups,190.5,91.625584,73.0,4.5
2009,Chris Andersen,208.28,103.418976,76.0,10.3
2009,Chris Bosh,208.28,104.32616,70.0,0.3
2009,Chris Douglas-Roberts,200.66,95.25431999999999,67.0,-11.2
2009,Chris Duhon,185.42,86.18248,67.0,-3.7
2009,Chris Hunter,210.82,108.86208,60.0,-1.6
2009,Chris Kaman,213.36,120.20188,76.0,-5.4
2009,Chris Paul,182.88,79.3786,45.0,1.0
2009,Chris Quinn,187.96,79.3786,25.0,-10.6
2009,Chris Richard,205.74,116.119552,18.0,-8.1
2009,Chris Wilcox,208.28,106.59412,34.0,-18.1
2009,Chuck Hayes,198.12,107.954896,82.0,1.1
2009,Chucky Atkins,180.34,83.91452,40.0,-6.0
2009,Coby Karl,195.58,97.52228,7.0,-9.8
2009,Corey Brewer,205.74,85.275296,82.0,-10.1
2009,Corey Maggette,198.12,102.0582,70.0,-6.5
2009,Courtney Lee,195.58,90.7184,71.0,-9.4
2009,Craig Smith,200.66,113.398,75.0,-3.8
2009,D.J. Augustin,182.88,81.64656,80.0,0.2
2009,DJ Mbenga,213.36,115.66596,49.0,-2.4
2009,DJ White,205.74,113.851592,12.0,3.5
2009,DaJuan Summers,203.2,108.86208,44.0,-13.7
2009,Daequan Cook,195.58,95.25431999999999,45.0,-1.1
2009,Dahntay Jones,198.12,95.25431999999999,76.0,-5.3
2009,Damien Wilkins,198.12,102.0582,80.0,-8.7
2009,Dan Gadzuric,210.82,111.13004,32.0,4.1
2009,Daniel Gibson,187.96,90.7184,56.0,8.9
2009,Danilo Gallinari,208.28,102.0582,81.0,-2.6
2009,Danny Granger,203.2,103.418976,62.0,-0.8
2009,Danny Green,198.12,95.25431999999999,20.0,-6.0
2009,Dante Cunningham,203.2,104.32616,63.0,5.5
2009,Darius Songaila,205.74,112.490816,75.0,-2.7
2009,Darko Milicic,213.36,124.7378,32.0,-9.3
2009,Darnell Jackson,205.74,114.758776,28.0,-12.4
2009,Darrell Arthur,205.74,106.59412,32.0,-12.0
2009,Darren Collison,182.88,72.57472,76.0,-4.4
2009,David Andersen,210.82,111.13004,63.0,1.8
2009,David Lee,205.74,113.398,81.0,-4.6
2009,David West,205.74,108.86208,81.0,-2.4
2009,DeAndre Jordan,210.82,113.398,70.0,-10.0
