Year,Name,player_height,player_weight,gp,net_rating
2000,Al Harrington,205.74,115.212368,78.0,0.5
2000,Alan Henderson,205.74,106.59412,73.0,-8.8
2000,Allan Houston,198.12,90.7184,78.0,2.2
2000,Allen Iverson,182.88,74.84268,71.0,5.7
2000,Alonzo Mourning,208.28,118.38751200000002,13.0,5.9
2000,Alvin Williams,195.58,83.91452,82.0,3.1
2000,Andre Miller,187.96,90.7184,82.0,-1.3
2000,Andrew DeClercq,208.28,115.66596,67.0,7.4
2000,Andy Panko,205.74,111.13004,1.0,0.0
2000,Anfernee Hardaway,200.66,97.52228,4.0,-3.1
2000,Antawn Jamison,205.74,101.151016,82.0,-9.3
2000,Anthony Carter,185.42,86.18248,72.0,2.6
2000,Anthony Goldwire,187.96,82.553744,20.0,-7.0
2000,Anthony Johnson,190.5,86.18248,53.0,-10.8
2000,Anthony Mason,203.2,115.66596,80.0,2.2
2000,Anthony Miller,205.74,115.66596,4.0,-45.9
2000,Anthony Peeler,193.04,94.347136,75.0,2.3
2000,Antoine Walker,205.74,111.13004,81.0,-1.9
2000,Antonio Daniels,193.04,92.98636,79.0,6.6
2000,Antonio Davis,205.74,104.32616,78.0,4.2
2000,Antonio Harvey,210.82,113.398,12.0,-14.3
2000,Antonio McDyess,205.74,111.13004,70.0,0.6
2000,Art Long,205.74,108.86208,9.0,-8.3
2000,Arvydas Sabonis,220.98,132.448864,61.0,8.5
2000,Austin Croshere,205.74,109.76926399999999,81.0,0.2
2000,Avery Johnson,180.34,81.64656,55.0,8.1
2000,Baron Davis,190.5,96.161504,82.0,4.9
2000,Ben Wallace,205.74,108.86208,80.0,1.0
2000,Bill Curley,205.74,99.79024,20.0,-6.8
2000,Billy Owens,203.2,99.79024,45.0,-1.1
2000,Bimbo Coles,187.96,82.553744,47.0,-10.0
2000,Bo Outlaw,203.2,95.25431999999999,80.0,4.1
2000,Bob Sura,195.58,90.7184,53.0,-11.4
2000,Bobby Jackson,185.42,83.91452,79.0,7.2
2000,Bonzi Wells,195.58,95.25431999999999,75.0,4.4
2000,Brad Miller,213.36,118.38751200000002,57.0,-9.1
2000,Brent Barry,198.12,97.52228,67.0,2.1
2000,Brent Price,185.42,83.91452,6.0,-17.0
2000,Brevin Knight,177.8,77.11064,53.0,-8.4
2000,Brian Cardinal,203.2,111.13004,15.0,-14.2
2000,Brian Grant,205.74,113.398,82.0,3.7
2000,Brian Shaw,198.12,90.7184,80.0,2.2
2000,Brian Skinner,205.74,120.20188,39.0,-8.4
2000,Bruce Bowen,200.66,90.7184,82.0,3.1
2000,Bruno Sundov,218.44,108.408488,11.0,-12.5
2000,Bryant Reeves,213.36,131.54168,75.0,-5.6
2000,Bryant Stith,195.58,95.25431999999999,78.0,-2.3
2000,Bryce Drew,190.5,83.91452,48.0,-7.4
2000,Bryon Russell,200.66,102.0582,78.0,4.7
2000,Cal Bowdler,208.28,111.13004,44.0,1.3
2000,Calbert Cheaney,200.66,98.429464,9.0,10.6
2000,Calvin Booth,210.82,109.31567199999999,55.0,-7.0
2000,Carlos Rogers,210.82,105.233344,39.0,2.8
2000,Cedric Ceballos,200.66,99.79024,40.0,-3.6
2000,Cedric Henderson,200.66,102.0582,55.0,-6.6
2000,Charles Oakley,205.74,111.13004,78.0,4.6
2000,Charlie Ward,187.96,86.18248,61.0,6.3
2000,Chauncey Billups,190.5,91.625584,77.0,2.3
2000,Cherokee Parks,210.82,108.86208,65.0,-6.5
2000,Chris Carr,198.12,99.79024,35.0,-11.4
2000,Chris Childs,190.5,88.45044,77.0,1.6
2000,Chris Crawford,205.74,106.59412,47.0,-8.5
2000,Chris Dudley,210.82,117.93392,53.0,1.5
2000,Chris Garner,177.8,70.760352,8.0,-8.4
2000,Chris Gatling,208.28,104.32616,74.0,-6.6
2000,Chris Herren,187.96,86.18248,25.0,2.2
2000,Chris Mihm,215.9,120.20188,59.0,-3.8
2000,Chris Mills,200.66,97.975872,15.0,-4.3
2000,Chris Mullin,198.12,90.7184,20.0,-9.2
2000,Chris Porter,200.66,98.883056,51.0,-13.4
2000,Chris Webber,208.28,111.13004,70.0,6.3
2000,Chris Whitney,182.88,79.3786,59.0,-7.7
2000,Christian Laettner,210.82,111.13004,78.0,-2.4
2000,Chucky Atkins,180.34,72.57472,81.0,-1.2
2000,Chucky Brown,203.2,99.79024,26.0,-6.4
2000,Clar. Weatherspoon,200.66,120.20188,82.0,-5.1
2000,Clifford Robinson,208.28,102.0582,82.0,2.2
2000,Corey Benjamin,198.12,92.98636,65.0,-12.5
2000,Corey Maggette,198.12,98.883056,69.0,-2.4
2000,Corie Blount,208.28,109.76926399999999,68.0,-11.9
2000,Corliss Williamson,200.66,111.13004,69.0,2.6
2000,Cory Alexander,185.42,86.18248,26.0,-6.6
2000,Courtney Alexander,195.58,92.98636,65.0,-10.1
2000,Cuttino Mobley,193.04,86.18248,79.0,3.8
2000,Dale Davis,210.82,114.305184,81.0,4.7
2000,Dalibor Bagaric,215.9,125.644984,35.0,-15.3
2000,Damon Jones,190.5,83.91452,71.0,-8.0
2000,Damon Stoudamire,177.8,77.56423199999998,82.0,6.8
2000,Dan Langhi,210.82,99.79024,33.0,-11.3
2000,Dan Majerle,198.12,100.697424,53.0,4.4
2000,Dan McClintock,213.36,122.46984,6.0,-24.2
2000,Dana Barros,180.34,73.935496,60.0,-3.6
2000,Daniel Santiago,215.9,116.119552,54.0,0.4
2000,Danny Ferry,208.28,106.59412,80.0,12.9
2000,Danny Fortson,203.2,117.93392,6.0,-9.6
2000,Danny Manning,208.28,110.676448,82.0,3.5
2000,Darius Miles,205.74,91.625584,81.0,1.7
2000,Darrell Armstrong,185.42,81.64656,75.0,3.8
2000,Darrick Martin,180.34,77.11064,31.0,1.8
2000,Darvin Ham,200.66,104.32616,29.0,0.3
2000,David Benoit,203.2,99.79024,49.0,-2.0
2000,David Robinson,215.9,113.398,80.0,13.2
2000,David Vanterpool,195.58,90.7184,22.0,-1.3
2000,David Wesley,185.42,95.707912,82.0,2.6
2000,David Wingate,195.58,84.821704,1.0,70.6
2000,DeShawn Stevenson,195.58,95.25431999999999,40.0,-3.0
2000,Dean Garrett,210.82,113.398,70.0,-4.1
2000,Dee Brown,187.96,92.98636,7.0,-10.3
2000,Dell Curry,195.58,92.98636,71.0,-3.7
2000,DerMarr Johnson,205.74,91.171992,78.0,-7.4
2000,Derek Anderson,195.58,88.45044,82.0,12.7
2000,Derek Fisher,185.42,90.7184,20.0,11.1
2000,Derek Strong,205.74,108.86208,28.0,-3.4
2000,Derrick Coleman,208.28,122.46984,34.0,-8.6
2000,Derrick Dial,193.04,83.91452,33.0,9.8
2000,Derrick McKey,208.28,109.31567199999999,66.0,-1.2
2000,Desmond Mason,195.58,97.52228,78.0,-2.0
2000,Detlef Schrempf,208.28,106.59412,26.0,-2.0
2000,Devean George,203.2,99.79024,59.0,-6.0
2000,Dikembe Mutombo,218.44,120.20188,75.0,0.6
2000,Dion Glover,195.58,103.418976,57.0,-3.8
2000,Dirk Nowitzki,210.82,107.501304,82.0,7.8
2000,Don MacLean,208.28,106.59412,8.0,-3.4
2000,Don Reid,203.2,113.398,64.0,-0.3
2000,Donnell Harvey,203.2,99.79024,18.0,-5.7
2000,Donyell Marshall,205.74,104.32616,81.0,6.6
2000,Doug Christie,198.12,92.98636,81.0,6.0
2000,Doug Overton,190.5,86.18248,21.0,-9.5
2000,Doug West,198.12,90.7184,15.0,-16.5
2000,Dragan Tarlac,210.82,122.46984,43.0,-17.5
2000,Duane Causwell,213.36,115.66596,31.0,-8.7
2000,Earl Boykins,165.1,60.327736,10.0,-6.4
2000,Eddie Gill,182.88,86.18248,8.0,-15.9
2000,Eddie House,185.42,81.64656,50.0,-0.6
2000,Eddie Jones,200.66,87.996848,63.0,3.6
2000,Eddie Robinson,205.74,92.98636,67.0,2.6
2000,Eduardo Najera,203.2,106.140528,40.0,-4.9
2000,Elden Campbell,213.36,124.7378,78.0,4.3
2000,Eldridge Recasner,193.04,87.089664,43.0,-1.5
2000,Elliot Perry,182.88,68.945984,49.0,3.3
2000,Elton Brand,203.2,117.93392,74.0,-8.8
2000,Emanual Davis,195.58,88.45044,62.0,0.6
2000,Eric Montross,213.36,122.46984,54.0,-11.1
2000,Eric Piatkowski,198.12,98.429464,81.0,-2.3
2000,Eric Snow,190.5,92.532768,50.0,5.2
2000,Eric Williams,203.2,99.79024,81.0,0.6
2000,Erick Barkley,185.42,80.28578399999998,8.0,-10.5
2000,Erick Dampier,210.82,120.20188,43.0,-14.1
2000,Erick Strickland,190.5,95.25431999999999,50.0,3.7
2000,Ervin Johnson,210.82,115.66596,82.0,6.9
2000,Etdrick Bohannon,205.74,99.79024,6.0,20.9
2000,Evan Eschmeyer,210.82,115.66596,74.0,1.2
2000,Felipe Lopez,195.58,88.45044,70.0,-4.7
2000,Felton Spencer,213.36,120.20188,18.0,7.3
2000,Fred Hoiberg,195.58,95.25431999999999,74.0,-10.2
2000,Garth Joseph,218.44,138.799152,4.0,-35.0
2000,Gary Grant,190.5,83.91452,4.0,14.9
2000,Gary Payton,193.04,81.64656,79.0,-0.6
2000,Gary Trent,203.2,113.398,33.0,-9.9
2000,George Lynch,203.2,103.418976,82.0,4.1
2000,George McCloud,203.2,102.0582,76.0,-5.1
2000,Gerard King,205.74,104.32616,45.0,-8.9
2000,Glen Rice,203.2,99.79024,75.0,4.5
2000,Glenn Robinson,200.66,104.32616,76.0,4.6
2000,Grant Hill,203.2,102.0582,4.0,-5.5
2000,Grant Long,205.74,113.398,66.0,-7.8
2000,Greg Anthony,185.42,81.64656,58.0,0.0
2000,Greg Buckner,193.04,95.25431999999999,37.0,5.0
2000,Greg Foster,210.82,113.398,62.0,-11.2
2000,Greg Ostertag,218.44,127.00576,81.0,0.9
2000,Hakeem Olajuwon,213.36,115.66596,58.0,1.1
2000,Hanno Mottola,210.82,112.037224,73.0,-12.8
2000,Hedo Turkoglu,203.2,99.79024,74.0,5.7
2000,Hersey Hawkins,190.5,90.7184,59.0,-0.3
2000,Horace Grant,208.28,111.13004,77.0,7.1
2000,Howard Eisley,187.96,81.64656,82.0,3.4
2000,Hubert Davis,195.58,83.007336,66.0,-0.1
2000,Ike Austin,208.28,122.46984,52.0,-5.4
2000,Ira Bowman,195.58,88.45044,3.0,-15.3
2000,Ira Newble,200.66,97.52228,27.0,-15.1
2000,Isaiah Rider,195.58,97.52228,67.0,0.0
2000,J.R. Reid,205.74,112.037224,6.0,-22.4
2000,Jabari Smith,210.82,113.398,9.0,2.6
2000,Jacque Vaughn,185.42,86.18248,82.0,-6.3
2000,Jahidi White,205.74,131.54168,68.0,-7.3
2000,Jake Tsakalidis,218.44,129.27372,57.0,-3.1
2000,Jake Voskuhl,210.82,111.13004,16.0,-24.7
2000,Jalen Rose,203.2,102.0582,72.0,-0.3
2000,Jamaal Magloire,208.28,117.93392,74.0,3.2
2000,Jamal Crawford,195.58,90.7184,61.0,-14.1
2000,Jamal Mashburn,203.2,109.31567199999999,76.0,3.7
2000,Jamal Robinson,200.66,96.161504,6.0,-4.8
2000,Jamel Thomas,198.12,99.336648,5.0,-16.2
2000,James Posey,203.2,97.52228,82.0,1.3
2000,James Robinson,187.96,81.64656,6.0,1.3
2000,Jamie Feick,205.74,115.66596,6.0,-4.3
2000,Jaren Jackson,193.04,86.18248,16.0,-4.5
2000,Jason Caffey,203.2,116.119552,70.0,-1.2
2000,Jason Collier,213.36,117.93392,23.0,-12.5
2000,Jason Hart,187.96,82.10015200000002,1.0,-7.3
2000,Jason Kidd,193.04,96.161504,77.0,2.0
2000,Jason Terry,187.96,78.017824,82.0,-5.8
2000,Jason Williams,185.42,86.18248,77.0,5.4
2000,Jeff Foster,210.82,109.76926399999999,71.0,4.1
2000,Jeff McInnis,193.04,80.73937600000002,81.0,-5.5
2000,Jelani McCoy,208.28,111.13004,70.0,-4.2
2000,Jermaine O'Neal,210.82,102.511792,81.0,0.7
2000,Jerome Kersey,200.66,97.52228,22.0,1.3
2000,Jerome Moiso,208.28,105.233344,24.0,-2.2
2000,Jerome Williams,205.74,93.439952,59.0,0.1
2000,Jerry Stackhouse,198.12,98.883056,80.0,-1.2
2000,Jim Jackson,198.12,99.79024,56.0,-8.9
2000,Jim McIlvaine,215.9,108.86208,18.0,-11.7
2000,Joe Smith,208.28,102.0582,69.0,-0.1
2000,Joel Przybilla,215.9,115.66596,33.0,-9.5
2000,John Amaechi,208.28,122.46984,82.0,-5.3
2000,John Coker,213.36,114.758776,6.0,-0.1
2000,John Crotty,187.96,87.996848,31.0,0.7
2000,John Starks,195.58,86.18248,75.0,3.8
2000,John Stockton,185.42,79.3786,82.0,11.4
2000,John Wallace,205.74,102.0582,40.0,-8.8
2000,Johnny Newman,200.66,95.25431999999999,82.0,-8.6
2000,Jon Barry,195.58,95.25431999999999,62.0,4.7
2000,Jonathan Bender,210.82,89.811216,59.0,-8.4
2000,Jud Buechler,198.12,103.418976,57.0,0.0
2000,Jumaine Jones,203.2,98.883056,65.0,-0.7
2000,Juwan Howard,205.74,113.398,81.0,-1.4
2000,Karl Malone,205.74,116.119552,81.0,5.8
2000,Keith Van Horn,208.28,115.66596,49.0,-4.0
2000,Kelvin Cato,210.82,115.66596,35.0,8.8
2000,Kendall Gill,195.58,97.975872,31.0,-5.4
2000,Kenny Anderson,185.42,76.203456,33.0,-3.3
2000,Kenny Thomas,203.2,117.93392,74.0,3.6
2000,Kenyon Martin,205.74,104.32616,68.0,-6.4
2000,Keon Clark,210.82,100.243832,81.0,1.4
2000,Kevin Edwards,190.5,95.25431999999999,46.0,-3.2
2000,Kevin Garnett,210.82,99.79024,81.0,3.7
2000,Kevin Ollie,187.96,88.45044,70.0,1.1
2000,Kevin Willis,213.36,111.13004,78.0,-6.6
2000,Keyon Dooling,195.58,87.543256,76.0,-0.4
2000,Khalid El-Amin,177.8,90.7184,50.0,-10.7
2000,Kobe Bryant,200.66,95.25431999999999,68.0,6.3
2000,Kornel David,205.74,104.32616,27.0,-9.1
2000,Kurt Thomas,205.74,104.32616,77.0,7.4
2000,LaPhonso Ellis,203.2,108.86208,82.0,1.2
2000,Lamar Odom,208.28,96.615096,76.0,-2.9
2000,Lamond Murray,200.66,107.047712,78.0,-4.9
2000,Lari Ketner,205.74,125.644984,3.0,-19.7
2000,Laron Profit,195.58,92.532768,35.0,-5.9
2000,Larry Hughes,195.58,83.46092800000002,50.0,-7.5
2000,Larry Johnson,200.66,106.59412,65.0,0.0
2000,Larry Robinson,190.5,81.64656,34.0,-6.4
2000,Latrell Sprewell,195.58,86.18248,77.0,2.1
2000,Lavor Postell,195.58,92.98636,26.0,4.1
2000,Lawrence Funderburke,205.74,104.32616,59.0,0.2
2000,Lee Nailon,203.2,109.31567199999999,42.0,2.6
2000,Lindsey Hunter,187.96,90.7184,82.0,5.1
2000,Lorenzen Wright,210.82,108.86208,71.0,-7.6
2000,Loy Vaught,205.74,108.86208,51.0,-6.0
2000,Luc Longley,218.44,120.20188,25.0,6.6
2000,Lucious Harris,195.58,92.98636,73.0,-5.8
2000,Mahmoud Abdul-Rauf,185.42,73.481904,41.0,-1.6
2000,Malik Rose,200.66,115.66596,57.0,9.6
2000,Mamadou N'diaye,213.36,115.66596,3.0,-10.8
2000,Marc Jackson,208.28,122.46984,48.0,-10.2
2000,Marcus Camby,210.82,102.0582,63.0,2.3
2000,Marcus Fizer,205.74,118.841104,72.0,-14.2
2000,Mario Elie,195.58,102.0582,68.0,2.4
2000,Mark Blount,213.36,104.32616,64.0,-2.0
2000,Mark Bryant,205.74,113.398,18.0,-9.6
2000,Mark Jackson,190.5,92.98636,83.0,0.4
2000,Mark Madsen,205.74,108.86208,70.0,-5.1
2000,Mark Pope,208.28,106.59412,63.0,6.4
2000,Mark Strickland,208.28,99.79024,55.0,-8.3
2000,Mateen Cleaves,187.96,92.98636,78.0,-2.4
2000,Matt Bullard,208.28,106.59412,61.0,7.9
2000,Matt Geiger,215.9,112.490816,35.0,4.0
2000,Matt Harpring,200.66,104.779752,56.0,-4.9
2000,Matt Maloney,190.5,90.7184,55.0,-2.8
2000,Maurice Taylor,205.74,117.93392,69.0,-3.5
2000,Metta World Peace,200.66,111.583632,76.0,-8.4
2000,Michael Curry,195.58,95.25431999999999,68.0,-3.6
2000,Michael Dickerson,193.04,86.18248,70.0,-5.9
2000,Michael Doleac,210.82,118.841104,77.0,3.4
2000,Michael Finley,200.66,97.52228,82.0,5.5
2000,Michael Hawkins,182.88,80.73937600000002,10.0,-20.8
2000,Michael Olowokandi,213.36,131.995272,82.0,-6.9
2000,Michael Redd,198.12,97.068688,6.0,-13.3
2000,Michael Ruffin,203.2,112.490816,45.0,-7.0
2000,Michael Smith,203.2,108.86208,79.0,-11.7
2000,Michael Stewart,208.28,104.32616,26.0,-21.2
2000,Mike Bibby,185.42,86.18248,82.0,-6.8
2000,Mike Miller,203.2,98.883056,82.0,2.6
2000,Mike Penberthy,190.5,81.64656,53.0,-0.6
2000,Mike Smith,203.2,88.45044,17.0,-8.5
2000,Mikki Moore,213.36,104.32616,81.0,-2.8
2000,Milt Palacio,190.5,88.45044,58.0,-0.8
2000,Mitch Richmond,195.58,97.52228,37.0,-2.4
2000,Monty Williams,203.2,102.0582,82.0,-6.6
2000,Moochie Norris,185.42,79.3786,82.0,3.2
2000,Mookie Blaylock,185.42,83.91452,69.0,-8.0
2000,Morris Peterson,200.66,98.883056,80.0,2.5
2000,Muggsy Bogues,160.02,61.688512,3.0,-27.4
2000,Nazr Mohammed,208.28,108.86208,58.0,-2.0
2000,Nick Anderson,198.12,103.418976,21.0,0.9
2000,Nick Van Exel,185.42,86.18248,71.0,-0.4
2000,Obinna Ekezie,205.74,117.93392,33.0,-11.1
2000,Olden Polynice,213.36,113.398,81.0,3.2
2000,Olumide Oyedeji,208.28,108.86208,30.0,11.6
2000,Othella Harrington,205.74,106.59412,74.0,-2.3
2000,Otis Thorpe,208.28,112.490816,49.0,-0.7
2000,P.J. Brown,210.82,108.86208,80.0,5.3
2000,Pat Garrity,205.74,107.954896,76.0,-1.6
2000,Patrick Ewing,213.36,115.66596,79.0,-4.2
2000,Paul McPherson,193.04,95.25431999999999,55.0,-2.5
2000,Paul Pierce,198.12,104.32616,82.0,-1.3
2000,Peja Stojakovic,205.74,103.872568,75.0,5.7
2000,Pepe Sanchez,193.04,88.45044,29.0,-1.4
2000,Pervis Ellison,205.74,95.25431999999999,9.0,6.8
2000,Popeye Jones,203.2,113.398,45.0,-3.1
2000,Quentin Richardson,198.12,101.151016,76.0,-5.6
2000,Quincy Lewis,200.66,97.52228,35.0,6.1
2000,Raef LaFrentz,210.82,108.86208,78.0,-0.6
2000,Rafer Alston,187.96,78.471416,37.0,-5.9
2000,Raja Bell,195.58,92.532768,5.0,11.7
2000,Randy Brown,187.96,86.18248,54.0,-1.5
2000,Randy Livingston,193.04,95.25431999999999,2.0,-25.6
2000,Rashard Lewis,208.28,97.52228,78.0,1.5
2000,Rasheed Wallace,210.82,104.32616,77.0,6.3
2000,Rasho Nesterovic,213.36,113.398,73.0,0.6
2000,Ray Allen,195.58,92.98636,82.0,6.6
2000,Reggie Miller,200.66,91.625584,81.0,0.8
2000,Reggie Slater,200.66,115.66596,55.0,3.5
2000,Richard Hamilton,198.12,83.91452,78.0,-7.2
2000,Rick Brunson,193.04,86.18248,22.0,-3.0
2000,Rick Fox,200.66,109.76926399999999,82.0,6.1
2000,Ricky Davis,200.66,89.357624,7.0,21.1
2000,Robert Horry,208.28,106.59412,79.0,2.1
2000,Robert Pack,187.96,86.18248,74.0,-4.4
2000,Robert Traylor,203.2,131.088088,70.0,-3.7
2000,Rod Strickland,190.5,83.91452,54.0,-6.2
2000,Rodney Buford,195.58,85.728888,47.0,-0.3
2000,Rodney Rogers,200.66,115.66596,82.0,1.3
2000,Ron Harper,198.12,97.52228,47.0,4.2
2000,Ron Mercer,200.66,95.25431999999999,61.0,-11.0
2000,Roshown McLeod,203.2,100.243832,35.0,-2.6
2000,Ruben Garces,205.74,111.13004,13.0,11.3
2000,Ruben Patterson,195.58,101.604608,76.0,3.1
2000,Ruben Wolkowyski,208.28,122.46984,34.0,0.9
2000,Ryan Bowen,200.66,99.79024,57.0,-2.4
2000,Sam Cassell,190.5,83.91452,76.0,4.7
2000,Sam Jacobson,193.04,97.52228,14.0,2.5
2000,Sam Mitchell,200.66,97.52228,82.0,-4.7
2000,Sam Perkins,205.74,117.93392,64.0,0.1
2000,Samaki Walker,205.74,117.93392,61.0,-0.6
2000,Scot Pollard,210.82,120.20188,77.0,9.1
2000,Scott Burrell,200.66,98.883056,4.0,-10.3
2000,Scott Padgett,205.74,108.86208,27.0,-2.9
2000,Scott Williams,208.28,104.32616,66.0,12.2
2000,Scottie Pippen,200.66,103.418976,64.0,5.8
2000,Sean Colson,182.88,79.3786,13.0,-35.2
2000,Sean Elliott,203.2,99.79024,52.0,8.5
2000,Sean Rooks,208.28,117.93392,82.0,0.9
2000,Shammond Williams,185.42,91.171992,69.0,-0.1
2000,Shandon Anderson,198.12,95.25431999999999,82.0,-0.3
2000,Shaquille O'Neal,215.9,142.88148,74.0,7.9
2000,Shareef Abdur-Rahim,205.74,104.32616,81.0,-7.3
2000,Shawn Bradley,228.6,120.20188,82.0,10.4
2000,Shawn Kemp,208.28,127.00576,68.0,-1.5
2000,Shawn Marion,200.66,97.52228,79.0,4.8
2000,Shawnelle Scott,210.82,113.398,27.0,-15.5
2000,Sherman Douglas,182.88,81.64656,59.0,-6.2
2000,Slava Medvedenko,208.28,113.398,7.0,3.3
2000,Soumaila Samake,213.36,101.604608,34.0,-9.0
2000,Stacey Augmon,203.2,92.98636,66.0,2.8
2000,Stephen Jackson,203.2,98.883056,77.0,-5.1
2000,Stephon Marbury,187.96,81.64656,67.0,-5.7
2000,Steve Francis,190.5,87.543256,80.0,2.6
2000,Steve Goodrich,208.28,99.79024,12.0,-8.2
2000,Steve Kerr,190.5,81.64656,55.0,2.4
2000,Steve Nash,190.5,88.45044,70.0,6.5
2000,Steven Smith,203.2,100.243832,81.0,5.6
2000,Stromile Swift,205.74,102.0582,80.0,-5.1
2000,Tariq Abdul-Wahad,198.12,101.151016,29.0,-7.9
2000,Terrance Roberson,200.66,97.52228,3.0,-15.6
2000,Terrell Brandon,180.34,78.471416,78.0,2.6
2000,Terry Davis,208.28,122.46984,19.0,-8.5
2000,Terry Mills,208.28,104.32616,14.0,-15.9
2000,Terry Porter,190.5,92.98636,80.0,13.3
2000,Theo Ratliff,208.28,102.0582,50.0,5.8
2000,Tim Duncan,213.36,117.93392,82.0,12.3
2000,Tim Hardaway,182.88,88.45044,77.0,4.7
2000,Tim James,200.66,96.161504,30.0,0.2
2000,Tim Thomas,208.28,104.32616,76.0,7.0
2000,Todd Day,198.12,85.275296,31.0,0.1
2000,Todd Fuller,210.82,115.66596,10.0,-4.4
2000,Todd MacCulloch,213.36,115.66596,63.0,0.1
2000,Tom Gugliotta,208.28,108.86208,57.0,2.1
2000,Tom Hammonds,205.74,97.52228,7.0,22.5
2000,Toni Kukoc,210.82,106.59412,65.0,4.5
2000,Tony Battie,210.82,108.86208,40.0,-2.1
2000,Tony Delk,187.96,85.728888,82.0,2.0
2000,Tony Massenburg,205.74,113.398,52.0,-7.0
2000,Tony Smith,190.5,83.91452,6.0,-14.8
2000,Tracy McGrady,203.2,95.25431999999999,77.0,4.5
2000,Tracy Murray,200.66,103.418976,51.0,-5.0
2000,Trajan Langdon,190.5,89.357624,65.0,-2.4
2000,Travis Best,180.34,83.46092800000002,77.0,2.1
2000,Travis Knight,213.36,106.59412,45.0,-1.1
2000,Troy Hudson,185.42,77.11064,75.0,-5.1
2000,Tyrone Corbin,198.12,95.25431999999999,15.0,-19.0
2000,Tyrone Hill,205.74,113.398,76.0,3.8
2000,Tyrone Nesby,198.12,111.13004,62.0,-6.5
2000,Tyronn Lue,182.88,80.73937600000002,38.0,-5.2
2000,Tyus Edney,177.8,75.296272,24.0,-8.1
2000,Vernon Maxwell,193.04,86.18248,43.0,0.1
2000,Vin Baker,210.82,113.398,76.0,-0.8
2000,Vince Carter,198.12,102.0582,75.0,5.1
2000,Vinny Del Negro,193.04,90.7184,65.0,-2.1
2000,Vitaly Potapenko,208.28,129.27372,82.0,-2.2
2000,Vlade Divac,215.9,117.93392,81.0,5.4
2000,Vladimir Stepania,213.36,107.047712,29.0,-1.9
2000,Vonteego Cummings,190.5,86.18248,66.0,-14.9
2000,Voshon Lenard,193.04,92.98636,80.0,-2.1
2000,Wally Szczerbiak,200.66,110.676448,82.0,4.7
2000,Walt Williams,203.2,104.32616,72.0,2.4
2000,Walter McCarty,208.28,104.32616,60.0,-2.7
2000,Wang Zhi-zhi,215.9,99.79024,5.0,-38.0
2000,Wesley Person,198.12,90.7184,44.0,-1.9
2000,Will Perdue,213.36,108.86208,13.0,3.7
2000,William Avery,187.96,89.357624,55.0,-6.1
2000,Zan Tabak,213.36,116.573144,55.0,1.4
2000,Zendon Hamilton,210.82,115.212368,3.0,-23.7
2000,Zydrunas Ilgauskas,220.98,117.93392,24.0,-0.4
2001,A.J. Guyton,185.42,81.64656,45.0,-3.8
2001,Aaron McKie,195.58,94.800728,48.0,3.4
2001,Aaron Williams,205.74,108.86208,82.0,4.8
2001,Adonal Foyle,208.28,120.20188,79.0,-7.2
2001,Adrian Griffin,195.58,97.52228,58.0,6.3
2001,Al Harrington,205.74,113.398,44.0,-1.3
2001,Alan Henderson,205.74,108.86208,26.0,1.7
2001,Allan Houston,198.12,90.7184,77.0,-6.3
2001,Allen Iverson,182.88,74.84268,60.0,5.1
2001,Alonzo Mourning,208.28,118.38751200000002,75.0,1.1
2001,Alton Ford,205.74,124.7378,53.0,-8.7
2001,Alvin Jones,210.82,120.20188,23.0,-3.8
2001,Alvin Williams,195.58,83.91452,82.0,-0.9
2001,Amal McCaskill,210.82,111.13004,27.0,-10.3
2001,Andre Miller,187.96,90.7184,81.0,-1.1
2001,Andrei Kirilenko,205.74,95.25431999999999,82.0,7.6
2001,Andrew DeClercq,208.28,115.66596,61.0,-0.3
2001,Anfernee Hardaway,200.66,97.52228,80.0,-1.9
2001,Ansu Sesay,205.74,102.0582,9.0,-7.5
2001,Antawn Jamison,205.74,101.151016,82.0,-6.8
2001,Anthony Carter,187.96,88.45044,46.0,-8.8
2001,Anthony Johnson,190.5,86.18248,34.0,4.2
2001,Anthony Mason,203.2,115.66596,82.0,0.5
2001,Anthony Peeler,193.04,94.347136,82.0,-0.1
2001,Antoine Walker,205.74,111.13004,81.0,3.7
2001,Antonio Daniels,193.04,92.98636,82.0,7.0
2001,Antonio Davis,205.74,104.32616,77.0,-0.3
2001,Antonio Harvey,210.82,102.0582,5.0,-12.6
2001,Antonio McDyess,205.74,111.13004,10.0,-15.9
2001,Antonis Fotsis,208.28,99.336648,28.0,-6.1
2001,Art Long,205.74,114.758776,63.0,-0.1
2001,Austin Croshere,208.28,109.76926399999999,76.0,0.3
2001,Avery Johnson,180.34,81.64656,68.0,-7.1
2001,Baron Davis,190.5,101.151016,82.0,2.4
2001,Ben Wallace,205.74,108.86208,80.0,3.7
2001,Bimbo Coles,187.96,82.553744,47.0,-14.8
2001,Bo Outlaw,203.2,95.25431999999999,83.0,2.1
2001,Bob Sura,195.58,90.7184,78.0,-4.8
2001,Bobby Jackson,185.42,83.91452,81.0,8.6
2001,Bobby Simmons,198.12,106.59412,30.0,0.5
2001,Bonzi Wells,195.58,96.615096,74.0,4.2
2001,Brad Miller,213.36,118.38751200000002,76.0,-5.3
2001,Brandon Armstrong,195.58,85.275296,35.0,-8.9
2001,Brendan Haywood,213.36,120.655472,62.0,-1.3
2001,Brent Barry,198.12,92.079176,81.0,3.3
