Age,FG%,FT%,PTS,AST,STL,BLK,TOV
32.0,0.444,0.833,1062.0,594.0,87.0,38.0,177.0
23.0,0.4,0.909,57.0,16.0,7.0,0.0,10.0
25.0,0.545,0.5870000000000001,500.0,56.0,38.0,48.0,93.0
25.0,0.501,0.684,1230.0,609.0,167.0,25.0,138.0
25.0,0.446,0.7809999999999999,863.0,204.0,46.0,23.0,126.0
24.0,0.47200000000000003,0.742,756.0,161.0,50.0,16.0,110.0
26.0,0.4093333333333333,0.5493333333333333,339.3333333333333,232.0,48.0,4.666666666666667,104.66666666666667
25.0,0.451,0.828,1053.0,823.0,171.0,30.0,217.0
27.0,0.46299999999999997,0.818,2294.0,261.0,117.0,51.0,215.0
28.0,0.35700000000000004,0.7140000000000001,25.0,2.0,2.0,1.0,5.0
29.0,0.35700000000000004,0.81,212.0,66.0,105.0,8.0,34.0
29.0,0.47666666666666674,0.539,378.6666666666667,81.33333333333333,22.0,37.333333333333336,53.333333333333336
26.0,0.43799999999999994,0.7390000000000001,223.0,83.0,40.0,11.0,36.0
23.0,0.584,0.7390000000000001,837.0,116.0,86.0,54.0,135.0
29.0,0.45999999999999996,0.7965,866.5,183.0,27.0,10.0,102.0
24.0,0.441,0.466,139.0,6.0,9.0,2.0,28.0
27.0,0.444,0.742,248.0,102.0,30.0,4.0,31.0
24.0,0.478,0.764,618.0,392.0,92.0,10.0,138.0
26.0,0.469,0.782,1552.0,654.0,201.0,34.0,167.0
24.0,0.29,0.364,22.0,9.0,7.0,1.0,20.0
23.0,0.25,1.0,17.0,1.0,1.0,0.0,3.0
27.0,0.4683333333333333,0.767,117.33333333333333,11.333333333333334,13.333333333333334,4.0,21.333333333333332
28.0,0.461,0.7140000000000001,153.0,58.0,21.0,0.0,31.0
27.0,0.281,0.7140000000000001,28.0,29.0,5.0,0.0,17.0
26.0,0.515,0.81,402.0,62.0,22.0,20.0,89.0
27.0,0.539,0.767,610.0,170.0,52.0,17.0,113.0
29.0,0.455,0.529,129.0,101.0,14.0,0.0,45.0
31.0,0.45999999999999996,0.862,536.6666666666666,314.0,67.33333333333333,7.333333333333333,114.66666666666667
23.0,0.486,0.701,1527.0,354.0,88.0,18.0,214.0
24.0,0.45,0.701,349.0,81.0,25.0,4.0,56.0
26.0,0.43,0.556,85.0,22.0,10.0,31.0,16.0
32.0,0.44,0.747,579.0,108.0,50.0,15.0,70.0
24.0,0.43200000000000005,0.833,42.0,7.0,2.0,2.0,7.0
25.0,0.42700000000000005,0.382,123.0,27.0,17.0,46.0,34.0
33.0,0.363,0.675,138.0,139.0,17.0,5.0,54.0
24.0,0.508,0.7020000000000001,1755.0,220.0,140.0,254.0,228.0
27.0,0.47100000000000003,0.857,22.0,2.0,2.0,0.0,3.0
23.0,0.423,0.7290000000000001,310.0,120.0,40.0,21.0,63.0
28.0,0.48,0.74,1101.0,174.0,59.0,93.0,145.0
24.0,0.485,0.745,1168.0,154.0,58.0,167.0,139.0
25.0,0.46299999999999997,0.768,1671.0,813.0,153.0,20.0,343.0
31.0,0.46299999999999997,0.847,1045.0,203.0,88.0,90.0,160.0
29.0,0.469,0.725,282.0,20.0,12.0,23.0,54.0
29.0,0.586,0.812,889.0,63.0,51.0,136.0,104.0
31.0,0.518,0.7709999999999999,168.0,19.0,6.0,7.0,15.0
25.0,0.539,0.7509999999999999,1594.0,226.0,108.0,83.0,168.0
29.0,0.408,0.544,173.0,19.0,22.0,71.0,48.0
24.0,0.47700000000000004,0.769,923.0,632.0,112.0,9.0,195.0
24.0,0.431,0.563,71.0,5.0,3.0,2.0,6.0
27.0,0.447,0.769,678.0,85.0,40.0,17.0,77.0
23.0,0.45399999999999996,0.777,424.0,361.0,70.0,5.0,153.0
25.0,0.457,0.885,1758.0,298.0,75.0,13.0,182.0
28.0,0.679,0.75,47.0,10.0,0.0,4.0,10.0
27.0,0.6,0.9,21.0,3.0,2.0,1.0,8.0
24.0,0.465,0.731,378.0,60.0,33.0,13.0,81.0
27.0,0.308,1.0,12.0,0.0,1.0,1.0,6.0
24.0,0.509,0.72,1009.0,194.0,122.0,77.0,149.0
30.0,0.45,0.6990000000000001,373.0,24.0,16.0,12.0,50.0
27.0,0.125,1.0,4.0,0.0,1.0,0.0,2.0
24.0,0.39299999999999996,0.6409999999999999,404.0,106.0,50.0,30.0,82.0
30.0,0.508,0.8809999999999999,448.0,187.0,40.0,1.0,61.0
26.0,0.33299999999999996,0.5,3.0,0.0,1.0,0.0,1.0
29.0,0.46,0.8059999999999999,874.0,237.0,76.0,12.0,108.0
24.0,0.511,0.727,924.0,127.0,43.0,102.0,152.0
28.0,0.47200000000000003,0.787,1720.0,214.0,92.0,123.0,226.0
25.0,0.4,0.6,14.0,1.0,2.0,2.0,3.0
23.0,0.493,0.748,931.0,352.0,83.0,5.0,171.0
25.0,0.47100000000000003,0.7859999999999999,622.0,71.0,35.0,30.0,90.0
26.0,0.426,0.831,768.0,379.0,91.0,7.0,163.0
24.0,0.457,0.738,381.0,124.0,29.0,5.0,60.0
30.0,0.419,0.89,1218.0,258.0,96.0,8.0,153.0
33.0,0.457,0.787,753.0,290.0,71.0,6.0,89.0
26.0,0.48700000000000004,0.809,930.0,467.0,66.0,8.0,105.0
22.0,0.562,0.614,431.0,54.0,44.0,125.0,74.0
24.0,0.499,0.782,648.0,670.0,177.0,14.0,164.0
20.0,0.45399999999999996,0.6459999999999999,718.0,191.0,129.0,30.0,122.0
23.0,0.43700000000000006,0.8009999999999999,835.0,290.0,67.0,3.0,120.0
28.0,0.442,0.8,474.0,250.0,83.0,3.0,102.0
23.0,0.41100000000000003,0.868,293.0,27.0,20.0,7.0,46.0
23.0,0.486,0.6,189.0,26.0,9.0,8.0,20.0
23.0,0.48,0.654,463.0,31.0,52.0,76.0,92.0
25.0,0.486,0.833,850.0,315.0,35.0,0.0,97.0
36.0,0.47100000000000003,0.813,1005.0,191.0,76.0,94.0,158.0
33.0,0.462,0.8,175.0,35.0,10.0,2.0,15.0
39.0,0.564,0.7140000000000001,1366.0,203.0,49.0,97.0,186.0
23.0,0.512,0.598,1779.0,158.0,104.0,60.0,237.0
24.0,0.455,0.713,412.0,69.0,25.0,40.0,85.0
22.0,0.38,0.75,138.0,43.0,25.0,3.0,30.0
27.0,0.469,0.872,798.0,243.0,85.0,11.0,167.0
31.0,0.504,0.746,528.0,83.0,29.0,13.0,103.0
24.0,0.549,0.5953333333333334,262.6666666666667,40.666666666666664,21.333333333333332,7.333333333333333,35.333333333333336
22.0,0.47600000000000003,0.632,404.0,36.0,24.0,33.0,88.0
22.0,0.35700000000000004,0.737,64.0,7.0,4.0,2.0,15.0
22.0,0.491,0.757,710.0,75.0,49.0,49.0,75.0
32.0,0.44299999999999995,0.81,329.0,39.0,39.0,28.0,45.0
22.0,0.45566666666666666,0.674,234.66666666666666,19.333333333333332,14.0,14.0,52.0
22.0,0.375,1.0,8.0,11.0,1.0,0.0,4.0
29.0,0.604,0.836,2008.0,198.0,38.0,172.0,197.0
28.0,0.45399999999999996,0.754,401.0,93.0,54.0,7.0,53.0
25.0,0.446,0.833,319.0,66.0,45.0,8.0,63.0
24.0,0.536,0.7090000000000001,1304.0,62.0,65.0,61.0,173.0
28.0,0.523,0.8859999999999999,2122.0,220.0,52.0,17.0,139.0
28.0,0.46799999999999997,0.691,260.6666666666667,16.666666666666668,13.333333333333334,36.0,42.0
28.0,0.521,0.764,446.0,63.0,74.0,41.0,104.0
29.0,0.48100000000000004,0.8290000000000001,376.0,197.0,59.0,7.0,58.0
25.0,0.48100000000000004,0.737,912.0,122.0,69.0,126.0,143.0
24.0,0.406,0.737,526.0,139.0,61.0,13.0,102.0
30.0,0.525,0.91,2076.0,566.0,135.0,70.0,240.0
28.0,0.43200000000000005,0.8370000000000001,741.0,326.0,60.0,2.0,151.0
22.0,0.456,0.743,451.0,85.0,22.0,12.0,67.0
27.0,0.551,0.773,1552.0,233.0,86.0,148.0,149.0
29.0,0.546,0.574,707.0,95.0,71.0,56.0,135.0
24.0,0.373,0.799,557.0,370.0,48.0,3.0,108.0
27.0,0.532,0.7559999999999999,396.0,90.0,19.0,5.0,52.0
28.0,0.42700000000000005,0.727,458.0,110.0,47.0,18.0,70.0
27.0,0.522,0.848,1909.0,977.0,138.0,36.0,300.0
24.0,0.446,0.672,251.0,11.0,20.0,302.0,61.0
30.0,0.465,0.672,278.0,36.0,16.0,11.0,56.0
27.0,0.495,0.77,2056.0,254.0,84.0,30.0,217.0
23.0,0.49,0.6629999999999999,503.0,74.0,22.0,28.0,56.0
30.0,0.4,0.657,608.0,105.0,43.0,321.0,142.0
27.0,0.467,0.368,35.0,2.0,1.0,0.0,8.0
30.0,0.418,0.885,254.0,91.0,18.0,9.0,56.0
22.0,0.408,0.833,464.0,202.0,43.0,4.0,105.0
26.0,0.5429999999999999,0.514,507.0,41.0,22.0,81.0,106.0
30.0,0.439,0.7140000000000001,166.0,28.0,12.0,5.0,17.0
34.0,0.526,0.75,27.0,3.0,3.0,7.0,8.0
30.0,0.527,0.777,1061.0,538.0,180.0,15.0,173.0
34.0,0.451,0.802,500.0,65.0,34.0,21.0,75.0
22.0,0.37799999999999995,0.636,147.0,35.0,13.0,6.0,33.0
26.0,0.462,0.7140000000000001,393.0,33.0,11.0,40.0,63.0
24.0,0.40700000000000003,0.847,453.0,244.0,85.0,6.0,81.0
28.0,0.35100000000000003,0.7,33.0,11.0,9.0,0.0,11.0
25.0,0.521,0.73,1255.0,131.0,99.0,67.0,171.0
30.0,0.43799999999999994,0.851,859.0,373.0,78.0,43.0,102.0
23.0,0.48200000000000004,0.857,3041.0,377.0,236.0,125.0,272.0
25.0,0.426,0.705,182.0,64.0,21.0,2.0,32.0
27.0,0.3375,1.0,8.0,6.5,1.0,0.0,4.5
23.0,0.444,0.5,9.0,2.0,1.0,0.0,2.0
23.0,0.527,0.639,258.0,24.0,20.0,7.0,59.0
31.0,0.45799999999999996,0.78,817.0,185.0,79.0,12.0,107.0
31.0,0.385,0.7140000000000001,15.0,1.0,1.0,0.0,0.0
27.0,0.457,0.846,1179.0,99.0,52.0,69.0,129.0
25.0,0.409,0.8,191.0,73.0,16.0,2.0,41.0
27.0,0.45899999999999996,0.584,788.0,149.0,61.0,2.0,104.0
31.0,0.435,0.821,509.0,38.0,19.0,9.0,51.0
28.0,0.381,0.0,32.0,13.0,2.0,0.0,6.0
26.0,0.494,0.7809999999999999,859.0,126.0,61.0,23.0,105.0
24.0,0.5,0.64,76.0,5.0,4.0,13.0,19.0
28.0,0.43700000000000006,0.828,1262.0,196.0,100.0,16.0,168.0
27.0,0.43700000000000006,0.754,355.0,76.0,44.0,3.0,50.0
31.0,0.45399999999999996,0.8240000000000001,1760.0,120.0,59.0,92.0,202.0
32.0,0.45533333333333337,0.7383333333333333,625.3333333333334,76.66666666666667,30.0,47.333333333333336,89.33333333333333
22.0,0.222,0.875,11.0,6.0,1.0,0.0,5.0
22.0,0.475,0.617,373.0,583.0,125.0,45.0,155.0
23.0,0.41100000000000003,0.644,168.0,43.0,19.0,23.0,48.0
27.0,0.521,0.777,1551.0,261.0,54.0,86.0,213.0
25.0,0.44299999999999995,0.7959999999999999,210.0,207.0,42.0,4.0,77.0
31.0,0.452,0.667,44.0,17.0,3.0,0.0,9.0
23.0,0.418,0.5710000000000001,78.0,22.0,1.0,1.0,19.0
24.0,0.54,0.7609999999999999,1547.0,201.0,46.0,60.0,189.0
26.0,0.33,0.581,83.0,45.0,18.0,4.0,23.0
30.0,0.45,0.718,423.0,38.0,26.0,7.0,85.0
24.0,0.503,0.713,1356.0,104.0,89.0,147.0,229.0
30.0,0.40299999999999997,0.7190000000000001,150.0,22.0,18.0,13.0,22.0
28.0,0.47700000000000004,0.738,846.0,441.0,110.0,47.0,186.0
23.0,0.478,0.784,616.0,301.0,92.0,7.0,175.0
28.0,0.44,0.71,232.0,90.0,42.0,3.0,57.0
23.0,0.393,0.5,9.0,3.5,3.0,0.5,2.5
23.0,0.365,0.6509999999999999,66.0,21.0,14.0,2.0,10.0
30.0,0.531,0.596,804.0,136.0,66.0,7.0,156.0
29.0,0.479,0.856,621.0,86.0,45.0,7.0,68.0
26.0,0.40700000000000003,0.768,520.0,79.0,43.0,8.0,71.0
22.0,0.441,0.797,359.0,45.0,27.0,7.0,54.0
26.0,0.489,0.624,672.0,120.0,40.0,58.0,126.0
26.0,0.485,0.584,600.0,47.0,56.0,61.0,100.0
27.0,0.503,0.787,900.0,211.0,39.0,16.0,88.0
32.0,0.452,0.8170000000000001,318.0,185.0,38.0,9.0,94.0
29.0,0.47200000000000003,0.867,1600.0,692.0,78.0,16.0,289.0
26.0,0.424,0.759,144.0,33.0,7.0,3.0,19.0
27.0,0.326,0.75,80.0,35.0,8.0,0.0,25.0
28.0,0.447,0.821,384.0,38.0,32.0,50.0,73.0
32.0,0.467,0.8270000000000001,781.0,541.0,110.0,2.0,133.0
27.0,0.534,0.88,1540.0,144.0,64.0,24.0,120.0
33.0,0.556,0.735,1403.0,173.0,64.0,144.0,191.0
31.0,0.41700000000000004,0.768,1029.0,323.0,75.0,21.0,104.0
27.0,0.519,0.833,631.0,96.0,40.0,21.0,76.0
25.0,0.552,0.779,1170.0,434.0,88.0,53.0,208.0
27.0,0.495,0.884,1676.0,266.0,64.0,21.0,174.0
28.0,0.473,0.787,363.0,54.0,31.0,3.0,55.0
23.0,0.455,0.684,1874.0,394.0,209.0,84.0,345.0
24.0,0.444,0.75,12.0,1.0,4.0,0.0,3.0
28.0,0.446,0.7979999999999999,608.0,432.0,67.0,6.0,140.0
27.0,0.48,0.653,624.0,79.0,47.0,19.0,73.0
25.0,0.478,0.758,1059.0,60.0,45.0,161.0,149.0
22.0,0.467,0.6759999999999999,561.0,52.0,56.0,79.0,101.0
26.0,0.374,0.63,173.0,27.0,20.0,11.0,42.0
25.0,0.455,0.667,80.0,9.0,1.0,10.0,15.0
25.0,0.48200000000000004,0.828,1186.0,146.0,109.0,77.0,132.0
23.0,0.441,0.927,171.0,59.0,13.0,1.0,33.0
26.0,0.462,0.488,80.0,23.0,9.0,4.0,24.0
26.0,0.33799999999999997,0.7929999999999999,71.0,13.0,10.0,7.0,13.0
22.0,0.29,0.833,49.0,45.0,5.0,1.0,21.0
34.0,0.33299999999999996,0.5,20.0,6.0,2.0,2.0,3.0
25.0,0.4473333333333333,0.7976666666666666,386.6666666666667,172.66666666666666,49.333333333333336,8.666666666666666,59.333333333333336
26.0,0.47200000000000003,0.672,631.0,62.0,41.0,50.0,127.0
29.0,0.488,0.84,460.0,121.0,27.0,10.0,63.0
26.0,0.488,0.86,1541.0,848.0,146.0,18.0,280.0
23.0,0.43799999999999994,0.762,223.0,167.0,34.0,2.0,70.0
24.0,0.42200000000000004,0.526,74.0,5.0,9.0,2.0,18.0
24.0,0.414,0.7776666666666666,282.6666666666667,140.0,37.333333333333336,8.0,46.666666666666664
23.0,0.419,0.8540000000000001,613.0,100.0,37.0,16.0,74.0
29.0,0.556,0.698,1330.0,155.0,49.0,76.0,276.0
26.0,0.503,0.8370000000000001,1072.0,180.0,106.0,97.0,130.0
25.0,0.37,0.818,49.0,27.0,7.0,1.0,22.0
23.0,0.406,0.718,110.0,26.0,10.0,28.0,36.0
31.0,0.428,0.655,272.0,147.0,100.0,21.0,33.0
25.0,0.429,0.62,176.0,57.0,13.0,0.0,29.0
23.0,0.495,0.594,1025.0,56.0,43.0,14.0,145.0
25.0,0.511,0.662,1707.0,229.0,129.0,81.0,172.0
23.0,0.488,0.838,1045.0,715.0,159.0,9.0,255.0
26.0,0.45799999999999996,0.778,922.0,105.0,68.0,13.0,117.0
30.0,0.495,0.721,760.0,73.0,55.0,78.0,78.0
25.0,0.447,0.805,1116.0,102.0,38.0,88.0,123.0
23.0,0.47100000000000003,0.693,289.0,53.0,38.0,12.0,49.0
24.0,0.545,0.7190000000000001,1033.0,114.0,36.0,64.0,153.0
27.0,0.456,0.8490000000000001,1909.0,245.0,81.0,50.0,268.0
26.0,0.442,0.738,873.0,259.0,89.0,14.0,153.0
24.0,0.39299999999999996,0.615,138.0,19.0,12.0,1.0,34.0
31.0,0.546,0.7240000000000001,405.0,22.0,43.0,140.0,61.0
27.0,0.47,0.762,795.0,166.0,116.0,13.0,78.0
24.0,0.40166666666666667,0.734,269.3333333333333,64.66666666666667,36.666666666666664,3.3333333333333335,44.0
24.0,0.392,0.46399999999999997,53.0,13.0,4.0,9.0,15.0
24.0,0.509,0.7879999999999999,980.0,473.0,109.0,18.0,167.0
30.0,0.462,0.7859999999999999,1228.0,300.0,92.0,16.0,133.0
26.0,0.38799999999999996,0.73,157.0,129.0,20.0,5.0,60.0
22.0,0.6033333333333334,0.7656666666666667,667.3333333333334,70.0,25.333333333333332,26.666666666666668,102.0
32.0,0.514,0.862,1867.0,364.0,96.0,5.0,226.0
22.0,0.513,0.7090000000000001,1174.0,117.0,50.0,26.0,139.0
30.0,0.44799999999999995,0.725,549.0,68.0,13.0,101.0,78.0
27.0,0.47600000000000003,0.8059999999999999,208.0,100.0,23.0,4.0,51.0
23.0,0.397,0.581,334.0,57.0,18.0,37.0,85.0
33.0,0.317,0.7659999999999999,116.0,30.0,5.0,4.0,18.0
23.0,0.509,0.696,1890.0,207.0,115.0,52.0,234.0
24.0,0.503,0.773,937.0,93.0,87.0,45.0,120.0
24.0,0.418,0.87,133.0,16.0,16.0,11.0,29.0
31.0,0.514,0.86,1380.0,171.0,39.0,10.0,135.0
28.0,0.391,0.757,517.0,109.0,39.0,18.0,93.0
34.0,0.495,0.828,2000.0,377.0,70.0,23.0,181.0
30.0,0.43700000000000006,0.8690000000000001,819.0,405.0,124.0,9.0,130.0
29.0,0.504,0.606,461.0,58.0,27.0,140.0,90.0
33.0,0.496,0.8440000000000001,611.0,183.0,82.0,41.0,140.0
25.0,0.465,0.748,1610.0,557.0,243.0,69.0,251.0
23.0,0.4306666666666667,0.5833333333333334,16.0,4.0,1.3333333333333333,0.6666666666666666,2.6666666666666665
23.0,0.353,0.7140000000000001,35.0,23.0,7.0,1.0,12.0
30.0,0.42100000000000004,0.8059999999999999,211.0,108.0,11.0,6.0,50.0
26.0,0.544,0.78,705.0,103.0,38.0,83.0,116.0
23.0,0.475,0.679,815.0,72.0,58.0,29.0,123.0
38.0,0.5446666666666666,0.5213333333333333,176.66666666666666,14.0,10.0,20.0,44.666666666666664
23.0,0.375,0.615,46.0,23.0,6.0,1.0,18.0
26.0,0.49933333333333335,0.7626666666666667,395.3333333333333,41.333333333333336,28.666666666666668,27.333333333333332,84.66666666666667
25.0,0.467,0.784,612.0,138.0,39.0,8.0,93.0
23.0,0.491,0.706,860.0,172.0,50.0,225.0,223.0
31.0,0.501,0.762,1188.0,192.0,49.0,10.0,211.0
25.0,0.465,0.7170000000000001,191.0,51.0,21.0,1.0,21.0
30.0,0.544,0.7979999999999999,914.0,85.0,43.0,43.0,135.0
30.0,0.38,0.7909999999999999,350.0,166.0,64.0,17.0,95.0
30.0,0.493,0.8740000000000001,1110.0,199.0,66.0,78.0,136.0
25.0,0.314,0.615,40.0,6.0,5.0,0.0,9.0
24.0,0.51,0.632,63.0,4.0,5.0,9.0,9.0
22.0,0.40399999999999997,0.81,105.0,87.0,16.0,1.0,42.0
24.0,0.231,0.8,14.0,1.0,1.0,0.0,6.0
25.0,0.49200000000000005,0.7759999999999999,1002.0,78.0,22.0,81.0,73.0
27.0,0.517,0.743,777.0,175.0,65.0,5.0,91.0
25.0,0.44933333333333336,0.62,109.33333333333333,10.0,7.333333333333333,2.0,23.333333333333332
22.0,0.51,0.716,1480.0,333.0,48.0,56.0,267.0
32.0,0.501,0.843,537.0,303.0,51.0,18.0,91.0
23.0,0.496,0.8059999999999999,297.0,49.0,20.0,41.0,59.0
25.0,0.457,0.79,777.0,141.0,34.0,66.0,91.0
22.0,0.0,1.0,6.0,1.0,1.0,0.0,1.0
24.0,0.52,0.736,378.0,49.0,30.0,26.0,54.0
27.0,0.56,0.6679999999999999,1279.0,109.0,68.0,44.0,189.0
26.0,0.527,0.858,1754.0,335.0,155.0,27.0,161.0
37.0,0.48700000000000004,0.736,334.0,81.0,29.0,99.0,82.0
31.0,0.49,0.74,258.0,47.0,13.0,3.0,30.0
25.0,0.466,0.6920000000000001,139.0,49.5,48.0,22.5,42.0
32.0,0.46799999999999997,0.769,270.0,60.0,22.0,12.0,54.0
24.0,0.5870000000000001,0.7509999999999999,2264.0,254.0,100.0,103.0,304.0
29.0,0.42500000000000004,0.7,98.0,18.5,1.0,3.5,15.5
28.0,0.4035,0.6415000000000001,124.0,33.5,28.0,59.5,34.5
24.0,0.483,0.727,1014.0,248.0,68.0,28.0,241.0
22.0,0.474,0.563,170.0,23.0,13.0,19.0,31.0
28.0,0.409,0.8859999999999999,103.0,15.0,9.0,6.0,29.0
26.0,0.311,0.677,67.0,23.0,16.0,2.0,17.0
24.0,0.508,0.885,1213.0,290.0,113.0,32.0,156.0
22.0,0.44366666666666665,0.5903333333333333,60.0,4.0,3.3333333333333335,5.333333333333333,11.333333333333334
24.0,0.581,0.667,48.0,5.0,5.0,5.0,9.0
28.0,0.33299999999999996,0.5,17.0,0.0,1.0,5.0,2.0
23.0,0.45899999999999996,0.67,1341.0,309.0,73.0,8.0,210.0
29.0,0.455,0.33299999999999996,134.0,16.0,9.0,13.0,22.0
31.0,0.467,0.688,120.0,17.0,13.0,24.0,29.0
27.0,0.557,0.772,819.0,71.0,52.0,84.0,94.0
27.0,0.46399999999999997,0.7170000000000001,1178.0,131.0,79.0,39.0,161.0
28.0,0.47,0.735,149.0,103.0,36.0,2.0,52.0
25.0,0.506,0.8109999999999999,2185.0,467.0,203.0,52.0,236.0
24.0,0.398,0.792,91.5,33.5,6.0,2.5,19.5
26.0,0.466,0.674,563.0,206.0,82.0,30.0,107.0
27.0,0.4669999999999999,0.832,419.3333333333333,102.0,30.666666666666668,1.3333333333333333,51.333333333333336
27.0,0.503,0.767,1938.0,197.0,74.0,11.0,172.0
23.0,0.43,0.7070000000000001,418.0,65.0,36.0,70.0,116.0
28.0,0.491,0.878,1270.0,503.0,115.0,17.0,153.0
28.0,0.54,0.836,1129.0,106.0,62.0,92.0,155.0
29.0,0.43799999999999994,0.429,121.0,36.0,27.0,33.0,25.0
25.0,0.408,0.8109999999999999,243.0,218.0,52.0,2.0,37.0
28.0,0.418,0.743,562.0,382.0,122.0,8.0,148.0
29.0,0.429,0.6409999999999999,589.0,91.0,52.0,5.0,67.0
26.0,0.392,0.7809999999999999,310.0,100.0,62.0,10.0,69.0
27.0,0.516,0.6779999999999999,283.0,71.0,29.0,4.0,44.0
31.0,0.28833333333333333,0.4666666666666666,6.666666666666667,1.3333333333333333,0.0,1.3333333333333333,4.666666666666667
31.0,0.48100000000000004,0.752,804.0,154.0,36.0,95.0,109.0
25.0,0.45,0.701,458.0,53.0,15.0,9.0,87.0
30.0,0.46,0.748,385.0,97.0,33.0,22.0,74.0
23.0,0.405,0.6809999999999999,126.0,34.0,12.0,5.0,40.0
23.0,0.42933333333333334,0.9116666666666667,148.0,21.333333333333332,8.666666666666666,4.0,24.666666666666668
24.0,0.4,0.75,545.0,119.0,47.0,22.0,104.0
23.0,0.45799999999999996,0.782,787.0,149.0,94.0,22.0,108.0
22.0,0.40399999999999997,0.74,587.0,118.0,57.0,25.0,119.0
33.0,0.43799999999999994,0.856,971.0,598.0,93.0,29.0,195.0
26.0,0.561,0.535,953.0,110.0,75.0,45.0,156.0
26.0,0.45899999999999996,0.759,1393.0,634.0,168.0,35.0,190.0
26.0,0.478,0.77,443.0,89.0,21.0,17.0,48.0
21.0,0.491,0.772,694.0,107.0,70.0,63.0,108.0
25.0,0.456,0.7559999999999999,698.0,159.0,42.0,32.0,108.0
27.0,0.49666666666666665,0.7326666666666668,174.0,152.0,39.333333333333336,2.0,62.0
26.0,0.45299999999999996,0.758,1134.0,747.0,140.0,41.0,210.0
28.0,0.46399999999999997,0.826,2397.0,224.0,103.0,47.0,218.0
23.0,0.429,0.8,54.0,34.0,12.0,0.0,9.0
30.0,0.42800000000000005,0.763,423.0,150.5,114.0,43.0,88.0
30.0,0.429,0.524,299.0,63.0,32.0,36.0,58.0
27.0,0.45899999999999996,0.6509999999999999,142.0,49.0,29.0,5.0,27.0
24.0,0.522,0.747,491.0,66.0,39.0,32.0,77.0
27.0,0.385,1.0,17.0,8.0,0.0,0.0,6.0
28.0,0.48,0.85,1294.0,180.0,33.0,9.0,139.0
28.0,0.267,0.5,17.0,9.0,8.0,0.0,10.0
25.0,0.444,0.75,11.0,2.0,2.0,0.0,4.0
22.0,0.532,0.789,178.0,9.0,7.0,3.0,21.0
27.0,0.473,0.785,1546.0,639.0,223.0,21.0,182.0
28.0,0.528,0.768,1119.0,266.0,74.0,36.0,207.0
29.0,0.434,0.812,554.0,188.0,70.0,4.0,99.0
28.0,0.47,0.75,132.0,92.0,10.0,1.0,47.0
27.0,0.488,0.7759999999999999,450.0,81.0,16.0,15.0,68.0
32.0,0.4053333333333333,0.874,396.6666666666667,154.0,46.0,3.3333333333333335,88.66666666666667
24.0,0.446,0.7859999999999999,1412.0,326.0,90.0,22.0,212.0
27.0,0.31,0.0,18.0,1.0,2.0,15.0,6.0
23.0,0.501,0.604,957.0,79.0,54.0,122.0,143.0
25.0,0.47100000000000003,0.6920000000000001,34.0,5.0,2.0,4.0,11.0
26.0,0.432,0.4023333333333334,149.33333333333334,31.333333333333332,12.666666666666666,38.666666666666664,48.666666666666664
25.0,0.514,0.695,1805.0,163.0,162.0,214.0,243.0
24.0,0.45299999999999996,0.792,775.0,185.0,84.0,55.0,135.0
29.0,0.425,0.737,748.0,98.0,37.0,146.0,119.0
22.0,0.501,0.626,622.0,89.0,51.0,53.0,86.0
25.0,0.47700000000000004,0.7559999999999999,843.0,103.0,61.0,145.0,104.0
26.0,0.46299999999999997,0.774,1577.0,678.0,141.0,17.0,273.0
32.0,0.486,0.922,1352.0,279.0,93.0,80.0,157.0
30.0,0.452,0.787,288.0,42.0,17.0,28.0,70.0
30.0,0.5579999999999999,0.778,571.0,66.0,40.0,104.0,113.0
32.0,0.4713333333333333,0.6756666666666667,542.6666666666666,52.0,10.666666666666666,24.666666666666668,86.66666666666667
26.0,0.531,0.7959999999999999,1478.0,289.0,72.0,55.0,155.0
23.0,0.4,0.556,42.0,3.0,4.0,1.0,11.0
30.0,0.47600000000000003,0.6779999999999999,297.0,33.0,12.0,110.0,62.0
25.0,0.48100000000000004,0.7053333333333333,455.3333333333333,263.3333333333333,54.0,3.3333333333333335,84.66666666666667
25.0,0.348,0.8,20.0,1.0,0.0,0.0,5.0
28.0,0.466,0.805,1124.0,143.0,46.0,26.0,137.0
31.0,0.237,0.821,51.0,14.0,9.0,8.0,14.0
24.0,0.506,0.8220000000000001,781.0,540.0,107.0,10.0,156.0
26.0,0.47600000000000003,0.882,1641.0,237.0,51.0,13.0,172.0
25.0,0.499,0.735,1516.0,243.0,127.0,65.0,161.0
31.0,0.483,0.72,407.0,39.0,32.0,21.0,49.0
25.0,0.449,0.773,498.0,104.0,74.0,32.0,104.0
31.0,0.5406666666666667,0.7413333333333334,142.0,62.0,14.0,0.0,14.666666666666666
23.0,0.377,0.9,61.0,16.0,3.0,1.0,22.0
30.0,0.45133333333333336,0.8413333333333334,231.33333333333334,50.666666666666664,20.0,3.3333333333333335,26.0
25.0,0.51,0.745,613.0,106.0,36.0,40.0,119.0
22.0,0.326,0.75,34.0,8.0,3.0,4.0,4.0
29.0,0.42166666666666663,0.7696666666666667,650.6666666666666,75.33333333333333,33.333333333333336,70.66666666666667,109.33333333333333
24.0,0.47200000000000003,0.815,1161.0,387.0,87.0,15.0,172.0
26.0,0.47200000000000003,0.8140000000000001,801.0,93.0,28.0,59.0,107.0
