Year,Name,Age,FG%,FT%,PTS,AST,STL,BLK,TOV,Salary,player_height,player_weight,gp,net_rating,Salary Cap
2011,Donte Greene,22.0,0.40399999999999997,0.662,400.0,48.0,36.0,20.0,60.0,1679914.0,210.82,102.511792,53.0,-5.8,58044000
2011,Dorell Wright,25.0,0.423,0.789,1344.0,242.0,124.0,63.0,133.0,3823000.0,205.74,92.98635999999999,61.0,-4.9,58044000
2011,Drew Gooden,29.0,0.431,0.794,396.0,47.0,21.0,18.0,46.0,6226200.0,208.28,113.398,56.0,-5.8,58044000
2011,Dwight Howard,25.0,0.593,0.596,1784.0,107.0,107.0,186.0,279.0,18091770.0,210.82,120.20188,54.0,3.6,58044000
2011,Dwyane Wade,29.0,0.5,0.758,1941.0,346.0,111.0,87.0,237.0,15691000.0,193.04,99.79024,49.0,11.2,58044000
2011,Earl Barron,29.0,0.3225,0.68125,39.5,5.5,4.0,3.0,8.0,1027424.0,213.36,113.398,2.0,-7.5,58044000
2011,Earl Boykins,34.0,0.44299999999999995,0.841,408.0,141.0,38.0,3.0,52.0,220487.0,165.1,60.327736,8.0,-8.6,58044000
2011,Earl Clark,23.0,0.41933333333333334,0.5563333333333332,108.66666666666667,6.0,5.333333333333333,12.0,18.666666666666668,1160000.0,208.28,102.0582,45.0,-13.8,58044000
2011,Earl Watson,31.0,0.41,0.6709999999999999,343.0,278.0,61.0,17.0,116.0,2000000.0,185.42,90.264808,50.0,-0.8,58044000
2011,Ed Davis,21.0,0.5760000000000001,0.555,501.0,40.0,39.0,67.0,48.0,2207040.0,208.28,105.23334399999999,66.0,-7.7,58044000
2011,Eduardo Najera,34.0,0.361,0.545,69.0,20.0,11.0,6.0,13.0,2750000.0,203.2,106.59411999999999,22.0,-11.7,58044000
2011,Ekpe Udoh,23.0,0.43700000000000006,0.6559999999999999,236.0,40.0,22.0,86.0,48.0,3294960.0,208.28,111.13004,61.0,8.4,58044000
2011,Elton Brand,31.0,0.512,0.78,1217.0,120.0,92.0,106.0,101.0,18160355.0,205.74,115.212368,60.0,7.3,58044000
2011,Emeka Okafor,28.0,0.573,0.562,745.0,42.0,40.0,127.0,119.0,12642500.0,208.28,115.66596000000001,27.0,-8.5,58044000
2011,Eric Bledsoe,21.0,0.424,0.7440000000000001,543.0,289.0,92.0,26.0,194.0,1596360.0,185.42,88.45044,40.0,4.3,58044000
2011,Eric Gordon,22.0,0.45,0.825,1247.0,244.0,71.0,18.0,151.0,3831184.0,190.5,97.52228000000001,9.0,5.2,58044000
2011,Eric Maynor,23.0,0.402,0.7290000000000001,348.0,238.0,35.0,6.0,77.0,1516680.0,190.5,79.3786,9.0,4.5,58044000
2011,Erick Dampier,35.0,0.584,0.545,128.0,22.0,14.0,47.0,32.0,530547.0,210.82,120.20188,15.0,2.3,58044000
2011,Ersan Ilyasova,23.0,0.436,0.894,571.0,56.0,51.0,24.0,63.0,2541000.0,208.28,106.59411999999999,60.0,-0.1,58044000
2011,Evan Turner,22.0,0.425,0.8079999999999999,565.0,159.0,49.0,14.0,80.0,5293080.0,200.66,92.98635999999999,65.0,2.8,58044000
2011,Francisco Elson,34.0,0.478,0.8390000000000001,134.0,33.0,21.0,14.0,32.0,854389.0,213.36,108.86208,5.0,-42.5,58044000
2011,Francisco Garcia,29.0,0.436,0.855,560.0,71.0,51.0,49.0,45.0,6100000.0,200.66,88.45044,49.0,-7.2,58044000
2011,Gary Forbes,25.0,0.45399999999999996,0.6779999999999999,326.0,49.0,23.0,6.0,46.0,1500000.0,200.66,99.79024,48.0,-3.7,58044000
2011,Gary Neal,26.0,0.451,0.8079999999999999,783.0,96.0,27.0,4.0,78.0,854389.0,193.04,95.25432,56.0,5.6,58044000
2011,George Hill,24.0,0.45299999999999996,0.863,884.0,193.0,66.0,21.0,99.0,1540493.0,187.96,81.64656,50.0,3.0,58044000
2011,Gerald Henderson,23.0,0.45399999999999996,0.785,653.0,101.0,50.0,32.0,64.0,2250600.0,195.58,97.52228000000001,55.0,-14.1,58044000
2011,Gerald Wallace,28.0,0.46166666666666667,0.7506666666666667,742.0,115.33333333333333,70.0,42.0,101.33333333333333,9500000.0,200.66,99.79024,58.0,2.7,58044000
2011,Gilbert Arenas,29.0,0.36800000000000005,0.7880000000000001,503.3333333333333,182.66666666666666,49.333333333333336,14.0,118.0,261829.0,193.04,97.52228000000001,17.0,5.6,58044000
2011,Glen Davis,25.0,0.44799999999999995,0.736,915.0,92.0,78.0,30.0,85.0,6300000.0,205.74,131.088088,61.0,-1.5,58044000
2011,Goran Dragic,24.0,0.4426666666666667,0.633,348.6666666666667,136.0,33.333333333333336,6.666666666666667,78.0,2108000.0,190.5,86.18248,66.0,2.3,58044000
2011,Gordon Hayward,20.0,0.485,0.711,388.0,81.0,30.0,19.0,70.0,2709720.0,203.2,95.25432,66.0,0.8,58044000
2011,Grant Hill,38.0,0.484,0.8290000000000001,1056.0,200.0,64.0,35.0,134.0,6500000.0,203.2,102.0582,49.0,3.3,58044000
2011,Greg Monroe,20.0,0.551,0.622,751.0,105.0,93.0,45.0,81.0,3007920.0,210.82,113.398,66.0,-6.7,58044000
2011,Greivis Vasquez,24.0,0.408,0.773,249.0,151.0,22.0,4.0,70.0,1113600.0,198.12,95.707912,66.0,-0.4,58044000
2011,Hamed Haddadi,25.0,0.517,0.652,75.0,5.0,2.0,13.0,11.0,1300000.0,218.44,120.20188,35.0,6.4,58044000
2011,Hasheem Thabeet,23.0,0.4305,0.5429999999999999,53.0,4.0,9.0,15.5,17.0,5127720.0,220.98,119.294696,20.0,-32.2,58044000
2011,Hedo Turkoglu,31.0,0.4446666666666667,0.6893333333333334,584.6666666666666,228.66666666666666,48.0,22.666666666666668,88.0,11015850.0,208.28,99.79024,53.0,3.8,58044000
2011,Henry Walker,23.0,0.441,0.705,298.0,34.0,21.0,6.0,37.0,885120.0,198.12,106.59411999999999,32.0,-1.0,58044000
2011,Ian Mahinmi,24.0,0.561,0.768,173.0,8.0,14.0,15.0,25.0,915852.0,210.82,104.32616,61.0,1.9,58044000
2011,Ike Diogu,27.0,0.561,0.6609999999999999,207.0,2.0,3.0,3.0,22.0,792377.0,205.74,113.398,2.0,31.3,58044000
2011,Ish Smith,22.0,0.36800000000000005,0.5753333333333334,67.33333333333333,52.666666666666664,12.0,1.3333333333333333,22.666666666666668,522472.0,182.88,79.3786,26.0,-7.7,58044000
2011,J.J. Barea,26.0,0.439,0.847,769.0,317.0,30.0,1.0,136.0,4300000.0,182.88,79.3786,41.0,-3.5,58044000
2011,JaVale McGee,23.0,0.55,0.583,798.0,38.0,41.0,193.0,102.0,2462400.0,213.36,114.30518400000001,61.0,-9.5,58044000
2011,Jamal Crawford,30.0,0.42100000000000004,0.8540000000000001,1077.0,241.0,57.0,14.0,145.0,5000000.0,195.58,90.7184,60.0,-2.8,58044000
2011,Jamario Moon,30.0,0.41100000000000003,0.8746666666666666,170.0,34.666666666666664,18.666666666666668,22.0,14.666666666666666,96017.0,203.2,92.98635999999999,8.0,-34.8,58044000
2011,Jameer Nelson,28.0,0.446,0.802,997.0,456.0,75.0,3.0,194.0,8600000.0,182.88,86.18248,57.0,4.0,58044000
2011,James Anderson,21.0,0.38299999999999995,0.778,94.0,18.0,3.0,6.0,13.0,1402540.0,198.12,97.52228000000001,51.0,8.5,58044000
2011,James Harden,21.0,0.436,0.843,998.0,176.0,92.0,24.0,106.0,4604760.0,195.58,99.79024,62.0,9.8,58044000
2011,James Johnson,23.0,0.445,0.6103333333333334,180.66666666666666,59.333333333333336,22.0,24.666666666666668,42.666666666666664,2812006.0,205.74,112.490816,62.0,-3.8,58044000
2011,James Jones,30.0,0.42200000000000004,0.833,475.0,43.0,29.0,19.0,21.0,1500000.0,203.2,97.52228000000001,51.0,2.1,58044000
2011,Jared Dudley,25.0,0.47700000000000004,0.743,867.0,108.0,87.0,20.0,77.0,4250000.0,200.66,102.0582,65.0,2.0,58044000
2011,Jarrett Jack,27.0,0.4043333333333334,0.855,490.0,161.33333333333334,36.0,4.0,73.33333333333333,5000000.0,190.5,89.357624,45.0,-9.0,58044000
2011,Jason Kidd,37.0,0.361,0.87,630.0,655.0,134.0,29.0,179.0,10121000.0,193.04,95.25432,48.0,2.3,58044000
2011,Jason Maxiell,27.0,0.49200000000000005,0.515,237.0,17.0,24.0,21.0,44.0,5000000.0,200.66,117.93392,65.0,-3.7,58044000
2011,Jason Richardson,30.0,0.45,0.7316666666666666,832.6666666666666,98.0,62.0,8.666666666666666,63.333333333333336,5395000.0,198.12,102.0582,54.0,2.6,58044000
2011,Jason Smith,24.0,0.44299999999999995,0.843,331.0,36.0,26.0,32.0,53.0,2500000.0,213.36,108.86208,40.0,-0.4,58044000
2011,Jason Terry,33.0,0.451,0.85,1293.0,334.0,93.0,13.0,167.0,11158000.0,187.96,81.64656,63.0,0.5,58044000
2011,Jason Thompson,24.0,0.507,0.605,663.0,88.0,28.0,44.0,99.0,3001284.0,210.82,113.398,64.0,-3.7,58044000
2011,Jeff Teague,22.0,0.43799999999999994,0.794,361.0,138.0,45.0,25.0,64.0,1579920.0,187.96,82.10015200000002,66.0,5.4,58044000
2011,Jermaine O'Neal,32.0,0.45899999999999996,0.674,129.0,12.0,2.0,30.0,27.0,6226200.0,210.82,115.66596000000001,25.0,2.0,58044000
2011,Jerryd Bayless,22.0,0.3993333333333334,0.7936666666666667,434.0,177.33333333333334,25.333333333333332,3.3333333333333335,84.66666666666667,3042280.0,190.5,94.34713599999999,31.0,-2.3,58044000
2011,Joakim Noah,25.0,0.525,0.7390000000000001,561.0,107.0,48.0,72.0,90.0,12000000.0,210.82,105.23334399999999,64.0,7.5,58044000
2011,Joe Johnson,29.0,0.44299999999999995,0.802,1312.0,338.0,47.0,7.0,146.0,18038573.0,200.66,108.86208,60.0,5.9,58044000
2011,Joel Anthony,28.0,0.535,0.644,153.0,24.0,10.0,93.0,36.0,3700000.0,205.74,111.13004,64.0,10.9,58044000
2011,Joel Przybilla,31.0,0.5286666666666666,0.4446666666666667,42.666666666666664,8.666666666666666,3.3333333333333335,10.0,19.333333333333332,420304.0,215.9,111.13004,27.0,-4.0,58044000
2011,Johan Petro,25.0,0.445,0.536,273.0,44.0,34.0,34.0,46.0,3250000.0,213.36,112.037224,59.0,-8.7,58044000
2011,John Salmons,31.0,0.415,0.813,1024.0,252.0,72.0,28.0,137.0,8083000.0,198.12,93.89354399999999,46.0,-8.1,58044000
2011,John Wall,20.0,0.409,0.7659999999999999,1131.0,574.0,121.0,35.0,261.0,5530080.0,193.04,88.45044,66.0,-6.8,58044000
2011,Jon Brockman,23.0,0.511,0.6779999999999999,136.0,18.0,14.0,3.0,24.0,1000000.0,200.66,115.66596000000001,35.0,-0.3,58044000
2011,Jonny Flynn,21.0,0.365,0.762,279.0,182.0,34.0,3.0,113.0,3414720.0,182.88,83.91452,29.0,-12.4,58044000
2011,Jordan Crawford,22.0,0.375,0.807,326.6666666666667,78.0,26.0,2.0,55.333333333333336,1120440.0,193.04,88.45044,64.0,-9.1,58044000
2011,Jordan Farmar,24.0,0.392,0.82,701.0,368.0,62.0,6.0,139.0,4000000.0,187.96,81.64656,39.0,-10.3,58044000
2011,Jordan Hill,23.0,0.491,0.706,406.0,29.0,14.0,52.0,62.0,2855760.0,208.28,106.59411999999999,39.0,-2.4,58044000
2011,Jose Calderon,29.0,0.44,0.8540000000000001,669.0,605.0,81.0,7.0,148.0,10561982.0,190.5,95.707912,53.0,-3.5,58044000
2011,Josh Childress,27.0,0.565,0.49200000000000005,272.0,42.0,33.0,23.0,44.0,6500000.0,203.2,95.25432,34.0,-4.7,58044000
2011,Josh Howard,30.0,0.358,0.617,152.0,24.0,13.0,5.0,20.0,2150000.0,200.66,95.25432,43.0,-0.5,58044000
2011,Josh McRoberts,23.0,0.547,0.7390000000000001,533.0,150.0,47.0,57.0,93.0,3000000.0,208.28,108.86208,50.0,-6.1,58044000
2011,Josh Smith,25.0,0.47700000000000004,0.725,1274.0,255.0,99.0,120.0,197.0,12400000.0,205.74,102.0582,66.0,6.1,58044000
2011,Jrue Holiday,20.0,0.446,0.823,1145.0,531.0,120.0,29.0,218.0,2674852.0,193.04,81.64656,65.0,5.0,58044000
2011,Keith Bogans,30.0,0.40399999999999997,0.6559999999999999,359.0,101.0,38.0,9.0,41.0,1728000.0,195.58,97.52228000000001,5.0,-19.7,58044000
2011,Kendrick Perkins,26.0,0.5166666666666666,0.5539999999999999,116.0,17.333333333333332,6.0,17.333333333333332,37.333333333333336,7123626.0,208.28,122.46983999999999,65.0,4.1,58044000
2011,Kenyon Martin,33.0,0.511,0.583,414.0,109.0,43.0,35.0,59.0,2500000.0,205.74,108.86208,42.0,1.4,58044000
2011,Kevin Durant,22.0,0.462,0.88,2161.0,214.0,88.0,76.0,218.0,15506632.0,205.74,106.59411999999999,66.0,7.7,58044000
2011,Kevin Garnett,34.0,0.528,0.862,1056.0,171.0,95.0,57.0,115.0,21247044.0,210.82,114.758776,60.0,7.7,58044000
2011,Kevin Love,22.0,0.47,0.85,1476.0,184.0,45.0,28.0,155.0,4609701.0,208.28,117.93392,55.0,0.3,58044000
2011,Kevin Martin,27.0,0.436,0.888,1876.0,198.0,80.0,15.0,184.0,11519840.0,200.66,83.91452,40.0,0.4,58044000
2011,Kevin Seraphin,21.0,0.449,0.71,154.0,10.0,17.0,28.0,42.0,1680360.0,205.74,124.7378,57.0,-2.1,58044000
2011,Keyon Dooling,30.0,0.397,0.83,571.0,243.0,54.0,4.0,91.0,2246400.0,190.5,88.45044,46.0,-9.5,58044000
2011,Kirk Hinrich,30.0,0.44333333333333336,0.7946666666666666,491.3333333333333,192.0,50.0,11.333333333333334,80.66666666666667,8000000.0,193.04,86.18248,48.0,1.5,58044000
2011,Kobe Bryant,32.0,0.451,0.828,2078.0,388.0,99.0,12.0,243.0,25244493.0,198.12,92.98635999999999,58.0,3.1,58044000
2011,Kosta Koufos,21.0,0.4626666666666666,0.5633333333333334,106.66666666666667,4.666666666666667,6.666666666666667,16.666666666666668,20.666666666666668,2203792.0,213.36,120.20188,48.0,5.4,58044000
2011,Kris Humphries,25.0,0.527,0.665,741.0,84.0,33.0,80.0,103.0,8000000.0,205.74,106.59411999999999,62.0,-5.1,58044000
2011,Kurt Thomas,38.0,0.511,0.625,211.0,60.0,32.0,42.0,42.0,1352181.0,205.74,104.32616,53.0,-1.5,58044000
2011,Kwame Brown,28.0,0.517,0.589,524.0,43.0,26.0,39.0,69.0,6750000.0,210.82,122.46983999999999,9.0,-6.1,58044000
2011,Kyle Lowry,24.0,0.426,0.765,1011.0,500.0,102.0,23.0,158.0,5750000.0,182.88,92.98635999999999,47.0,1.8,58044000
2011,Kyrylo Fesenko,24.0,0.44,0.391,106.0,18.0,4.0,16.0,25.0,435000.0,215.9,127.00576000000001,3.0,19.5,58044000
2011,LaMarcus Aldridge,25.0,0.5,0.7909999999999999,1769.0,170.0,82.0,94.0,153.0,14000000.0,210.82,108.86208,55.0,4.1,58044000
2011,Lamar Odom,31.0,0.53,0.675,1180.0,249.0,47.0,61.0,139.0,8900000.0,208.28,104.32616,50.0,-4.0,58044000
2011,Lance Stephenson,20.0,0.33299999999999996,0.7859999999999999,37.0,21.0,4.0,0.0,16.0,810000.0,195.58,99.79024,42.0,-4.2,58044000
2011,Larry Owens,28.0,0.47700000000000004,0.44799999999999995,26.666666666666668,5.333333333333333,6.0,3.3333333333333335,3.3333333333333335,22287.0,200.66,95.25432,7.0,-21.9,58044000
2011,Larry Sanders,22.0,0.433,0.56,260.0,16.0,22.0,72.0,38.0,1861920.0,210.82,106.59411999999999,52.0,8.9,58044000
2011,Lazar Hayward,24.0,0.35700000000000004,0.7859999999999999,160.0,28.0,12.0,7.0,19.0,1097520.0,198.12,102.0582,26.0,-17.1,58044000
2011,LeBron James,26.0,0.51,0.759,2111.0,554.0,124.0,50.0,284.0,17545000.0,203.2,113.398,62.0,10.7,58044000
2011,Leandro Barbosa,28.0,0.45,0.7959999999999999,769.0,119.0,50.0,6.0,84.0,7600000.0,190.5,87.996848,64.0,-2.2,58044000
2011,Lester Hudson,26.0,0.25,0.5,18.0,17.0,4.0,1.0,7.0,48232.0,190.5,86.18248,16.0,-0.9,58044000
2011,Linas Kleiza,26.0,0.43799999999999994,0.631,436.0,40.0,19.0,7.0,65.0,4600000.0,203.2,106.140528,49.0,-0.2,58044000
2011,Lou Amundson,28.0,0.45399999999999996,0.391,200.0,17.0,14.0,33.0,24.0,2763450.0,205.74,102.0582,60.0,-3.3,58044000
2011,Lou Williams,24.0,0.406,0.823,1027.0,252.0,47.0,17.0,102.0,5176000.0,185.42,79.3786,64.0,6.4,58044000
2011,Luis Scola,30.0,0.504,0.738,1352.0,185.0,48.0,44.0,147.0,8591793.0,205.74,111.13004,66.0,1.8,58044000
2011,Luke Babbitt,21.0,0.273,0.33299999999999996,36.0,6.0,2.0,2.0,8.0,1892280.0,205.74,102.0582,40.0,-13.3,58044000
2011,Luke Ridnour,29.0,0.46799999999999997,0.883,840.0,384.0,89.0,10.0,158.0,3680000.0,187.96,79.3786,53.0,-2.2,58044000
2011,Luke Walton,30.0,0.32799999999999996,0.7,91.0,62.0,9.0,4.0,31.0,5971363.0,203.2,106.59411999999999,30.0,-8.0,58044000
2011,Luol Deng,25.0,0.46,0.753,1430.0,230.0,78.0,48.0,156.0,12325000.0,205.74,99.79024,54.0,8.8,58044000
2011,Manny Harris,21.0,0.374,0.763,321.0,85.0,31.0,7.0,63.0,252016.0,195.58,83.91452,26.0,-7.4,58044000
2011,Manu Ginobili,33.0,0.433,0.871,1393.0,393.0,123.0,28.0,174.0,14107492.0,198.12,92.98635999999999,34.0,16.1,58044000
2011,Marc Gasol,26.0,0.527,0.748,951.0,200.0,74.0,136.0,146.0,12922194.0,215.9,120.20188,65.0,5.3,58044000
2011,Marcin Gortat,26.0,0.5556666666666666,0.7076666666666666,544.6666666666666,46.666666666666664,24.0,60.666666666666664,54.0,7258960.0,210.82,108.86208,66.0,1.9,58044000
2011,Marco Belinelli,24.0,0.43700000000000006,0.784,836.0,92.0,38.0,6.0,77.0,3377604.0,195.58,88.45044,66.0,-6.4,58044000
2011,Marcus Camby,36.0,0.39799999999999996,0.614,277.0,121.0,40.0,92.0,62.0,11227250.0,210.82,106.59411999999999,59.0,2.9,58044000
2011,Marcus Thornton,23.0,0.43133333333333335,0.7836666666666666,622.0,90.0,42.666666666666664,6.0,62.0,7525000.0,193.04,92.98635999999999,51.0,-5.8,58044000
2011,Mario Chalmers,24.0,0.39899999999999997,0.871,447.0,177.0,76.0,7.0,91.0,4000000.0,187.96,86.18248,64.0,10.5,58044000
2011,Marreese Speights,23.0,0.495,0.753,344.0,30.0,8.0,19.0,40.0,2721255.0,208.28,115.66596000000001,60.0,-2.8,58044000
2011,Martell Webster,24.0,0.447,0.77,453.0,53.0,28.0,9.0,58.0,5256000.0,200.66,104.32616,47.0,-2.9,58044000
2011,Marvin Williams,24.0,0.45799999999999996,0.845,676.0,88.0,34.0,23.0,62.0,7500000.0,205.74,111.13004,57.0,3.0,58044000
2011,Matt Barnes,30.0,0.47,0.779,356.0,71.0,39.0,22.0,58.0,1906200.0,200.66,102.511792,63.0,2.8,58044000
2011,Matt Bonner,30.0,0.46399999999999997,0.7440000000000001,481.0,60.0,26.0,21.0,27.0,3630000.0,208.28,106.59411999999999,65.0,13.4,58044000
2011,Matt Carroll,30.0,0.447,0.769,235.0,23.0,17.0,6.0,23.0,3900000.0,198.12,96.16150400000001,53.0,-13.9,58044000
2011,Mehmet Okur,31.0,0.355,0.75,64.0,19.0,4.0,4.0,7.0,10890000.0,210.82,117.93392,17.0,-17.3,58044000
2011,Michael Beasley,22.0,0.45,0.753,1401.0,158.0,54.0,52.0,195.0,6262347.0,208.28,106.59411999999999,47.0,-3.3,58044000
2011,Michael Redd,31.0,0.4,1.0,44.0,12.0,2.0,1.0,4.0,826828.0,198.12,97.52228000000001,51.0,-8.5,58044000
2011,Mike Conley,23.0,0.444,0.733,1107.0,528.0,144.0,18.0,176.0,6611571.0,185.42,83.91452,62.0,5.8,58044000
2011,Mike Dunleavy,30.0,0.462,0.8,682.0,105.0,40.0,30.0,69.0,3750000.0,205.74,104.32616,55.0,4.7,58044000
2011,Mike Miller,30.0,0.401,0.6759999999999999,228.0,51.0,20.0,2.0,41.0,5400000.0,203.2,95.25432,39.0,11.8,58044000
2011,Mo Williams,28.0,0.40199999999999997,0.8553333333333333,541.3333333333334,253.33333333333334,35.333333333333336,6.666666666666667,114.0,8500000.0,185.42,88.45044,52.0,-1.9,58044000
2011,Monta Ellis,25.0,0.451,0.789,1929.0,450.0,168.0,23.0,252.0,11000000.0,190.5,83.91452,58.0,-0.8,58044000
2011,Nate Robinson,26.0,0.35666666666666663,0.7976666666666666,267.3333333333333,74.0,19.333333333333332,2.6666666666666665,45.333333333333336,785487.0,175.26,81.64656,51.0,1.4,58044000
2011,Nazr Mohammed,33.0,0.5323333333333333,0.6046666666666667,356.6666666666667,15.333333333333334,20.0,37.333333333333336,46.666666666666664,3750000.0,208.28,113.398,63.0,6.1,58044000
2011,Nick Collison,30.0,0.5660000000000001,0.753,329.0,69.0,42.0,31.0,55.0,3272997.0,208.28,115.66596000000001,63.0,11.3,58044000
2011,Nick Young,25.0,0.441,0.816,1115.0,75.0,45.0,17.0,90.0,3695857.0,200.66,95.25432,62.0,-7.1,58044000
2011,Nicolas Batum,22.0,0.455,0.841,990.0,123.0,68.0,49.0,83.0,2155365.0,203.2,90.7184,59.0,-1.8,58044000
2011,Nikola Pekovic,25.0,0.517,0.763,359.0,27.0,18.0,35.0,91.0,4503600.0,210.82,131.54168,47.0,-1.4,58044000
2011,O.J. Mayo,23.0,0.40700000000000003,0.7559999999999999,803.0,145.0,73.0,26.0,99.0,5632637.0,193.04,95.25432,66.0,0.2,58044000
2011,Omer Asik,24.0,0.5529999999999999,0.503,229.0,32.0,20.0,56.0,64.0,1857500.0,213.36,115.66596000000001,66.0,9.1,58044000
2011,Omri Casspi,22.0,0.41200000000000003,0.6729999999999999,610.0,74.0,54.0,13.0,68.0,1341960.0,205.74,102.0582,65.0,-11.4,58044000
2011,Patrick Patterson,21.0,0.5579999999999999,0.7140000000000001,328.0,41.0,17.0,37.0,31.0,1959960.0,205.74,106.59411999999999,64.0,-1.6,58044000
2011,Patty Mills,22.0,0.41200000000000003,0.7659999999999999,353.0,109.0,27.0,1.0,62.0,213517.0,182.88,83.91452,16.0,9.5,58044000
2011,Pau Gasol,30.0,0.529,0.823,1541.0,273.0,48.0,130.0,142.0,18714150.0,213.36,113.398,65.0,3.5,58044000
2011,Paul George,20.0,0.45299999999999996,0.762,476.0,65.0,62.0,26.0,70.0,2406240.0,203.2,97.52228000000001,66.0,6.1,58044000
2011,Paul Millsap,25.0,0.531,0.757,1315.0,187.0,103.0,69.0,145.0,8603633.0,203.2,114.758776,64.0,4.2,58044000
2011,Paul Pierce,33.0,0.49700000000000005,0.86,1511.0,260.0,80.0,51.0,171.0,15333334.0,200.66,106.59411999999999,61.0,4.4,58044000
2011,Quentin Richardson,30.0,0.341,0.75,249.0,38.0,25.0,5.0,33.0,2446200.0,198.12,103.418976,48.0,-3.5,58044000
2011,Quincy Pondexter,22.0,0.406,0.706,188.0,28.0,17.0,10.0,16.0,1153800.0,198.12,102.0582,64.0,2.2,58044000
2011,Raja Bell,34.0,0.409,0.892,541.0,118.0,56.0,14.0,63.0,3480000.0,195.58,95.25432,34.0,-1.7,58044000
2011,Rajon Rondo,24.0,0.475,0.568,721.0,760.0,153.0,11.0,234.0,10045454.0,185.42,84.368112,53.0,5.2,58044000
2011,Ramon Sessions,24.0,0.466,0.823,1075.0,419.0,60.0,8.0,178.0,4257973.0,190.5,86.18248,64.0,-1.5,58044000
2011,Randy Foye,27.0,0.38799999999999996,0.893,616.0,170.0,47.0,21.0,95.0,4250000.0,193.04,96.615096,65.0,1.2,58044000
2011,Rashard Lewis,31.0,0.4326666666666667,0.8003333333333332,445.3333333333333,61.333333333333336,34.666666666666664,20.0,58.0,21136631.0,208.28,104.32616,28.0,-12.4,58044000
2011,Ray Allen,35.0,0.491,0.8809999999999999,1321.0,219.0,77.0,16.0,117.0,10000000.0,195.58,92.98635999999999,46.0,3.1,58044000
2011,Raymond Felton,26.0,0.4263333333333333,0.763,776.0,416.6666666666667,83.33333333333333,7.333333333333333,147.33333333333334,7560000.0,185.42,92.98635999999999,60.0,4.1,58044000
2011,Renaldo Balkman,26.0,0.509,0.75,14.5,2.0,3.5,2.0,0.5,1675000.0,203.2,102.0582,14.0,0.6,58044000
2011,Richard Jefferson,30.0,0.474,0.759,891.0,107.0,38.0,34.0,93.0,9282000.0,200.66,104.32616,63.0,-1.4,58044000
2011,Robin Lopez,22.0,0.501,0.74,432.0,8.0,18.0,45.0,48.0,2862602.0,213.36,115.66596000000001,64.0,-3.5,58044000
2011,Rodney Stuckey,24.0,0.439,0.866,1082.0,361.0,76.0,10.0,155.0,8500000.0,195.58,92.98635999999999,55.0,-2.6,58044000
2011,Rodrigue Beaubois,22.0,0.42200000000000004,0.767,236.0,64.0,20.0,8.0,47.0,1236720.0,187.96,83.91452,53.0,2.3,58044000
2011,Ronnie Brewer,25.0,0.48,0.654,503.0,140.0,106.0,22.0,55.0,4710000.0,200.66,102.965384,66.0,8.3,58044000
2011,Ronny Turiaf,28.0,0.632,0.622,267.0,92.0,35.0,73.0,41.0,319128.0,208.28,111.13004,17.0,0.5,58044000
2011,Roy Hibbert,24.0,0.461,0.745,1025.0,166.0,33.0,142.0,185.0,2588590.0,218.44,117.93392,65.0,5.4,58044000
2011,Royal Ivey,29.0,0.42100000000000004,1.0,41.0,7.0,6.0,1.0,5.0,1200000.0,193.04,97.52228000000001,34.0,1.9,58044000
2011,Rudy Fernandez,25.0,0.37,0.863,668.0,193.0,87.0,14.0,88.0,2180443.0,198.12,83.91452,31.0,5.4,58044000
2011,Rudy Gay,24.0,0.47100000000000003,0.805,1069.0,153.0,91.0,58.0,135.0,15032144.0,203.2,104.32616,65.0,2.0,58044000
2011,Russell Westbrook,22.0,0.442,0.8420000000000001,1793.0,670.0,155.0,30.0,316.0,5082416.0,190.5,84.821704,66.0,7.9,58044000
2011,Ryan Anderson,22.0,0.43,0.812,681.0,52.0,30.0,38.0,49.0,2244601.0,208.28,108.86208,61.0,6.0,58044000
2011,Ryan Gomes,28.0,0.41,0.718,547.0,118.0,62.0,12.0,55.0,4000000.0,200.66,111.13004,32.0,-8.6,58044000
2011,Ryan Hollins,26.0,0.598,0.6809999999999999,373.0,26.0,22.0,42.0,67.0,248048.0,213.36,108.86208,39.0,-2.2,58044000
2011,Sam Young,25.0,0.47200000000000003,0.767,572.0,71.0,68.0,23.0,61.0,1184750.0,198.12,99.79024,35.0,-8.9,58044000
2011,Samardo Samuels,22.0,0.456,0.618,288.0,17.0,15.0,18.0,53.0,762195.0,205.74,117.93392,54.0,-5.9,58044000
2011,Samuel Dalembert,29.0,0.473,0.73,644.0,67.0,36.0,116.0,132.0,7000000.0,210.82,113.398,65.0,2.7,58044000
2011,Sebastian Telfair,25.0,0.402,0.733,266.0,111.0,25.0,3.0,64.0,1567500.0,182.88,77.11064,60.0,-7.2,58044000
2011,Semih Erden,24.0,0.48100000000000004,0.7043333333333334,108.66666666666667,13.333333333333334,10.0,16.0,22.666666666666668,762195.0,213.36,108.86208,28.0,-11.2,58044000
2011,Serge Ibaka,21.0,0.5429999999999999,0.75,808.0,22.0,31.0,198.0,71.0,1288200.0,208.28,106.59411999999999,66.0,6.9,58044000
2011,Shane Battier,32.0,0.444,0.7383333333333333,416.0,123.33333333333333,46.0,54.0,52.666666666666664,3135000.0,203.2,102.0582,65.0,4.7,58044000
