,Year,Name,Salary%,Physical Cluster,Reg Performance Cluster,Adv Performance Cluster,PER Cluster
463,2011,Matt Bonner,6.253876369650611,1,1,1,3
464,2011,Matt Carroll,6.7190407277237965,0,1,0,3
465,2011,Mehmet Okur,18.76162910895183,1,1,0,3
466,2011,Michael Beasley,10.78896526772793,1,3,3,1
467,2011,Michael Redd,1.4244848735442075,0,1,0,0
468,2011,Mike Conley,11.390619185445525,0,0,1,1
469,2011,Mike Dunleavy,6.460616084349804,1,2,1,3
470,2011,Mike Miller,9.303287161463718,0,1,3,0
471,2011,Mo Williams,14.644063124526221,0,0,3,3
472,2011,Monta Ellis,18.951140514092764,0,3,2,1
473,2011,Nate Robinson,1.3532613189993796,0,1,3,0
474,2011,Nazr Mohammed,6.460616084349804,1,2,0,1
475,2011,Nick Young,6.367336847908484,0,0,1,3
476,2011,Nicolas Batum,3.7133295431052296,0,2,2,3
477,2011,O.J. Mayo,9.704081386534352,0,2,1,3
478,2011,Omri Casspi,2.3119702294810835,1,2,1,3
479,2011,Patrick Patterson,3.3766797601819314,1,1,0,1
480,2011,Patty Mills,0.3678536971952312,0,1,3,3
481,2011,Pau Gasol,32.241316931982624,1,3,0,2
482,2011,Paul George,4.1455447591482315,1,2,3,3
483,2011,Paul Millsap,14.822605264971399,1,0,0,1
484,2011,Paul Pierce,26.41674247122873,1,0,1,1
485,2011,Quentin Richardson,4.214389084143064,1,1,3,0
486,2011,Quincy Pondexter,1.987802356832748,1,1,0,0
487,2011,Raja Bell,5.995451726276617,0,2,1,0
488,2011,Rajon Rondo,17.306619116532286,0,0,0,1
489,2011,Ramon Sessions,7.335767693473914,0,0,0,1
490,2011,Randy Foye,7.322031562263111,0,2,1,3
491,2011,Rashard Lewis,36.41484218868445,1,2,3,3
492,2011,Ray Allen,17.22830955826614,0,0,2,1
493,2011,Raymond Felton,13.024602026049207,0,0,1,1
494,2011,Renaldo Balkman,2.8857418510095787,1,1,0,0
495,2011,Richard Jefferson,15.991316931982631,1,2,1,3
496,2011,Rodney Stuckey,14.644063124526221,0,0,3,1
497,2011,Rodrigue Beaubois,2.1306594996898904,0,2,3,3
498,2011,Ronnie Brewer,8.114533801943354,1,1,0,3
499,2011,Roy Hibbert,4.459702983943215,1,0,0,1
500,2011,Royal Ivey,2.067397146991937,0,1,0,0
501,2011,Rudy Fernandez,3.7565346978154506,0,2,2,3
502,2011,Rudy Gay,25.89784301564331,1,3,3,1
503,2011,Russell Westbrook,8.756143615188478,0,3,3,2
504,2011,Ryan Anderson,3.8670680862793754,1,2,2,1
505,2011,Ryan Gomes,6.891323823306457,1,2,1,0
506,2011,Sam Young,2.041123974915581,0,2,0,3
507,2011,Samardo Samuels,1.3131331403762665,1,2,0,3
508,2011,Samuel Dalembert,12.059816690786299,1,2,0,3
509,2011,Sebastian Telfair,2.7005375232582183,0,2,3,0
510,2011,Serge Ibaka,2.2193508372958446,1,2,0,1
511,2011,Shane Battier,5.4010750465164366,1,1,3,3
512,2011,Shannon Brown,6.0299083453931495,0,2,1,3
513,2011,Shaun Livingston,6.0299083453931495,0,1,0,3
514,2011,Shawn Marion,13.821323478740268,1,0,0,1
515,2011,Shawne Williams,5.4010750465164366,1,1,1,3
516,2011,Solomon Jones,1.365131624285025,1,1,0,0
517,2011,Spencer Hawes,6.979229549996553,1,2,0,3
518,2011,Stephen Curry,5.370270829026255,0,0,2,1
519,2011,Stephen Jackson,1.8257701054372544,1,3,2,3
520,2011,Steve Nash,20.138277858176558,0,0,1,2
521,2011,Taj Gibson,2.0599545172627662,1,2,0,3
522,2011,Tayshaun Prince,10.840284956240094,1,0,3,1
523,2011,Terrence Williams,0.4392150782165254,0,1,0,0
524,2011,Thabo Sefolosha,5.685342154227826,0,1,3,0
525,2011,Thaddeus Young,13.850062021914413,1,0,0,1
526,2011,Tiago Splitter,6.794845289780168,1,1,0,1
527,2011,Tim Duncan,36.463060781476116,1,0,0,2
528,2011,Toney Douglas,1.9737440562332025,0,2,2,1
529,2011,Tony Allen,5.426917510853835,0,2,0,1
530,2011,Tony Parker,21.53538694783268,0,0,0,2
531,2011,Travis Outlaw,5.168492867479843,0,2,1,0
532,2011,Trevor Ariza,11.69912480187444,0,2,1,3
533,2011,Trevor Booker,2.230928261319,1,1,0,1
534,2011,Trey Johnson,1.4719678175177453,0,1,0,0
535,2011,Ty Lawson,2.850320446557784,0,2,3,1
536,2011,Tyler Hansbrough,3.683481496795534,1,2,0,1
537,2011,Tyreke Evans,9.04800668458411,0,3,3,3
538,2011,Tyrus Thomas,12.58663255461374,1,2,0,1
539,2011,Vince Carter,5.168492867479843,0,0,1,3
540,2011,Von Wafer,1.8425832127351665,0,1,0,0
541,2011,Wayne Ellington,1.988215836262146,0,1,3,0
542,2011,Wesley Johnson,6.901798635517883,0,2,1,0
543,2011,Wesley Matthews,11.207566673557992,0,0,2,1
544,2011,Wilson Chandler,9.504279512094273,1,0,1,3
545,2011,Xavier Henry,3.7413686169113087,0,1,0,0
546,2011,Yi Jianlian,1.3295189855971332,1,1,0,0
547,2011,Zach Randolph,26.187030528564534,1,3,0,2
548,2012,Al Harrington,12.315829370822135,1,0,1,1
549,2012,Al Horford,20.673971469919373,1,0,0,1
550,2012,Al Jefferson,23.25821790365929,1,3,0,2
551,2012,Al-Farouq Aminu,5.078561091585693,1,1,0,0
552,2012,Alec Burks,3.637171800702915,0,2,0,3
553,2012,Alonzo Gee,6.0299083453931495,0,2,3,3
554,2012,Amar'e Stoudemire,34.36840844876301,1,3,0,1
555,2012,Amir Johnson,10.423127282751015,1,2,0,3
556,2012,Anderson Varejao,14.416962993591067,1,0,0,1
557,2012,Andre Iguodala,25.78776445455172,0,0,1,1
558,2012,Andre Miller,8.61415477913307,0,2,3,3
559,2012,Andrea Bargnani,17.22830955826614,1,3,3,1
560,2012,Andrew Bogut,22.39680242574598,1,0,0,3
561,2012,Anthony Randolph,2.885123354696437,1,2,0,1
562,2012,Arron Afflalo,13.35193990765626,0,0,1,3
563,2012,Austin Daye,5.096266625318724,0,1,0,0
564,2012,Avery Bradley,2.8095927227620425,0,2,0,3
565,2012,Ben Gordon,22.741368616911306,0,0,3,3
566,2012,Beno Udrih,12.7007098063538,0,1,0,3
567,2012,Blake Griffin,23.6049376335194,1,3,0,2
568,2012,Boris Diaw,7.752739301219765,1,1,0,3
569,2012,Brandan Wright,1.7102198332299634,1,1,0,2
570,2012,Brandon Jennings,5.477728964234028,0,3,2,1
571,2012,Brandon Knight,4.614843911515401,0,0,1,3
572,2012,C.J. Watson,1.7102198332299634,0,2,3,3
573,2012,Carlos Boozer,26.359313624147195,1,0,0,1
574,2012,Carlos Delfino,5.168492867479843,1,2,1,3
575,2012,Carmelo Anthony,33.499591689063465,1,3,1,2
576,2012,Chandler Parsons,1.53030459651299,1,2,3,3
577,2012,Charles Jenkins,1.3131331403762665,0,1,0,3
578,2012,Charlie Villanueva,13.886017503962512,1,2,0,1
579,2012,Chase Budinger,1.5249121356212532,1,2,1,3
580,2012,Chris Bosh,32.85007925022397,1,3,0,1
581,2012,Chris Duhon,6.0299083453931495,0,1,3,0
582,2012,Chris Paul,32.1625508235132,0,3,1,2
583,2012,Chris Singleton,2.788712011577424,1,1,3,0
584,2012,Chuck Hayes,9.451881331403762,1,1,0,0
585,2012,Corey Brewer,5.5871407897457095,0,2,3,3
586,2012,Corey Maggette,18.82044311212184,1,0,0,3
587,2012,Cory Higgins,1.3131331403762665,0,1,0,0
588,2012,Cory Joseph,1.8515608848459788,0,1,0,0
589,2012,DaJuan Summers,0.12558059403211358,1,1,0,0
590,2012,Daequan Cook,0.8831800013782648,0,1,1,0
591,2012,Dahntay Jones,4.996209771897182,1,1,3,0
592,2012,Damien Wilkins,1.4719678175177453,1,1,0,0
593,2012,Damion James,0.1187064985183654,1,1,0,0
594,2012,Daniel Gibson,8.256377920198469,0,2,3,0
595,2012,Daniel Orton,1.5782837158018057,1,1,0,3
596,2012,Danilo Gallinari,16.261801392047413,1,0,3,1
597,2012,Danny Granger,22.49777065674316,1,3,2,1
598,2012,Danny Green,6.0299083453931495,0,2,1,1
599,2012,Dante Cunningham,3.6007166976776235,1,1,0,3
600,2012,Darren Collison,3.2733788160705672,0,2,3,3
601,2012,David Lee,21.955757701054374,1,3,0,1
602,2012,David West,17.22830955826614,1,0,0,1
603,2012,DeAndre Jordan,18.92796843773689,1,2,0,1
604,2012,DeAndre Liggins,1.5234873544207843,0,1,0,0
605,2012,DeJuan Blair,1.8158638274412515,1,2,0,1
606,2012,DeMar DeRozan,5.761577424023155,0,0,3,3
607,2012,DeMarcus Cousins,6.6859623733719244,1,3,0,2
608,2012,DeMarre Carroll,1.5249121356212532,0,1,0,0
609,2012,DeShawn Stevenson,3.8599166149817377,0,1,3,0
610,2012,Derek Fisher,0.4502498104885949,0,1,0,0
611,2012,Deron Williams,29.594436978843635,0,3,2,2
612,2012,Derrick Williams,8.286541244573081,1,2,3,3
613,2012,Devin Harris,14.644063124526221,0,2,1,1
614,2012,Dirk Nowitzki,36.01944731582937,1,3,1,2
615,2012,Dominic McGuire,0.1187064985183654,1,1,0,3
616,2012,Dominique Jones,2.199297084970022,0,1,0,3
617,2012,Donald Sloan,0.1058972503617945,0,1,0,0
618,2012,Dorell Wright,7.073943904624077,0,2,1,3
619,2012,Drew Gooden,11.521259733994901,1,0,0,1
620,2012,Dwyane Wade,32.170422438150375,0,3,0,2
621,2012,E'Twaun Moore,1.5234873544207843,0,1,0,0
622,2012,Earl Watson,3.962511198401213,0,1,0,0
623,2012,Ed Davis,3.8023568327475705,1,2,0,3
624,2012,Ekpe Udoh,6.0727723795741175,1,1,0,3
625,2012,Elton Brand,3.618806422713804,1,0,0,1
626,2012,Enes Kanter,7.441389290882777,1,1,0,3
627,2012,Eric Bledsoe,4.524968989042795,0,1,0,3
628,2012,Eric Maynor,3.4732272069464547,0,1,0,0
629,2012,Ersan Ilyasova,13.610364551030251,1,0,3,2
630,2012,Evan Turner,9.119082075666736,1,2,0,3
631,2012,Francisco Garcia,10.509268830542348,0,1,3,0
632,2012,George Hill,13.782647646612912,0,2,3,1
633,2012,Gerald Wallace,16.681198745779064,1,0,3,1
634,2012,Glen Davis,11.026118117290332,1,2,0,3
635,2012,Goran Dragic,12.921232168699607,0,2,1,1
636,2012,Gordon Hayward,4.668389497622493,0,2,3,1
637,2012,Grant Hill,3.402591137757563,1,2,0,3
638,2012,Greg Monroe,5.5435187099441805,1,0,0,2
639,2012,Greivis Vasquez,2.0523051478188963,0,2,3,3
640,2012,Gustavo Ayon,2.5842464337399216,1,1,0,1
641,2012,Hamed Haddadi,2.2396802425745985,1,1,0,1
642,2012,Ian Mahinmi,6.891323823306457,1,1,0,3
643,2012,Iman Shumpert,2.8141409964854245,0,2,3,0
644,2012,Ish Smith,1.5693973537316517,0,1,0,3
645,2012,Ivan Johnson,1.657699331541589,1,1,0,3
646,2012,J.J. Barea,7.741540900006892,0,2,3,3
647,2012,Jamaal Tinsley,2.329579284680587,0,1,0,0
648,2012,Jamal Crawford,9.00179174419406,0,0,1,1
649,2012,Jameer Nelson,14.816346220108885,0,0,1,3
650,2012,James Anderson,0.917815794914203,0,1,0,0
651,2012,James Harden,10.027594583419477,0,0,1,2
652,2012,James Johnson,4.844610984770174,1,2,0,3
653,2012,Jan Vesely,5.755840396940253,1,1,0,3
654,2012,Jared Dudley,7.322031562263111,1,2,1,1
655,2012,Jared Jeffries,2.5413582799255745,1,1,0,0
656,2012,Jarrett Jack,9.303287161463718,0,0,3,1
657,2012,Jason Kidd,5.323547653504238,0,1,1,3
658,2012,Jason Maxiell,8.61415477913307,1,2,0,3
659,2012,Jason Richardson,9.991773482185927,1,2,1,3
660,2012,Jason Smith,4.307077389566535,1,2,0,1
661,2012,Jason Thompson,9.044862518089724,1,2,0,1
662,2012,Jeff Teague,4.1917803735097525,0,0,3,1
663,2012,Jeremy Evans,3.0922610433464266,0,1,0,1
664,2012,Jeremy Lin,14.428099372889534,0,0,3,1
665,2012,Jeremy Pargo,0.4557353042519468,0,1,0,0
666,2012,Jimmer Fredette,4.029770518916684,0,2,1,0
667,2012,Jimmy Butler,1.9173041141203224,1,1,0,3
668,2012,Joakim Noah,19.12342360967542,1,2,0,1
669,2012,Jodie Meeks,2.670387981531252,0,2,1,3
670,2012,Joe Johnson,34.030468265453784,1,3,2,1
671,2012,Johan Petro,6.0299083453931495,1,1,0,0
672,2012,John Salmons,13.925642615946527,0,2,3,0
673,2012,John Wall,12.852189718144855,0,0,0,1
674,2012,Jon Leuer,1.3131331403762665,1,1,0,1
675,2012,Jonas Jerebko,7.752739301219765,1,2,3,3
676,2012,Jordan Crawford,2.065123010130246,0,0,1,3
677,2012,Jordan Hamilton,1.9321893735786644,1,1,0,3
678,2012,Jordan Hill,6.139480394183723,1,1,0,1
679,2012,Jose Calderon,19.031408931155678,0,2,3,1
680,2012,Josh Harrellson,0.1058972503617945,1,1,0,3
681,2012,Josh Howard,1.3334298118668595,0,2,0,0
682,2012,Josh McRoberts,4.568947694852182,1,1,0,0
683,2012,Josh Smith,22.741368616911306,1,3,3,2
684,2012,Jrue Holiday,4.608317827854732,0,0,3,3
685,2012,Kawhi Leonard,3.11804837709324,1,2,3,1
686,2012,Kemba Walker,4.424850113706842,0,0,1,3
687,2012,Kenyon Martin,0.2943939080697402,1,1,0,0
688,2012,Kevin Durant,30.722600096478534,1,3,2,2
689,2012,Kevin Garnett,19.926719385293914,1,0,0,2
690,2012,Kevin Love,23.548945627455034,1,3,1,2
691,2012,Kevin Martin,21.43145717042244,0,0,1,1
692,2012,Kevin Seraphin,4.756932671766247,1,2,0,1
693,2012,Keyon Dooling,0.12987905726690094,0,1,3,0
694,2012,Kirk Hinrich,6.992970849700228,0,1,3,0
695,2012,Klay Thompson,3.828406036799669,0,0,1,3
696,2012,Kobe Bryant,52.46675797670733,0,3,1,2
697,2012,Kyle Lowry,9.906277996003032,0,0,1,1
698,2012,Kyrie Irving,9.26152573909448,0,3,3,2
699,2012,LaMarcus Aldridge,23.25821790365929,1,3,0,2
700,2012,Lance Stephenson,1.4988629315691544,1,1,0,0
701,2012,Landry Fields,10.76769347391634,0,2,3,3
702,2012,Larry Sanders,3.4314657845772163,1,1,0,3
703,2012,Lazar Hayward,0.9351319688512164,1,1,0,0
704,2012,LeBron James,32.85007925022397,1,3,3,2
705,2012,Linas Kleiza,7.925022396802426,1,2,3,3
706,2012,Lou Williams,8.61415477913307,0,0,1,2
707,2012,Luis Scola,7.767390255668112,1,0,0,1
708,2012,Luke Babbitt,3.2600785610915866,1,1,3,3
709,2012,Luke Ridnour,6.891323823306457,0,0,3,3
710,2012,Luol Deng,24.59341189442492,1,0,1,3
711,2012,Manu Ginobili,24.304823926676317,0,2,3,2
712,2012,MarShon Brooks,1.9985528219971056,0,0,3,3
713,2012,Marc Gasol,23.932463303700644,1,0,0,1
714,2012,Marcin Gortat,13.312797188339882,1,0,0,2
715,2012,Marco Belinelli,3.3715801805526833,0,2,1,3
716,2012,Marcus Camby,7.908376404107227,1,2,0,1
717,2012,Marcus Morris,3.423816415133347,1,1,0,0
718,2012,Marcus Thornton,12.964302942595275,0,3,1,1
719,2012,Mario Chalmers,6.891323823306457,0,2,1,3
720,2012,Markieff Morris,3.6038867066363456,1,2,3,3
721,2012,Marreese Speights,7.23589001447178,1,2,0,3
722,2012,Martell Webster,8.872579422507064,1,1,3,0
723,2012,Marvin Williams,14.277961546413064,1,2,3,1
724,2012,Matt Barnes,5.599200606436495,1,2,3,1
725,2012,Matt Bonner,6.253876369650611,1,1,1,3
726,2012,Matt Carroll,6.0299083453931495,0,1,0,0
727,2012,Michael Beasley,10.336985734959686,1,0,3,3
728,2012,Mickael Pietrus,1.2035507545999586,0,1,3,0
729,2012,Mike Conley,12.931200468610019,0,0,3,1
730,2012,Mike Dunleavy,5.483770932396114,1,2,1,1
731,2012,Mike James,0.8658621046102957,0,1,0,3
732,2012,Mike Miller,10.681551926125008,0,1,3,3
733,2012,Mo Williams,14.644063124526221,0,0,1,3
734,2012,Monta Ellis,18.951140514092764,0,3,3,1
735,2012,Nazr Mohammed,1.5234873544207843,1,1,0,3
736,2012,Nick Collison,4.4546688718902905,1,1,0,3
737,2012,Nick Young,9.647853352629038,0,0,1,3
738,2012,Nicolas Batum,18.692715870718764,0,0,1,1
739,2012,Nikola Vucevic,3.0899317758941494,1,1,0,3
740,2012,Nolan Smith,2.352904692991524,0,1,0,0
741,2012,Norris Cole,1.945420715319413,0,2,3,0
742,2012,O.J. Mayo,6.9257804424229885,0,0,1,3
743,2012,Omri Casspi,3.923413272689684,1,1,3,3
744,2012,Patrick Patterson,3.612363034939012,1,2,0,3
745,2012,Patty Mills,1.869478326786576,0,2,0,2
746,2012,Pau Gasol,33.2262593894287,1,3,0,2
747,2012,Paul George,4.434773620012403,1,2,1,1
748,2012,Paul Millsap,14.822605264971399,1,0,0,2
749,2012,Paul Pierce,28.926926125008613,1,3,1,1
750,2012,Quentin Richardson,4.526566053338847,1,1,3,0
751,2012,Quincy Pondexter,2.1265247053959064,1,1,0,0
752,2012,Rajon Rondo,18.951140514092764,0,0,0,1
753,2012,Randy Foye,4.307077389566535,0,2,2,3
754,2012,Rashard Lewis,2.4111139824960373,1,2,0,0
755,2012,Ray Allen,5.5631072979119285,0,0,1,3
756,2012,Raymond Felton,5.996232168699608,0,0,1,3
757,2012,Reggie Jackson,2.1713872234856315,0,1,0,0
758,2012,Richard Hamilton,8.61415477913307,0,0,0,3
759,2012,Richard Jefferson,17.51085383502171,1,2,3,3
760,2012,Ricky Rubio,6.445317345462064,0,2,3,3
761,2012,Rodney Stuckey,14.644063124526221,0,0,3,1
762,2012,Rodrigue Beaubois,3.83731824133416,0,2,3,1
763,2012,Ronnie Price,1.9749448694094136,0,1,0,0
764,2012,Rudy Gay,28.358724415960307,1,3,3,1
765,2012,Russell Westbrook,25.315116118806426,0,3,1,2
766,2012,Ryan Anderson,14.988629315691545,1,0,2,2
767,2012,Sam Young,0.6926900282544277,1,1,0,0
768,2012,Samuel Dalembert,11.540495141616704,1,2,0,1
769,2012,Sasha Pavlovic,2.123756116049893,1,1,0,0
770,2012,Sebastian Telfair,2.7005375232582183,0,1,3,3
771,2012,Serge Ibaka,21.27696230445868,1,2,0,1
772,2012,Shane Battier,5.633657225553027,1,1,3,0
773,2012,Shaun Livingston,1.3334298118668595,0,1,0,3
774,2012,Shawn Marion,14.896223554544829,1,0,0,3
775,2012,Shelvin Mack,0.1776600509957963,0,1,0,3
776,2012,Spencer Hawes,11.19840121287299,1,2,0,1
777,2012,Stephen Curry,6.820243263730964,0,0,3,2
778,2012,Stephen Jackson,17.331248707876785,1,2,3,0
779,2012,Steve Nash,16.023189304665426,0,0,3,2
780,2012,Steve Novak,6.984451450623665,1,1,1,1
781,2012,Tayshaun Prince,11.653306112604229,1,0,3,3
782,2012,Terrel Harris,0.16221142581489906,0,1,0,0
783,2012,Terrence Williams,0.4215939632003308,0,2,0,3
784,2012,Thabo Sefolosha,6.7190407277237965,0,1,0,0
785,2012,Thaddeus Young,14.280769760871062,1,0,0,1
786,2012,Tim Duncan,16.605599200606438,1,0,0,2
787,2012,Tobias Harris,2.6632210047550133,1,1,0,3
788,2012,Toney Douglas,3.5626076769347392,0,2,3,0
789,2012,Tony Allen,5.685342154227826,0,2,0,1
790,2012,Tony Parker,21.53538694783268,0,3,0,2
791,2012,Trevor Ariza,13.312797188339882,0,2,3,3
792,2012,Trevor Booker,4.050065467576322,1,2,0,1
793,2012,Tristan Thompson,6.709117221418233,1,2,0,3
794,2012,Troy Murphy,1.4459926951967472,1,1,0,0
795,2012,Ty Lawson,4.3837933291985385,0,0,1,1
796,2012,Tyler Hansbrough,5.263694783267867,1,2,0,3
797,2012,Tyler Honeycutt,1.3952777203500792,0,1,0,0
798,2012,Tyreke Evans,9.046283853628283,0,0,3,1
799,2012,Tyrus Thomas,13.782647646612912,1,1,0,0
800,2012,Tyson Chandler,23.43771621528496,1,2,0,1
801,2012,Vince Carter,5.323547653504238,0,2,1,3
802,2012,Wayne Ellington,3.5887292398869817,0,1,3,0
803,2012,Wesley Johnson,7.3832954310523045,0,1,3,0
804,2012,Wesley Matthews,11.207566673557992,0,0,2,3
805,2012,Will Bynum,5.599200606436495,0,1,0,0
806,2012,Willie Green,2.4111139824960373,0,1,3,3
807,2012,Wilson Chandler,10.217100820067532,1,2,0,0
808,2012,Xavier Henry,4.00248087657639,0,1,0,0
809,2012,Zach Randolph,28.42671077113913,1,0,0,1
810,2013,Al Horford,20.673971469919373,1,3,0,1
811,2013,Al Jefferson,23.25821790365929,1,3,0,2
812,2013,Al-Farouq Aminu,6.4599303976293845,1,2,0,3
813,2013,Alan Anderson,1.6330835228447385,0,2,1,3
814,2013,Alec Burks,3.793673764730205,0,1,3,3
815,2013,Alexey Shved,5.426917510853835,0,2,1,3
816,2013,Anderson Varejao,15.568127627317207,1,0,0,2
817,2013,Andray Blatche,2.3699331541589137,1,2,0,2
818,2013,Andre Drummond,4.247467438494935,1,2,0,2
819,2013,Andre Iguodala,22.170477568740953,0,0,1,1
820,2013,Andre Miller,8.61415477913307,0,2,0,1
821,2013,Andrea Bargnani,20.437082213493213,1,0,3,3
822,2013,Andrei Kirilenko,5.483770932396114,1,2,3,1
823,2013,Andrew Bogut,24.119633381572598,1,2,0,3
824,2013,Anthony Davis,9.26152573909448,1,0,0,2
825,2013,Anthony Morrow,1.7700778719592032,0,1,0,3
826,2013,Anthony Randolph,3.0149541726965747,1,1,0,1
827,2013,Austin Daye,1.6330835228447385,0,1,0,3
828,2013,Austin Rivers,4.029770518916684,0,1,3,0
829,2013,Avery Bradley,4.3267727930535465,0,2,3,0
830,2013,Blake Griffin,28.325925160223278,1,3,0,2
831,2013,Boris Diaw,8.101612569774653,1,1,3,3
832,2013,Bradley Beal,7.441389290882777,0,0,1,3
833,2013,Brandan Wright,8.61415477913307,1,2,0,2
834,2013,Brandon Bass,11.112259665081663,1,2,0,3
835,2013,Brandon Jennings,13.189137550823512,0,0,2,1
836,2013,Brandon Knight,4.813520777341327,0,0,2,3
837,2013,Brian Roberts,1.3590931017848529,0,1,3,3
838,2013,Byron Mullens,1.6330835228447385,1,2,1,3
839,2013,C.J. Watson,3.4732272069464547,0,1,1,3
840,2013,Carl Landry,11.19840121287299,1,2,0,1
841,2013,Carlos Boozer,26.359313624147195,1,3,0,1
842,2013,Carmelo Anthony,36.849550341120526,1,3,2,2
843,2013,Caron Butler,0.4212132175590931,1,2,2,3
844,2013,Cartier Martin,0.17923299565846598,1,1,3,0
845,2013,Chandler Parsons,1.596202880573358,1,0,2,1
846,2013,Charlie Villanueva,14.78188960099235,1,1,1,3
847,2013,Chase Budinger,8.61415477913307,0,2,3,3
848,2013,Chauncey Billups,4.307077389566535,0,1,3,3
849,2013,Chris Andersen,2.4111139824960373,1,1,0,1
850,2013,Chris Bosh,32.85007925022397,1,0,0,2
851,2013,Chris Copeland,5.168492867479843,1,2,3,1
852,2013,Chris Douglas-Roberts,1.138134863207222,0,1,0,0
853,2013,Chris Johnson,0.5516315209151678,0,1,0,0
854,2013,Chris Paul,32.1625508235132,0,0,1,2
855,2013,Chris Singleton,2.788712011577424,1,1,0,0
856,2013,Chuck Hayes,9.8589001447178,1,1,0,0
857,2013,Cory Joseph,1.9311556750051684,0,1,0,3
858,2013,Courtney Lee,9.00179174419406,0,2,3,3
859,2013,D.J. Augustin,1.120210529942802,0,1,1,3
860,2013,Damian Lillard,5.5180897250361785,0,3,2,1
861,2013,Danny Granger,0.43016160154365657,1,1,0,0
862,2013,Danny Green,6.482151471297637,0,2,2,3
863,2013,Dante Cunningham,3.755771483702018,1,2,0,3
864,2013,Darrell Arthur,5.56764351181862,1,1,0,3
865,2013,Darren Collison,3.2733788160705672,0,2,3,1
866,2013,David Lee,23.909448004961753,1,3,0,1
867,2013,DeMar DeRozan,16.366894080352836,0,3,3,3
868,2013,DeMarcus Cousins,8.471115016194611,1,3,0,2
869,2013,DeMarre Carroll,4.406217696919578,0,1,0,1
870,2013,Deron Williams,31.814020398318515,0,0,2,2
871,2013,Derrick Favors,10.351106057473643,1,2,0,1
872,2013,Derrick Williams,8.643373992143893,1,2,1,3
873,2013,Diante Garrett,1.2391737302735857,0,1,0,0
874,2013,Dion Waiters,6.709117221418233,0,0,1,3
875,2013,Dirk Nowitzki,39.14509854593067,1,0,3,1
876,2013,Donatas Motiejunas,2.4511060574736407,1,1,3,3
877,2013,Draymond Green,1.5083385018262008,1,1,0,0
878,2013,Drew Gooden,0.08961649782923299,1,1,0,0
879,2013,Dwight Howard,35.340738060781476,1,0,0,1
880,2013,Dwyane Wade,32.170422438150375,0,3,0,2
881,2013,E'Twaun Moore,1.5234873544207843,0,2,1,0
882,2013,Ekpe Udoh,7.700275652952932,1,1,0,3
883,2013,Elton Brand,6.891323823306457,1,2,0,1
884,2013,Enes Kanter,7.761835848666529,1,2,0,1
885,2013,Eric Bledsoe,4.524970711873751,0,2,3,1
886,2013,Eric Gordon,24.608648611398248,0,0,3,1
887,2013,Ersan Ilyasova,13.610364551030251,1,0,1,1
888,2013,Evan Fournier,2.4511060574736407,0,1,0,3
889,2013,Evan Turner,11.508281648404658,1,0,3,3
890,2013,Francisco Garcia,2.1810643649645094,0,1,3,3
891,2013,Garrett Temple,1.5234873544207843,0,1,3,0
892,2013,Gary Neal,5.599200606436495,0,2,1,3
893,2013,George Hill,13.782647646612912,0,0,2,1
894,2013,Gerald Green,6.0299083453931495,0,1,1,0
895,2013,Gerald Henderson,10.336985734959686,0,0,3,1
896,2013,Gerald Wallace,17.41067982909517,1,2,3,3
897,2013,Goran Dragic,12.921232168699607,0,0,1,1
898,2013,Gordon Hayward,5.947527737578389,1,0,1,1
899,2013,Greg Monroe,7.040269450761491,1,0,0,1
900,2013,Greg Smith,0.02688477706567432,1,1,0,1
901,2013,Greivis Vasquez,3.704410447246916,0,0,1,1
902,2013,Harrison Barnes,5.037419888360554,0,2,3,3
903,2013,Hedo Turkoglu,0.8155140927572188,1,1,0,0
904,2013,Ian Mahinmi,6.891323823306457,1,1,0,0
905,2013,Iman Shumpert,2.9352904692991526,0,1,3,3
906,2013,Ish Smith,1.6392099097236583,0,1,0,0
907,2013,J.J. Barea,8.074908689959342,0,2,1,3
908,2013,JaVale McGee,18.520432775136108,1,2,0,2
909,2013,Jae Crowder,1.3590931017848529,1,1,1,0
910,2013,Jamal Crawford,9.00179174419406,0,0,2,1
911,2013,James Harden,23.6049376335194,0,3,2,2
912,2013,James Johnson,1.0933257528771276,1,1,0,0
913,2013,James Jones,2.5842464337399216,1,1,0,0
914,2013,Jan Vesely,5.755840396940253,1,1,0,0
915,2013,Jannero Pargo,1.5234873544207843,0,1,0,0
916,2013,Jared Cunningham,0.07994624767417821,0,1,0,3
917,2013,Jared Dudley,7.322031562263111,1,2,1,3
918,2013,Jared Sullinger,2.352904692991524,1,1,0,3
919,2013,Jarrett Jack,10.85383502170767,0,0,1,1
920,2013,Jason Smith,4.307077389566535,1,2,0,1
921,2013,Jason Terry,9.691463372613876,0,2,2,3
922,2013,Jason Thompson,9.723227206946452,1,2,0,3
923,2013,Jeff Adrien,1.5782837158018057,1,1,0,3
924,2013,Jeff Ayres,3.0149541726965747,1,1,0,3
925,2013,Jeff Green,14.988629315691545,1,0,3,3
926,2013,Jeff Teague,13.782647646612912,0,0,1,1
927,2013,Jeffery Taylor,1.3590931017848529,1,1,3,0
928,2013,Jeremy Evans,2.8603421542278267,0,1,0,1
929,2013,Jeremy Lamb,3.637171800702915,0,1,0,3
930,2013,Jeremy Lin,14.428099372889534,0,0,1,3
931,2013,Jerryd Bayless,5.4010750465164366,0,2,1,3
