,Year,Name,Salary%,Physical Cluster,Reg Performance Cluster,Adv Performance Cluster,Pos,Tm
803,2012,Ish Smith,1.5693973537316517,0,1,2,PG,ORL
804,2012,Ivan Johnson,1.657699331541589,1,1,2,PF,ATL
805,2012,J.J. Barea,7.741540900006893,0,2,0,PG,MIN
806,2012,Jamaal Tinsley,2.329579284680587,0,1,2,PG,UTA
807,2012,Jamal Crawford,9.00179174419406,0,0,1,PG,POR
808,2012,Jameer Nelson,14.816346220108885,0,0,1,PG,ORL
809,2012,James Anderson,0.917815794914203,0,1,2,SG,SAS
810,2012,James Harden,10.027594583419477,0,0,1,SG,OKC
811,2012,James Johnson,4.844610984770174,1,2,2,SF,TOR
812,2012,Jan Vesely,5.755840396940253,1,1,2,PF,WAS
813,2012,Jared Dudley,7.322031562263111,1,2,1,SG,PHO
814,2012,Jared Jeffries,2.5413582799255745,1,1,2,PF,NYK
815,2012,Jarrett Jack,9.303287161463718,0,0,0,PG,NOH
816,2012,Jason Kidd,5.323547653504238,0,1,1,PG,DAL
817,2012,Jason Maxiell,8.61415477913307,1,2,2,PF,DET
818,2012,Jason Richardson,9.991773482185927,1,2,1,SG,ORL
819,2012,Jason Smith,4.307077389566535,1,2,2,PF,NOH
820,2012,Jason Thompson,9.044862518089724,1,2,2,PF,SAC
821,2012,Jeff Teague,4.1917803735097525,0,0,0,PG,ATL
822,2012,Jeremy Evans,3.0922610433464266,0,1,2,SF,UTA
823,2012,Jeremy Lin,14.428099372889536,0,0,0,PG,NYK
824,2012,Jeremy Pargo,0.4557353042519468,0,1,2,PG,MEM
825,2012,Jimmer Fredette,4.029770518916684,0,2,1,PG,SAC
826,2012,Jimmy Butler,1.9173041141203224,1,1,2,SG,CHI
827,2012,Joakim Noah,19.12342360967542,1,2,2,C,CHI
828,2012,Jodie Meeks,2.670387981531252,0,2,1,SG,PHI
829,2012,Joe Johnson,34.030468265453784,1,3,3,SG,ATL
830,2012,Johan Petro,6.0299083453931495,1,1,2,C,NJN
831,2012,John Salmons,13.925642615946527,0,2,0,SF,SAC
832,2012,John Wall,12.852189718144855,0,0,2,PG,WAS
833,2012,Jon Leuer,1.3131331403762665,1,1,2,PF,MIL
834,2012,Jonas Jerebko,7.752739301219765,1,2,0,PF,DET
835,2012,Jordan Crawford,2.065123010130246,0,0,1,SG,WAS
836,2012,Jordan Hamilton,1.9321893735786644,1,1,2,SF,DEN
837,2012,Jordan Hill,6.139480394183723,1,1,2,C,TOT
838,2012,Jordan Hill,6.139480394183723,1,1,2,C,HOU
839,2012,Jordan Hill,6.139480394183723,1,1,2,C,LAL
840,2012,Jose Calderon,19.031408931155678,0,2,0,PG,TOR
841,2012,Josh Harrellson,0.1058972503617945,1,1,2,PF,NYK
842,2012,Josh Howard,1.3334298118668595,0,2,2,SF,UTA
843,2012,Josh McRoberts,4.568947694852182,1,1,2,PF,LAL
844,2012,Josh Smith,22.741368616911306,1,3,0,PF,ATL
845,2012,Jrue Holiday,4.608317827854732,0,0,0,PG,PHI
846,2012,Kawhi Leonard,3.11804837709324,1,2,0,SF,SAS
847,2012,Kemba Walker,4.424850113706842,0,0,1,PG,CHA
848,2012,Kenyon Martin,0.2943939080697402,1,1,2,PF,LAC
849,2012,Kevin Durant,30.72260009647853,1,3,3,SF,OKC
850,2012,Kevin Garnett,19.926719385293914,1,0,2,C,BOS
851,2012,Kevin Love,23.548945627455034,1,3,1,PF,MIN
852,2012,Kevin Martin,21.43145717042244,0,0,1,SG,HOU
853,2012,Kevin Seraphin,4.756932671766247,1,2,2,C,WAS
854,2012,Keyon Dooling,0.12987905726690094,0,1,0,SG,BOS
855,2012,Kirk Hinrich,6.992970849700228,0,1,0,SG,ATL
856,2012,Klay Thompson,3.828406036799669,0,0,1,SG,GSW
857,2012,Kobe Bryant,52.46675797670733,0,3,1,SG,LAL
858,2012,Kyle Lowry,9.906277996003032,0,0,1,PG,HOU
859,2012,Kyrie Irving,9.26152573909448,0,3,0,PG,CLE
860,2012,LaMarcus Aldridge,23.25821790365929,1,3,2,PF,POR
861,2012,Lance Stephenson,1.4988629315691544,1,1,2,SG,IND
862,2012,Landry Fields,10.76769347391634,0,2,0,SG,NYK
863,2012,Larry Sanders,3.4314657845772163,1,1,2,PF,MIL
864,2012,Lazar Hayward,0.9351319688512164,1,1,2,SF,OKC
865,2012,LeBron James,32.85007925022397,1,3,0,SF,MIA
866,2012,Linas Kleiza,7.925022396802426,1,2,0,SF,TOR
867,2012,Lou Williams,8.61415477913307,0,0,1,PG,PHI
868,2012,Luis Scola,7.767390255668112,1,0,2,PF,HOU
869,2012,Luke Babbitt,3.2600785610915866,1,1,0,SF,POR
870,2012,Luke Ridnour,6.891323823306457,0,0,0,SG,MIN
871,2012,Luol Deng,24.59341189442492,1,0,1,SF,CHI
872,2012,Manu Ginobili,24.30482392667632,0,2,0,SG,SAS
873,2012,MarShon Brooks,1.9985528219971056,0,0,0,SG,NJN
874,2012,Marc Gasol,23.932463303700644,1,0,2,C,MEM
875,2012,Marcin Gortat,13.312797188339882,1,0,2,C,PHO
876,2012,Marco Belinelli,3.3715801805526837,0,2,1,SG,NOH
877,2012,Marcus Camby,7.908376404107227,1,2,2,C,TOT
878,2012,Marcus Camby,7.908376404107227,1,2,2,C,POR
879,2012,Marcus Camby,7.908376404107227,1,2,2,C,HOU
880,2012,Marcus Morris,3.423816415133347,1,1,2,PF,HOU
881,2012,Marcus Thornton,12.964302942595275,0,3,1,SG,SAC
882,2012,Mario Chalmers,6.891323823306457,0,2,1,PG,MIA
883,2012,Markieff Morris,3.6038867066363456,1,2,0,PF,PHO
884,2012,Marreese Speights,7.23589001447178,1,2,2,PF,MEM
885,2012,Martell Webster,8.872579422507064,1,1,0,SF,MIN
886,2012,Marvin Williams,14.277961546413064,1,2,0,SF,ATL
887,2012,Matt Barnes,5.5992006064364945,1,2,0,SF,LAL
888,2012,Matt Bonner,6.2538763696506114,1,1,1,PF,SAS
889,2012,Matt Carroll,6.0299083453931495,0,1,2,SG,CHA
890,2012,Michael Beasley,10.336985734959686,1,0,0,SF,MIN
891,2012,Mickael Pietrus,1.2035507545999586,0,1,0,SG,BOS
892,2012,Mike Conley,12.931200468610019,0,0,0,PG,MEM
893,2012,Mike Dunleavy,5.483770932396114,1,2,1,SF,MIL
894,2012,Mike James,0.8658621046102957,0,1,2,PG,CHI
895,2012,Mike Miller,10.681551926125008,0,1,0,SG,MIA
896,2012,Mo Williams,14.644063124526221,0,0,1,SG,LAC
897,2012,Monta Ellis,18.951140514092764,0,3,0,SG,TOT
898,2012,Monta Ellis,18.951140514092764,0,3,0,SG,GSW
899,2012,Monta Ellis,18.951140514092764,0,3,0,SG,MIL
900,2012,Nazr Mohammed,1.5234873544207843,1,1,2,C,OKC
901,2012,Nick Collison,4.4546688718902905,1,1,2,PF,OKC
902,2012,Nick Young,9.647853352629037,0,0,1,SG,TOT
903,2012,Nick Young,9.647853352629037,0,0,1,SG,WAS
904,2012,Nick Young,9.647853352629037,0,0,1,SG,LAC
905,2012,Nicolas Batum,18.692715870718764,0,0,1,SF,POR
906,2012,Nikola Vucevic,3.0899317758941494,1,1,2,C,PHI
907,2012,Nolan Smith,2.352904692991524,0,1,2,PG,POR
908,2012,Norris Cole,1.945420715319413,0,2,0,PG,MIA
909,2012,O.J. Mayo,6.9257804424229885,0,0,1,SG,MEM
910,2012,Omri Casspi,3.9234132726896833,1,1,0,SF,CLE
911,2012,Patrick Patterson,3.612363034939012,1,2,2,PF,HOU
912,2012,Patty Mills,1.869478326786576,0,2,2,PG,SAS
913,2012,Pau Gasol,33.2262593894287,1,3,2,PF,LAL
914,2012,Paul George,4.434773620012403,1,2,1,SG,IND
915,2012,Paul Millsap,14.822605264971399,1,0,2,PF,UTA
916,2012,Paul Pierce,28.926926125008613,1,3,1,SF,BOS
917,2012,Quentin Richardson,4.526566053338847,1,1,0,SF,ORL
918,2012,Quincy Pondexter,2.1265247053959064,1,1,2,SF,MEM
919,2012,Rajon Rondo,18.951140514092764,0,0,2,PG,BOS
920,2012,Randy Foye,4.307077389566535,0,2,3,SG,LAC
921,2012,Rashard Lewis,2.4111139824960373,1,2,2,SF,WAS
922,2012,Ray Allen,5.5631072979119285,0,0,1,SG,BOS
923,2012,Raymond Felton,5.996232168699608,0,0,1,PG,POR
924,2012,Reggie Jackson,2.1713872234856315,0,1,2,PG,OKC
925,2012,Richard Hamilton,8.61415477913307,0,0,2,SG,CHI
926,2012,Richard Jefferson,17.51085383502171,1,2,0,SF,TOT
927,2012,Richard Jefferson,17.51085383502171,1,2,0,SF,SAS
928,2012,Richard Jefferson,17.51085383502171,1,2,0,SF,GSW
929,2012,Ricky Rubio,6.445317345462064,0,2,0,PG,MIN
930,2012,Rodney Stuckey,14.644063124526221,0,0,0,SG,DET
931,2012,Rodrigue Beaubois,3.83731824133416,0,2,0,PG,DAL
932,2012,Ronnie Price,1.9749448694094136,0,1,2,PG,PHO
933,2012,Rudy Gay,28.358724415960307,1,3,0,SF,MEM
934,2012,Russell Westbrook,25.315116118806426,0,3,1,PG,OKC
935,2012,Ryan Anderson,14.988629315691545,1,0,3,PF,ORL
936,2012,Sam Young,0.6926900282544277,1,1,2,SF,TOT
937,2012,Sam Young,0.6926900282544277,1,1,2,SF,MEM
938,2012,Sam Young,0.6926900282544277,1,1,2,SF,PHI
939,2012,Samuel Dalembert,11.540495141616704,1,2,2,C,HOU
940,2012,Sasha Pavlovic,2.123756116049893,1,1,2,SF,BOS
941,2012,Sebastian Telfair,2.7005375232582183,0,1,0,PG,PHO
942,2012,Serge Ibaka,21.27696230445868,1,2,2,PF,OKC
943,2012,Shane Battier,5.633657225553027,1,1,0,SF,MIA
944,2012,Shaun Livingston,1.3334298118668595,0,1,2,SG,MIL
945,2012,Shawn Marion,14.896223554544829,1,0,2,SF,DAL
946,2012,Shelvin Mack,0.1776600509957963,0,1,2,PG,WAS
947,2012,Spencer Hawes,11.198401212872989,1,2,2,C,PHI
948,2012,Stephen Curry,6.820243263730964,0,0,0,PG,GSW
949,2012,Stephen Jackson,17.331248707876785,1,2,0,SF,TOT
950,2012,Stephen Jackson,17.331248707876785,1,2,0,SF,MIL
951,2012,Stephen Jackson,17.331248707876785,1,2,0,SF,SAS
952,2012,Steve Nash,16.023189304665426,0,0,0,PG,PHO
953,2012,Steve Novak,6.984451450623665,1,1,1,PF,NYK
954,2012,Tayshaun Prince,11.653306112604227,1,0,0,SF,DET
955,2012,Terrel Harris,0.16221142581489906,0,1,2,SG,MIA
956,2012,Terrence Williams,0.4215939632003308,0,2,2,SG,TOT
957,2012,Terrence Williams,0.4215939632003308,0,2,2,SG,HOU
958,2012,Terrence Williams,0.4215939632003308,0,2,2,SG,SAC
959,2012,Thabo Sefolosha,6.7190407277237965,0,1,2,SG,OKC
960,2012,Thaddeus Young,14.280769760871062,1,0,2,PF,PHI
961,2012,Tim Duncan,16.605599200606438,1,0,2,C,SAS
962,2012,Tobias Harris,2.6632210047550133,1,1,2,SF,MIL
963,2012,Toney Douglas,3.5626076769347392,0,2,0,PG,NYK
964,2012,Tony Allen,5.685342154227826,0,2,2,SG,MEM
965,2012,Tony Parker,21.53538694783268,0,3,2,PG,SAS
966,2012,Trevor Ariza,13.312797188339882,0,2,0,SF,NOH
967,2012,Trevor Booker,4.050065467576322,1,2,2,PF,WAS
968,2012,Tristan Thompson,6.709117221418233,1,2,2,PF,CLE
969,2012,Troy Murphy,1.4459926951967472,1,1,2,PF,LAL
970,2012,Ty Lawson,4.3837933291985385,0,0,1,PG,DEN
971,2012,Tyler Hansbrough,5.263694783267867,1,2,2,PF,IND
972,2012,Tyler Honeycutt,1.3952777203500792,0,1,2,SF,SAC
973,2012,Tyreke Evans,9.046283853628283,0,0,0,SG,SAC
974,2012,Tyrus Thomas,13.782647646612912,1,1,2,PF,CHA
975,2012,Tyson Chandler,23.43771621528496,1,2,2,C,NYK
976,2012,Vince Carter,5.323547653504238,0,2,1,SG,DAL
977,2012,Wayne Ellington,3.5887292398869817,0,1,0,SG,MIN
978,2012,Wesley Johnson,7.383295431052304,0,1,0,SF,MIN
979,2012,Wesley Matthews,11.207566673557992,0,0,3,SG,POR
980,2012,Will Bynum,5.5992006064364945,0,1,2,PG,DET
981,2012,Willie Green,2.4111139824960373,0,1,0,SG,ATL
982,2012,Wilson Chandler,10.217100820067532,1,2,2,SF,DEN
983,2012,Xavier Henry,4.00248087657639,0,1,2,SG,NOH
984,2012,Zach Randolph,28.42671077113913,1,0,2,PF,MEM
985,2013,Al Horford,20.673971469919373,1,3,2,C,ATL
986,2013,Al Jefferson,23.25821790365929,1,3,2,C,UTA
987,2013,Al-Farouq Aminu,6.4599303976293845,1,2,2,SF,NOH
988,2013,Alan Anderson,1.6330835228447385,0,2,1,SF,TOR
989,2013,Alec Burks,3.793673764730205,0,1,0,SG,UTA
990,2013,Alexey Shved,5.426917510853835,0,2,1,SG,MIN
991,2013,Anderson Varejao,15.568127627317207,1,0,2,C,CLE
992,2013,Andray Blatche,2.3699331541589137,1,2,2,C,BRK
993,2013,Andre Drummond,4.247467438494935,1,2,2,C,DET
994,2013,Andre Iguodala,22.170477568740953,0,0,1,SG,DEN
995,2013,Andre Miller,8.61415477913307,0,2,2,PG,DEN
996,2013,Andrea Bargnani,20.437082213493213,1,0,0,PF,TOR
997,2013,Andrei Kirilenko,5.483770932396114,1,2,0,SF,MIN
998,2013,Andrew Bogut,24.119633381572598,1,2,2,C,GSW
999,2013,Anthony Davis,9.26152573909448,1,0,2,PF,NOH
1000,2013,Anthony Morrow,1.7700778719592032,0,1,2,SG,TOT
1001,2013,Anthony Morrow,1.7700778719592032,0,1,2,SG,ATL
1002,2013,Anthony Morrow,1.7700778719592032,0,1,2,SG,DAL
1003,2013,Anthony Randolph,3.0149541726965747,1,1,2,PF,DEN
1004,2013,Austin Daye,1.6330835228447385,0,1,2,SF,TOT
1005,2013,Austin Daye,1.6330835228447385,0,1,2,SF,DET
1006,2013,Austin Daye,1.6330835228447385,0,1,2,SF,MEM
1007,2013,Austin Rivers,4.029770518916684,0,1,0,SG,NOH
1008,2013,Avery Bradley,4.3267727930535465,0,2,0,PG,BOS
1009,2013,Blake Griffin,28.325925160223278,1,3,2,PF,LAC
1010,2013,Boris Diaw,8.101612569774653,1,1,0,PF,SAS
1011,2013,Bradley Beal,7.441389290882777,0,0,1,SG,WAS
1012,2013,Brandan Wright,8.61415477913307,1,2,2,C,DAL
1013,2013,Brandon Bass,11.112259665081663,1,2,2,PF,BOS
1014,2013,Brandon Jennings,13.189137550823512,0,0,3,PG,MIL
1015,2013,Brandon Knight,4.813520777341327,0,0,3,PG,DET
1016,2013,Brian Roberts,1.3590931017848529,0,1,0,PG,NOH
1017,2013,Byron Mullens,1.6330835228447385,1,2,1,PF,CHA
1018,2013,C.J. Watson,3.4732272069464547,0,1,1,PG,BRK
1019,2013,Carl Landry,11.198401212872989,1,2,2,PF,GSW
1020,2013,Carlos Boozer,26.359313624147195,1,3,2,PF,CHI
1021,2013,Carmelo Anthony,36.849550341120526,1,3,3,PF,NYK
1022,2013,Caron Butler,0.4212132175590931,1,2,3,SF,LAC
1023,2013,Cartier Martin,0.17923299565846598,1,1,0,SF,WAS
1024,2013,Chandler Parsons,1.5962028805733581,1,0,3,SF,HOU
1025,2013,Charlie Villanueva,14.78188960099235,1,1,1,PF,DET
1026,2013,Chase Budinger,8.61415477913307,0,2,0,SF,MIN
1027,2013,Chauncey Billups,4.307077389566535,0,1,0,SG,LAC
1028,2013,Chris Andersen,2.4111139824960373,1,1,2,C,MIA
1029,2013,Chris Bosh,32.85007925022397,1,0,2,C,MIA
1030,2013,Chris Copeland,5.168492867479843,1,2,0,PF,NYK
1031,2013,Chris Douglas-Roberts,1.138134863207222,0,1,2,SG,DAL
1032,2013,Chris Johnson,0.5516315209151678,0,1,2,C,MIN
1033,2013,Chris Johnson,0.5516315209151678,0,1,2,SF,MEM
1034,2013,Chris Paul,32.1625508235132,0,0,1,PG,LAC
1035,2013,Chris Singleton,2.7887120115774238,1,1,2,PF,WAS
1036,2013,Chuck Hayes,9.8589001447178,1,1,2,C,SAC
1037,2013,Cory Joseph,1.9311556750051684,0,1,2,PG,SAS
1038,2013,Courtney Lee,9.00179174419406,0,2,0,SG,BOS
1039,2013,D.J. Augustin,1.120210529942802,0,1,1,PG,IND
1040,2013,Damian Lillard,5.5180897250361785,0,3,3,PG,POR
1041,2013,Danny Granger,0.43016160154365657,1,1,2,SF,IND
1042,2013,Danny Green,6.482151471297637,0,2,3,SG,SAS
1043,2013,Dante Cunningham,3.755771483702018,1,2,2,PF,MIN
1044,2013,Darrell Arthur,5.56764351181862,1,1,2,PF,MEM
1045,2013,Darren Collison,3.2733788160705672,0,2,0,PG,DAL
1046,2013,David Lee,23.909448004961753,1,3,2,PF,GSW
1047,2013,DeMar DeRozan,16.366894080352836,0,3,0,SG,TOR
1048,2013,DeMarcus Cousins,8.471115016194611,1,3,2,C,SAC
1049,2013,DeMarre Carroll,4.406217696919578,0,1,2,SF,UTA
1050,2013,Deron Williams,31.814020398318515,0,0,3,PG,BRK
1051,2013,Derrick Favors,10.351106057473643,1,2,2,PF,UTA
1052,2013,Derrick Williams,8.643373992143893,1,2,1,PF,MIN
1053,2013,Diante Garrett,1.2391737302735857,0,1,2,PG,PHO
1054,2013,Dion Waiters,6.709117221418233,0,0,1,SG,CLE
1055,2013,Dirk Nowitzki,39.14509854593067,1,0,0,PF,DAL
1056,2013,Donatas Motiejunas,2.4511060574736407,1,1,0,PF,HOU
1057,2013,Draymond Green,1.5083385018262008,1,1,2,SF,GSW
1058,2013,Drew Gooden,0.08961649782923299,1,1,2,C,MIL
1059,2013,Dwight Howard,35.340738060781476,1,0,2,C,LAL
1060,2013,Dwyane Wade,32.170422438150375,0,3,2,SG,MIA
1061,2013,E'Twaun Moore,1.5234873544207843,0,2,1,SG,ORL
1062,2013,Ekpe Udoh,7.700275652952932,1,1,2,C,MIL
1063,2013,Elton Brand,6.891323823306457,1,2,2,C,DAL
1064,2013,Enes Kanter,7.761835848666529,1,2,2,C,UTA
1065,2013,Eric Bledsoe,4.524970711873751,0,2,0,PG,LAC
1066,2013,Eric Gordon,24.608648611398248,0,0,0,SG,NOH
1067,2013,Ersan Ilyasova,13.610364551030251,1,0,1,PF,MIL
1068,2013,Evan Fournier,2.4511060574736407,0,1,2,SG,DEN
1069,2013,Evan Turner,11.508281648404658,1,0,0,SF,PHI
1070,2013,Francisco Garcia,2.1810643649645094,0,1,0,SG-SF,TOT
1071,2013,Francisco Garcia,2.1810643649645094,0,1,0,SG,SAC
1072,2013,Francisco Garcia,2.1810643649645094,0,1,0,SF,HOU
1073,2013,Garrett Temple,1.5234873544207843,0,1,0,SG,WAS
1074,2013,Gary Neal,5.5992006064364945,0,2,1,SG,SAS
1075,2013,George Hill,13.782647646612912,0,0,3,PG,IND
1076,2013,Gerald Green,6.0299083453931495,0,1,1,SF,IND
1077,2013,Gerald Henderson,10.336985734959686,0,0,0,SG,CHA
1078,2013,Gerald Wallace,17.41067982909517,1,2,0,SF,BRK
1079,2013,Goran Dragic,12.921232168699607,0,0,1,PG,PHO
1080,2013,Gordon Hayward,5.947527737578389,1,0,1,SF,UTA
1081,2013,Greg Monroe,7.040269450761491,1,0,2,C,DET
1082,2013,Greg Smith,0.02688477706567432,1,1,2,C,HOU
1083,2013,Greivis Vasquez,3.704410447246916,0,0,1,PG,NOH
1084,2013,Harrison Barnes,5.037419888360554,0,2,0,SF,GSW
1085,2013,Hedo Turkoglu,0.8155140927572188,1,1,2,SF,ORL
1086,2013,Ian Mahinmi,6.891323823306457,1,1,2,C,IND
1087,2013,Iman Shumpert,2.9352904692991526,0,1,0,SG,NYK
1088,2013,Ish Smith,1.6392099097236583,0,1,2,PG,TOT
1089,2013,Ish Smith,1.6392099097236583,0,1,2,PG,ORL
1090,2013,Ish Smith,1.6392099097236583,0,1,2,PG,MIL
1091,2013,J.J. Barea,8.074908689959342,0,2,1,PG,MIN
1092,2013,JaVale McGee,18.520432775136108,1,2,2,C,DEN
1093,2013,Jae Crowder,1.3590931017848529,1,1,1,SF,DAL
1094,2013,Jamal Crawford,9.00179174419406,0,0,3,SG,LAC
1095,2013,James Harden,23.6049376335194,0,3,3,SG,HOU
1096,2013,James Johnson,1.0933257528771276,1,1,2,SF,SAC
1097,2013,James Jones,2.5842464337399216,1,1,2,SF,MIA
1098,2013,Jan Vesely,5.755840396940253,1,1,2,PF,WAS
1099,2013,Jannero Pargo,1.5234873544207843,0,1,2,PG,TOT
1100,2013,Jannero Pargo,1.5234873544207843,0,1,2,PG,WAS
1101,2013,Jannero Pargo,1.5234873544207843,0,1,2,PG,ATL
1102,2013,Jannero Pargo,1.5234873544207843,0,1,2,PG,CHA
1103,2013,Jared Cunningham,0.07994624767417821,0,1,2,SG,DAL
1104,2013,Jared Dudley,7.322031562263111,1,2,1,SF,PHO
1105,2013,Jared Sullinger,2.352904692991524,1,1,2,PF,BOS
1106,2013,Jarrett Jack,10.85383502170767,0,0,1,SG,GSW
1107,2013,Jason Smith,4.307077389566535,1,2,2,C,NOH
1108,2013,Jason Terry,9.691463372613876,0,2,3,SG,BOS
1109,2013,Jason Thompson,9.723227206946452,1,2,2,PF,SAC
1110,2013,Jeff Adrien,1.5782837158018057,1,1,2,PF,CHA
1111,2013,Jeff Ayres,3.0149541726965747,1,1,2,PF,IND
1112,2013,Jeff Green,14.988629315691545,1,0,0,PF,BOS
1113,2013,Jeff Teague,13.782647646612912,0,0,1,PG,ATL
1114,2013,Jeffery Taylor,1.3590931017848529,1,1,0,SF,CHA
1115,2013,Jeremy Evans,2.8603421542278267,0,1,2,PF,UTA
1116,2013,Jeremy Lamb,3.637171800702915,0,1,2,SF,OKC
1117,2013,Jeremy Lin,14.428099372889536,0,0,1,PG,HOU
1118,2013,Jerryd Bayless,5.4010750465164366,0,2,1,PG,MEM
1119,2013,Jimmer Fredette,0.4122372682792365,0,1,0,SG,SAC
1120,2013,Jimmy Butler,1.9173041141203224,1,2,0,SF,CHI
1121,2013,Joakim Noah,19.12342360967542,1,0,2,C,CHI
1122,2013,Jodie Meeks,2.670387981531252,0,1,3,SG,LAL
1123,2013,Joe Johnson,36.983526290400384,1,0,3,SG,BRK
1124,2013,John Henson,3.282613189993798,1,1,2,PF,MIL
1125,2013,John Jenkins,2.1686996071945424,0,1,0,SG,ATL
1126,2013,John Salmons,13.064227138033216,0,2,1,SF,SAC
1127,2013,John Wall,12.852189718144855,0,3,2,PG,WAS
1128,2013,Jon Leuer,1.5505478602439529,1,1,2,PF-C,TOT
1129,2013,Jon Leuer,1.5505478602439529,1,1,2,C,CLE
1130,2013,Jon Leuer,1.5505478602439529,1,1,2,PF,MEM
1131,2013,Jonas Jerebko,7.752739301219765,1,2,0,PF,DET
1132,2013,Jordan Crawford,3.7254823926676313,0,2,0,SG,TOT
1133,2013,Jordan Crawford,3.7254823926676313,0,2,0,SG,WAS
1134,2013,Jordan Crawford,3.7254823926676313,0,2,0,SG,BOS
1135,2013,Jordan Hamilton,2.01550547860244,1,1,2,SF,DEN
1136,2013,Jose Calderon,11.70072703466336,0,2,1,PG,TOT
1137,2013,Jose Calderon,11.70072703466336,0,2,1,PG,TOR
1138,2013,Jose Calderon,11.70072703466336,0,2,1,PG,DET
1139,2013,Josh Smith,23.25821790365929,1,3,1,PF,ATL
1140,2013,Jrue Holiday,16.734690924126525,0,3,1,PG,PHI
1141,2013,Kawhi Leonard,3.252429191647716,1,2,0,SF,SAS
1142,2013,Keith Bogans,8.714420095100268,0,1,1,SG,BRK
1143,2013,Kemba Walker,4.424850113706842,0,3,3,PG,CHA
1144,2013,Kendall Marshall,0.9433705464819792,0,1,2,PG,PHO
1145,2013,Kendrick Perkins,15.035898628626564,1,1,2,C,OKC
1146,2013,Kent Bazemore,1.3590931017848529,0,1,2,SG,GSW
1147,2013,Kevin Durant,30.72260181930949,1,3,3,SF,OKC
1148,2013,Kevin Garnett,21.421223554544827,1,0,2,C,BOS
1149,2013,Kevin Love,25.315116118806426,1,3,0,PF,MIN
1150,2013,Kevin Martin,11.198401212872989,0,2,3,SG,OKC
1151,2013,Khris Middleton,1.3590931017848529,1,1,2,SG,DET
1152,2013,Kirk Hinrich,6.992970849700228,0,2,0,PG,CHI
1153,2013,Klay Thompson,3.9933843291296256,0,0,3,SG,GSW
1154,2013,Kobe Bryant,52.46675797670733,0,3,3,SG,LAL
1155,2013,Kosta Koufos,5.168492867479843,1,2,2,C,DEN
1156,2013,Kris Humphries,20.673971469919373,1,1,2,PF,BRK
1157,2013,Kyle Korver,11.647307215216046,0,2,3,SF,ATL
1158,2013,Kyle Lowry,10.698780235683275,0,2,1,PG,TOR
1159,2013,Kyle Singler,1.8003583488388115,1,2,1,SF,DET
1160,2013,Kyrie Irving,9.660326648749225,0,3,1,PG,CLE
1161,2013,LaMarcus Aldridge,25.63227896078837,1,3,2,PF,POR
1162,2013,Lance Stephenson,1.7314451106057474,1,2,1,SG,IND
1163,2013,Landry Fields,10.76769347391634,0,1,2,SF,TOR
1164,2013,Larry Sanders,5.260436909930398,1,2,2,C,MIL
1165,2013,Lavoy Allen,5.2718627248294405,1,1,2,C,PHI
1166,2013,LeBron James,32.85007925022397,1,3,1,PF,MIA
1167,2013,Leandro Barbosa,0.7079732616635656,0,1,2,PG,BOS
1168,2013,Lou Williams,9.00179174419406,0,0,1,SG,ATL
1169,2013,Luis Scola,7.767390255668112,1,0,2,PF,PHO
1170,2013,Luke Babbitt,0.6684497967059472,1,1,0,PF,POR
1171,2013,Luke Ridnour,7.614912824753635,0,2,1,SG,MIN
1172,2013,Luol Deng,24.59341189442492,1,0,1,SF,CHI
1173,2013,Manu Ginobili,12.921232168699607,0,2,1,SG,SAS
1174,2013,MarShon Brooks,2.0847632830266694,0,1,2,SG,BRK
1175,2013,Marc Gasol,25.60216904417339,1,0,2,C,MEM
1176,2013,Marcin Gortat,13.312797188339882,1,0,2,C,PHO
1177,2013,Marco Belinelli,4.737785128523188,0,2,1,SG,CHI
1178,2013,Marcus Morris,3.423816415133347,1,2,0,PF-SF,TOT
1179,2013,Marcus Morris,3.423816415133347,1,2,0,PF,HOU
1180,2013,Marcus Morris,3.423816415133347,1,2,0,SF,PHO
1181,2013,Marcus Thornton,13.868789194404249,0,2,3,SG,SAC
1182,2013,Mario Chalmers,6.891323823306457,0,2,1,PG,MIA
1183,2013,Markieff Morris,3.6038867066363456,1,2,0,PF,PHO
1184,2013,Marquis Teague,1.8515608848459788,0,1,2,PG,CHI
1185,2013,Marreese Speights,6.0299083453931495,1,2,2,C,TOT
1186,2013,Marreese Speights,6.0299083453931495,1,2,2,C,MEM
1187,2013,Marreese Speights,6.0299083453931495,1,2,2,C,CLE
1188,2013,Martell Webster,8.872579422507064,1,2,3,SF,WAS
1189,2013,Marvin Williams,12.921232168699607,1,2,0,SF,UTA
1190,2013,Matt Barnes,5.5992006064364945,1,2,3,SF,LAC
1191,2013,Matt Bonner,6.7965681207359925,1,1,0,PF,SAS
1192,2013,Maurice Harkless,3.11804837709324,1,2,0,SF,ORL
1193,2013,Meyers Leonard,3.828406036799669,1,1,2,C,POR
1194,2013,Michael Kidd-Gilchrist,8.28654124457308,1,2,2,SF,CHA
1195,2013,Mike Conley,14.816347942939839,0,0,1,PG,MEM
1196,2013,Mike Dunleavy,5.483770932396114,1,2,1,SF,MIL
1197,2013,Mike James,0.0992815794914203,0,1,0,PG,DAL
1198,2013,Mirza Teletovic,5.5631072979119285,1,1,0,PF,BRK
1199,2013,Mo Williams,4.568947694852182,0,0,0,PG,UTA
1200,2013,Nate Robinson,3.4732272069464547,0,0,3,PG,CHI
