,Year,Name,Salary%,Physical Cluster,Reg Performance Cluster,Adv Performance Cluster,Pos,Tm
400,2011,Chris Paul,28.185178485287018,0,0,0,PG,NOH
401,2011,Christian Eyenga,1.8908414306388257,0,2,0,SF,CLE
402,2011,Chuck Hayes,9.451881331403762,1,2,2,C,HOU
403,2011,Corey Brewer,5.270139893873614,0,2,2,SF-SG,TOT
404,2011,Corey Brewer,5.270139893873614,0,2,2,SF,MIN
405,2011,Corey Brewer,5.270139893873614,0,2,2,SG,DAL
406,2011,Corey Maggette,17.679810144028668,1,2,0,SF,MIL
407,2011,Courtney Lee,3.8334590999931093,0,2,0,SG,HOU
408,2011,D.J. Augustin,5.575890703604163,0,0,3,PG,CHA
409,2011,Daequan Cook,5.7569395630900715,0,1,0,SG,OKC
410,2011,Dahntay Jones,4.651643580731859,1,1,2,SG,IND
411,2011,Damion James,2.141616704568948,1,1,2,SF,NJN
412,2011,Dan Gadzuric,0.11955240851767625,1,1,2,C-PF,TOT
413,2011,Dan Gadzuric,0.11955240851767625,1,1,2,C,GSW
414,2011,Dan Gadzuric,0.11955240851767625,1,1,2,PF,NJN
415,2011,Daniel Gibson,7.5870615395217404,0,2,1,SG,CLE
416,2011,Danilo Gallinari,7.218975260147474,1,0,1,PF-SF,TOT
417,2011,Danilo Gallinari,7.218975260147474,1,0,1,PF,NYK
418,2011,Danilo Gallinari,7.218975260147474,1,0,1,SF,DEN
419,2011,Danny Granger,20.70137137344084,1,3,3,SF,IND
420,2011,Dante Cunningham,3.4456619116532283,1,2,2,PF,TOT
421,2011,Dante Cunningham,3.4456619116532283,1,2,2,PF,POR
422,2011,Dante Cunningham,3.4456619116532283,1,2,2,PF,CHA
423,2011,Darren Collison,2.5083729584453174,0,0,0,PG,IND
424,2011,David Lee,20.002067397146988,1,3,2,PF,GSW
425,2011,David West,17.22830955826614,1,3,2,PF,NOH
426,2011,DeAndre Jordan,17.3651092274826,1,2,2,C,LAC
427,2011,DeJuan Blair,1.8158638274412515,1,2,2,PF,SAS
428,2011,DeMar DeRozan,5.761577424023155,0,0,2,SG,TOR
429,2011,DeMarcus Cousins,6.6859623733719244,1,0,2,C,SAC
430,2011,DeShawn Stevenson,4.307077389566535,0,1,1,SG,DAL
431,2011,Derek Fisher,4.013412238991109,0,1,0,PG,LAL
432,2011,Deron Williams,28.185178485287018,0,3,1,PG,TOT
433,2011,Deron Williams,28.185178485287018,0,3,1,PG,UTA
434,2011,Deron Williams,28.185178485287018,0,3,1,PG,NJN
435,2011,Derrick Rose,12.048976638412235,0,3,3,PG,CHI
436,2011,Devin Harris,16.055061677348217,0,0,0,PG,TOT
437,2011,Devin Harris,16.055061677348217,0,0,0,PG,NJN
438,2011,Devin Harris,16.055061677348217,0,0,0,PG,UTA
439,2011,Dirk Nowitzki,32.893792640066145,1,3,0,PF,DAL
440,2011,Dominique Jones,2.0558197229687822,0,1,2,SG,DAL
441,2011,Donte Greene,2.894207842326511,1,1,0,SF,SAC
442,2011,Dorell Wright,6.586382744125147,0,0,3,SF,GSW
443,2011,Drew Gooden,10.726690097167666,1,0,2,PF,MIL
444,2011,Dwight Howard,31.16906140169527,1,3,2,C,ORL
445,2011,Dwyane Wade,27.032940527875404,0,3,1,SG,MIA
446,2011,Earl Boykins,0.3798618289573427,0,1,2,PG,MIL
447,2011,Earl Clark,1.9984839087588728,1,1,2,SF,TOT
448,2011,Earl Clark,1.9984839087588728,1,1,2,SF,PHO
449,2011,Earl Clark,1.9984839087588728,1,1,2,SF,ORL
450,2011,Earl Watson,3.4456619116532283,0,1,0,PG,UTA
451,2011,Eduardo Najera,4.737785128523188,1,1,2,PF,CHA
452,2011,Elton Brand,31.28722176280064,1,0,2,PF,PHI
453,2011,Emeka Okafor,21.780890359037965,1,2,2,C,NOH
454,2011,Eric Bledsoe,2.7502584246433743,0,2,0,PG,LAC
455,2011,Eric Gordon,6.600482392667631,0,3,1,SG,LAC
456,2011,Eric Maynor,2.612983254083109,0,1,0,PG,OKC
457,2011,Erick Dampier,0.9140427951209428,1,1,2,C,MIA
458,2011,Ersan Ilyasova,4.377713458755427,1,2,0,PF,MIL
459,2011,Evan Turner,9.119082075666736,0,2,2,SG,PHI
460,2011,Francisco Garcia,10.509268830542348,0,2,1,SF,SAC
461,2011,Gary Forbes,2.5842464337399216,1,1,2,SF,DEN
462,2011,Gary Neal,1.4719678175177453,0,2,1,SG,SAS
463,2011,George Hill,2.6540090276342085,0,2,1,PG,SAS
464,2011,Gerald Henderson,3.8774033491833775,0,2,2,SG,CHA
465,2011,Gerald Wallace,16.366894080352836,1,0,0,SF-PF,TOT
466,2011,Gerald Wallace,16.366894080352836,1,0,0,SF,CHA
467,2011,Gerald Wallace,16.366894080352836,1,0,0,PF,POR
468,2011,Gilbert Arenas,0.4510871063331266,0,0,1,PG,TOT
469,2011,Gilbert Arenas,0.4510871063331266,0,0,1,PG,WAS
470,2011,Gilbert Arenas,0.4510871063331266,0,0,1,PG,ORL
471,2011,Glen Davis,10.85383502170767,1,0,2,C,BOS
472,2011,Goran Dragic,3.631727654882503,0,2,0,PG,TOT
473,2011,Goran Dragic,3.631727654882503,0,2,0,PG,PHO
474,2011,Goran Dragic,3.631727654882503,0,2,0,PG,HOU
475,2011,Gordon Hayward,4.668389497622493,0,1,2,SF,UTA
476,2011,Grant Hill,11.198401212872989,1,0,0,SF,PHO
477,2011,Greg Monroe,5.1821376886499895,1,2,2,C,DET
478,2011,Greivis Vasquez,1.9185445524085176,0,1,0,SG,MEM
479,2011,Hamed Haddadi,2.2396802425745985,1,1,2,C,MEM
480,2011,Hedo Turkoglu,18.978447384742612,1,2,1,SF-PF,TOT
481,2011,Hedo Turkoglu,18.978447384742612,1,2,1,PF,PHO
482,2011,Hedo Turkoglu,18.978447384742612,1,2,1,SF,ORL
483,2011,Henry Walker,1.5249121356212532,1,1,0,SG,NYK
484,2011,Ian Mahinmi,1.5778581765557165,1,1,2,C,DAL
485,2011,Ish Smith,0.9001309351526429,0,1,2,PG,TOT
486,2011,Ish Smith,0.9001309351526429,0,1,2,PG,HOU
487,2011,Ish Smith,0.9001309351526429,0,1,2,PG,MEM
488,2011,J.J. Barea,7.408173110054443,0,2,1,PG,DAL
489,2011,JaVale McGee,4.242298945627455,1,2,2,C,WAS
490,2011,Jamal Crawford,8.61415477913307,0,0,3,SG,ATL
491,2011,Jamario Moon,0.16542105988560402,0,1,0,SF,TOT
492,2011,Jamario Moon,0.16542105988560402,0,1,0,SF,CLE
493,2011,Jamario Moon,0.16542105988560402,0,1,0,SF,LAC
494,2011,Jameer Nelson,14.816346220108885,0,0,1,PG,ORL
495,2011,James Anderson,2.4163393287850594,0,1,2,SF,SAS
496,2011,James Harden,7.9332230721521615,0,2,3,SG,OKC
497,2011,James Johnson,4.844610984770174,1,1,2,SF,TOT
498,2011,James Johnson,4.844610984770174,1,1,2,SF,CHI
499,2011,James Johnson,4.844610984770174,1,1,2,SF,TOR
500,2011,James Jones,2.5842464337399216,1,1,1,SF,MIA
501,2011,Jared Dudley,7.322031562263111,1,2,1,SF,PHO
502,2011,Jarrett Jack,8.61415477913307,0,2,2,SG-PG,TOT
503,2011,Jarrett Jack,8.61415477913307,0,2,2,PG,TOR
504,2011,Jarrett Jack,8.61415477913307,0,2,2,SG,NOH
505,2011,Jason Kidd,17.436772103921165,0,2,3,PG,DAL
506,2011,Jason Richardson,9.294673006684583,1,0,1,SG,TOT
507,2011,Jason Richardson,9.294673006684583,1,0,1,SG,PHO
508,2011,Jason Richardson,9.294673006684583,1,0,1,SG,ORL
509,2011,Jason Smith,4.307077389566535,1,1,2,C,NOH
510,2011,Jason Terry,19.22334780511336,0,0,3,SG,DAL
511,2011,Jason Thompson,5.170704982427123,1,2,2,PF,SAC
512,2011,Jeff Teague,2.7219350837295844,0,1,2,PG,ATL
513,2011,Jermaine O'Neal,10.726690097167666,1,1,2,C,BOS
514,2011,Jerryd Bayless,5.241334160292191,0,2,0,PG,TOT
515,2011,Jerryd Bayless,5.241334160292191,0,2,0,PG,NOH
516,2011,Jerryd Bayless,5.241334160292191,0,2,0,PG,TOR
517,2011,Joakim Noah,20.673971469919373,1,0,2,C,CHI
518,2011,Joe Johnson,31.07741196333816,1,3,1,SG,ATL
519,2011,Johan Petro,5.5992006064364945,1,1,2,C,NJN
520,2011,John Salmons,13.925642615946527,0,0,1,SG,MIL
521,2011,John Wall,9.527393012197646,0,0,0,PG,WAS
522,2011,Jonny Flynn,5.882985321480256,0,1,0,PG,MIN
523,2011,Jordan Crawford,1.930328716146372,0,2,0,SG,TOT
524,2011,Jordan Crawford,1.930328716146372,0,2,0,SG,ATL
525,2011,Jordan Crawford,1.930328716146372,0,2,0,SG,WAS
526,2011,Jordan Farmar,6.891323823306457,0,2,1,PG,NJN
527,2011,Jordan Hill,4.919991730411412,1,1,2,C,HOU
528,2011,Jose Calderon,18.196509544483494,0,2,0,PG,TOR
529,2011,Josh Childress,11.198401212872989,0,1,2,SG,PHO
530,2011,Josh Howard,3.704086555027221,0,2,2,SF,WAS
531,2011,Josh McRoberts,5.168492867479843,1,2,2,PF,IND
532,2011,Josh Smith,21.363103852250017,1,0,0,PF,ATL
533,2011,Jrue Holiday,4.608317827854732,0,0,1,PG,PHI
534,2011,Keith Bogans,2.9770518916683897,0,1,1,SG,CHI
535,2011,Kenyon Martin,4.307077389566535,1,2,2,PF,DEN
536,2011,Kevin Durant,26.715305630211557,1,3,3,SF,OKC
537,2011,Kevin Garnett,36.605065123010135,1,0,2,PF,BOS
538,2011,Kevin Love,7.941735579904899,1,3,1,PF,MIN
539,2011,Kevin Martin,19.846736958169664,0,3,3,SG,HOU
540,2011,Keyon Dooling,3.8701674591689055,0,1,1,PG,MIL
541,2011,Kirk Hinrich,13.782647646612912,0,2,0,SG-PG,TOT
542,2011,Kirk Hinrich,13.782647646612912,0,2,0,SG,WAS
543,2011,Kirk Hinrich,13.782647646612912,0,2,0,PG,ATL
544,2011,Kobe Bryant,43.49199400454828,0,3,3,SG,LAL
545,2011,Kosta Koufos,3.7967610778030463,1,1,2,C,TOT
546,2011,Kosta Koufos,3.7967610778030463,1,1,2,C,MIN
547,2011,Kosta Koufos,3.7967610778030463,1,1,2,C,DEN
548,2011,Kris Humphries,13.782647646612912,1,2,2,PF,NJN
549,2011,Kurt Thomas,2.329579284680587,1,1,2,PF,CHI
550,2011,Kyle Lowry,9.906277996003032,0,0,3,PG,HOU
551,2011,Kyrylo Fesenko,0.7494314657845772,1,1,2,C,UTA
552,2011,LaMarcus Aldridge,24.119633381572598,1,3,2,PF,POR
553,2011,Lamar Odom,15.333195506856867,1,0,0,PF,LAL
554,2011,Lance Stephenson,1.3954930742195577,0,1,2,SG,IND
555,2011,Larry Owens,0.03839673351250776,0,1,2,SF,TOT
556,2011,Larry Owens,0.03839673351250776,0,1,2,SF,SAS
557,2011,Larry Owens,0.03839673351250776,0,1,2,SF,WAS
558,2011,Lazar Hayward,1.8908414306388257,1,1,2,SF,MIN
559,2011,LeBron James,30.22706911997795,1,3,1,SF,MIA
560,2011,Leandro Barbosa,13.093515264282267,0,0,1,SG,TOR
561,2011,Lester Hudson,0.08309558266142926,0,1,2,PG,WAS
562,2011,Linas Kleiza,7.925022396802426,1,2,0,SF,TOR
563,2011,Lou Williams,8.917373027358554,0,0,1,SG,PHI
564,2011,Luis Scola,14.802206946454413,1,3,2,PF,HOU
565,2011,Luke Babbitt,3.2600785610915866,1,1,2,SF,POR
566,2011,Luke Ridnour,6.3400179174419415,0,2,0,PG,MIN
567,2011,Luke Walton,10.287649024877679,1,1,2,SF,LAL
568,2011,Luol Deng,21.23389153056302,1,0,3,SF,CHI
569,2011,Manny Harris,0.4341809661636001,0,1,0,SG,CLE
570,2011,Manu Ginobili,24.30482392667632,0,0,3,SG,SAS
571,2011,Marc Gasol,22.262755840396935,1,2,2,C,MEM
572,2011,Marcin Gortat,12.50596099510716,1,2,2,C,TOT
573,2011,Marcin Gortat,12.50596099510716,1,2,2,C,ORL
574,2011,Marcin Gortat,12.50596099510716,1,2,2,C,PHO
575,2011,Marco Belinelli,5.819040727723795,0,2,3,SG,NOH
576,2011,Marcus Camby,19.34265384880436,1,2,2,C,POR
577,2011,Marcus Thornton,12.964302942595275,0,0,0,SG,TOT
578,2011,Marcus Thornton,12.964302942595275,0,0,0,SG,NOH
579,2011,Marcus Thornton,12.964302942595275,0,0,0,SG,SAC
580,2011,Mario Chalmers,6.891323823306457,0,1,1,PG,MIA
581,2011,Marreese Speights,4.6882623526979526,1,1,2,C,PHI
582,2011,Martell Webster,9.055199503824683,1,2,0,SF,MIN
583,2011,Marvin Williams,12.921232168699607,1,2,0,SF,ATL
584,2011,Matt Barnes,3.284060367996692,1,1,0,SF,LAL
585,2011,Matt Bonner,6.2538763696506114,1,1,1,PF,SAS
586,2011,Matt Carroll,6.7190407277237965,0,1,2,SG,CHA
587,2011,Mehmet Okur,18.76162910895183,1,1,2,C,UTA
588,2011,Michael Beasley,10.78896526772793,1,3,0,SF,MIN
589,2011,Michael Redd,1.4244848735442075,0,1,2,SG,MIL
590,2011,Mike Conley,11.390619185445525,0,0,1,PG,MEM
591,2011,Mike Dunleavy,6.4606160843498035,1,2,1,SG,IND
592,2011,Mike Miller,9.303287161463718,0,1,0,SG,MIA
593,2011,Mo Williams,14.644063124526221,0,0,0,PG,TOT
594,2011,Mo Williams,14.644063124526221,0,0,0,PG,CLE
595,2011,Mo Williams,14.644063124526221,0,0,0,PG,LAC
596,2011,Monta Ellis,18.951140514092764,0,3,3,SG,GSW
597,2011,Nate Robinson,1.3532613189993796,0,1,0,PG,TOT
598,2011,Nate Robinson,1.3532613189993796,0,1,0,PG,BOS
599,2011,Nate Robinson,1.3532613189993796,0,1,0,PG,OKC
600,2011,Nazr Mohammed,6.4606160843498035,1,2,2,C,TOT
601,2011,Nazr Mohammed,6.4606160843498035,1,2,2,C,CHA
602,2011,Nazr Mohammed,6.4606160843498035,1,2,2,C,OKC
603,2011,Nick Young,6.367336847908484,0,0,1,SG,WAS
604,2011,Nicolas Batum,3.7133295431052296,0,2,3,SF,POR
605,2011,O.J. Mayo,9.704081386534352,0,2,1,SG,MEM
606,2011,Omri Casspi,2.3119702294810835,1,2,1,SF,SAC
607,2011,Patrick Patterson,3.3766797601819314,1,1,2,PF,HOU
608,2011,Patty Mills,0.3678536971952312,0,1,0,PG,POR
609,2011,Pau Gasol,32.241316931982624,1,3,2,C,LAL
610,2011,Paul George,4.145544759148232,1,2,0,SG,IND
611,2011,Paul Millsap,14.822605264971399,1,0,2,PF,UTA
612,2011,Paul Pierce,26.41674247122873,1,0,1,SF,BOS
613,2011,Quentin Richardson,4.214389084143064,1,1,0,SF,ORL
614,2011,Quincy Pondexter,1.987802356832748,1,1,2,SF,NOH
615,2011,Raja Bell,5.995451726276617,0,2,1,SG,UTA
616,2011,Rajon Rondo,17.306619116532286,0,0,2,PG,BOS
617,2011,Ramon Sessions,7.3357676934739136,0,0,2,PG,CLE
618,2011,Randy Foye,7.322031562263111,0,2,1,SG,LAC
619,2011,Rashard Lewis,36.41484218868445,1,2,0,SF-PF,TOT
620,2011,Rashard Lewis,36.41484218868445,1,2,0,PF,ORL
621,2011,Rashard Lewis,36.41484218868445,1,2,0,SF,WAS
622,2011,Ray Allen,17.22830955826614,0,0,3,SG,BOS
623,2011,Raymond Felton,13.024602026049207,0,0,1,PG-SG,TOT
624,2011,Raymond Felton,13.024602026049207,0,0,1,PG,NYK
625,2011,Raymond Felton,13.024602026049207,0,0,1,SG,DEN
626,2011,Renaldo Balkman,2.8857418510095787,1,1,2,SF,TOT
627,2011,Renaldo Balkman,2.8857418510095787,1,1,2,SF,DEN
628,2011,Renaldo Balkman,2.8857418510095787,1,1,2,SF,NYK
629,2011,Richard Jefferson,15.991316931982631,1,2,1,SF,SAS
630,2011,Rodney Stuckey,14.644063124526221,0,0,0,PG,DET
631,2011,Rodrigue Beaubois,2.1306594996898904,0,2,0,PG,DAL
632,2011,Ronnie Brewer,8.114533801943354,1,1,2,SG,CHI
633,2011,Roy Hibbert,4.459702983943215,1,0,2,C,IND
634,2011,Royal Ivey,2.067397146991937,0,1,2,SG,OKC
635,2011,Rudy Fernandez,3.7565346978154506,0,2,3,SG,POR
636,2011,Rudy Gay,25.89784301564331,1,3,0,SF,MEM
637,2011,Russell Westbrook,8.756143615188478,0,3,0,PG,OKC
638,2011,Ryan Anderson,3.867068086279376,1,2,3,PF,ORL
639,2011,Ryan Gomes,6.891323823306457,1,2,1,SF,LAC
640,2011,Sam Young,2.041123974915581,0,2,2,SF,MEM
641,2011,Samardo Samuels,1.3131331403762665,1,2,2,PF,CLE
642,2011,Samuel Dalembert,12.059816690786299,1,2,2,C,SAC
643,2011,Sebastian Telfair,2.7005375232582183,0,2,0,PG,MIN
644,2011,Serge Ibaka,2.2193508372958446,1,2,2,PF,OKC
645,2011,Shane Battier,5.4010750465164366,1,1,0,SF,TOT
646,2011,Shane Battier,5.4010750465164366,1,1,0,SF,HOU
647,2011,Shane Battier,5.4010750465164366,1,1,0,SF,MEM
648,2011,Shannon Brown,6.0299083453931495,0,2,1,SG,LAL
649,2011,Shaun Livingston,6.0299083453931495,0,1,2,PG,CHA
650,2011,Shawn Marion,13.821323478740268,1,0,2,SF,DAL
651,2011,Shawne Williams,5.4010750465164366,1,1,1,PF,NYK
652,2011,Solomon Jones,1.365131624285025,1,1,2,C,IND
653,2011,Spencer Hawes,6.979229549996552,1,2,2,C,PHI
654,2011,Stephen Curry,5.370270829026254,0,0,3,PG,GSW
655,2011,Stephen Jackson,1.8257701054372544,1,3,3,SG,CHA
656,2011,Steve Nash,20.138277858176558,0,0,1,PG,PHO
657,2011,Taj Gibson,2.0599545172627662,1,2,2,PF,CHI
658,2011,Tayshaun Prince,10.840284956240094,1,0,0,SF,DET
659,2011,Terrence Williams,0.4392150782165254,0,1,2,SG,TOT
660,2011,Terrence Williams,0.4392150782165254,0,1,2,SG,NJN
661,2011,Terrence Williams,0.4392150782165254,0,1,2,SG,HOU
662,2011,Thabo Sefolosha,5.685342154227826,0,1,0,SG,OKC
663,2011,Thaddeus Young,13.850062021914413,1,0,2,PF,PHI
664,2011,Tiago Splitter,6.794845289780168,1,1,2,C,SAS
665,2011,Tim Duncan,36.463060781476116,1,0,2,C,SAS
666,2011,Toney Douglas,1.9737440562332025,0,2,3,SG,NYK
667,2011,Tony Allen,5.426917510853835,0,2,2,SG,MEM
668,2011,Tony Parker,21.53538694783268,0,0,2,PG,SAS
669,2011,Travis Outlaw,5.168492867479843,0,2,1,SF,NJN
670,2011,Trevor Ariza,11.69912480187444,0,2,1,SF,NOH
671,2011,Trevor Booker,2.2309282613190002,1,1,2,PF,WAS
672,2011,Trey Johnson,1.4719678175177453,0,1,2,SG,TOT
673,2011,Trey Johnson,1.4719678175177453,0,1,2,SG,TOR
674,2011,Trey Johnson,1.4719678175177453,0,1,2,SG,LAL
675,2011,Ty Lawson,2.8503204465577836,0,2,0,PG,DEN
676,2011,Tyler Hansbrough,3.683481496795534,1,2,2,PF,IND
677,2011,Tyreke Evans,9.04800668458411,0,3,0,SG,SAC
678,2011,Tyrus Thomas,12.58663255461374,1,2,2,C,CHA
679,2011,Vince Carter,5.168492867479843,0,0,1,SG,TOT
680,2011,Vince Carter,5.168492867479843,0,0,1,SG,ORL
681,2011,Vince Carter,5.168492867479843,0,0,1,SG,PHO
682,2011,Von Wafer,1.8425832127351665,0,1,2,SG,BOS
683,2011,Wayne Ellington,1.988215836262146,0,1,0,SG,MIN
684,2011,Wesley Johnson,6.901798635517883,0,2,1,SG,MIN
685,2011,Wesley Matthews,11.207566673557992,0,0,3,SG,POR
686,2011,Wilson Chandler,9.504279512094273,1,0,1,SF,TOT
687,2011,Wilson Chandler,9.504279512094273,1,0,1,SF,NYK
688,2011,Wilson Chandler,9.504279512094273,1,0,1,SF,DEN
689,2011,Xavier Henry,3.7413686169113087,0,1,2,SG,MEM
690,2011,Yi Jianlian,1.3295189855971332,1,1,2,PF,WAS
691,2011,Zach Randolph,26.18703052856453,1,3,2,PF,MEM
692,2012,Al Harrington,12.315829370822135,1,0,1,PF,DEN
693,2012,Al Horford,20.673971469919373,1,0,2,C,ATL
694,2012,Al Jefferson,23.25821790365929,1,3,2,C,UTA
695,2012,Al-Farouq Aminu,5.078561091585693,1,1,2,SF,NOH
696,2012,Alec Burks,3.637171800702915,0,2,2,SG,UTA
697,2012,Alonzo Gee,6.0299083453931495,0,2,0,SG,CLE
698,2012,Amar'e Stoudemire,34.36840844876301,1,3,2,PF,NYK
699,2012,Amir Johnson,10.423127282751015,1,2,2,PF,TOR
700,2012,Anderson Varejao,14.416962993591067,1,0,2,C,CLE
701,2012,Andre Iguodala,25.78776445455172,0,0,1,SF,PHI
702,2012,Andre Miller,8.61415477913307,0,2,0,SG,DEN
703,2012,Andrea Bargnani,17.22830955826614,1,3,0,C,TOR
704,2012,Andrew Bogut,22.396802425745978,1,0,2,C,MIL
705,2012,Anthony Randolph,2.885123354696437,1,2,2,PF,MIN
706,2012,Arron Afflalo,13.35193990765626,0,0,1,SG,DEN
707,2012,Austin Daye,5.096266625318724,0,1,2,SF,DET
708,2012,Avery Bradley,2.8095927227620425,0,2,2,PG,BOS
709,2012,Ben Gordon,22.741368616911306,0,0,0,SG,DET
710,2012,Beno Udrih,12.7007098063538,0,1,2,SG,MIL
711,2012,Blake Griffin,23.6049376335194,1,3,2,PF,LAC
712,2012,Boris Diaw,7.752739301219765,1,1,2,PF,TOT
713,2012,Boris Diaw,7.752739301219765,1,1,2,PF,CHA
714,2012,Boris Diaw,7.752739301219765,1,1,2,PF,SAS
715,2012,Brandan Wright,1.7102198332299634,1,1,2,C,DAL
716,2012,Brandon Jennings,5.477728964234028,0,3,3,PG,MIL
717,2012,Brandon Knight,4.614843911515401,0,0,1,PG,DET
718,2012,C.J. Watson,1.7102198332299634,0,2,0,PG,CHI
719,2012,Carlos Boozer,26.359313624147195,1,0,2,PF,CHI
720,2012,Carlos Delfino,5.168492867479843,1,2,1,SF,MIL
721,2012,Carmelo Anthony,33.499591689063465,1,3,1,SF,NYK
722,2012,Chandler Parsons,1.53030459651299,1,2,0,SF,HOU
723,2012,Charles Jenkins,1.3131331403762665,0,1,2,PG,GSW
724,2012,Charlie Villanueva,13.886017503962512,1,2,2,PF,DET
725,2012,Chase Budinger,1.5249121356212532,1,2,1,SF,HOU
726,2012,Chris Bosh,32.85007925022397,1,3,2,PF,MIA
727,2012,Chris Duhon,6.0299083453931495,0,1,0,PG,ORL
728,2012,Chris Paul,32.1625508235132,0,3,1,PG,LAC
729,2012,Chris Singleton,2.7887120115774238,1,1,0,SF,WAS
730,2012,Chuck Hayes,9.451881331403762,1,1,2,C,SAC
731,2012,Corey Brewer,5.5871407897457095,0,2,0,SF,DEN
732,2012,Corey Maggette,18.82044311212184,1,0,2,SF,CHA
733,2012,Cory Higgins,1.3131331403762665,0,1,2,PG,CHA
734,2012,Cory Joseph,1.8515608848459788,0,1,2,PG,SAS
735,2012,DaJuan Summers,0.12558059403211358,1,1,2,SF,NOH
736,2012,Daequan Cook,0.8831800013782648,0,1,1,SG,OKC
737,2012,Dahntay Jones,4.996209771897182,1,1,0,SF,IND
738,2012,Damien Wilkins,1.4719678175177453,1,1,2,SF,DET
739,2012,Damion James,0.1187064985183654,1,1,2,SF,NJN
740,2012,Daniel Gibson,8.256377920198469,0,2,0,SG,CLE
741,2012,Daniel Orton,1.5782837158018057,1,1,2,PF,ORL
742,2012,Danilo Gallinari,16.261801392047413,1,0,0,SF,DEN
743,2012,Danny Granger,22.49777065674316,1,3,3,SF,IND
744,2012,Danny Green,6.0299083453931495,0,2,1,SG,SAS
745,2012,Dante Cunningham,3.6007166976776235,1,1,2,PF,MEM
746,2012,Darren Collison,3.2733788160705672,0,2,0,PG,IND
747,2012,David Lee,21.955757701054374,1,3,2,PF,GSW
748,2012,David West,17.22830955826614,1,0,2,PF,IND
749,2012,DeAndre Jordan,18.92796843773689,1,2,2,C,LAC
750,2012,DeAndre Liggins,1.5234873544207843,0,1,2,SF,ORL
751,2012,DeJuan Blair,1.8158638274412515,1,2,2,PF,SAS
752,2012,DeMar DeRozan,5.761577424023155,0,0,0,SG,TOR
753,2012,DeMarcus Cousins,6.6859623733719244,1,3,2,C,SAC
754,2012,DeMarre Carroll,1.5249121356212532,0,1,2,SF-PF,TOT
755,2012,DeMarre Carroll,1.5249121356212532,0,1,2,PF,DEN
756,2012,DeMarre Carroll,1.5249121356212532,0,1,2,SF,UTA
757,2012,DeShawn Stevenson,3.8599166149817377,0,1,0,SF,NJN
758,2012,Derek Fisher,0.4502498104885949,0,1,2,PG,TOT
759,2012,Derek Fisher,0.4502498104885949,0,1,2,PG,LAL
760,2012,Derek Fisher,0.4502498104885949,0,1,2,PG,OKC
761,2012,Deron Williams,29.594436978843635,0,3,3,PG,NJN
762,2012,Derrick Williams,8.28654124457308,1,2,0,PF,MIN
763,2012,Devin Harris,14.644063124526221,0,2,1,PG,UTA
764,2012,Dirk Nowitzki,36.01944731582937,1,3,1,PF,DAL
765,2012,Dominic McGuire,0.1187064985183654,1,1,2,PF,GSW
766,2012,Dominique Jones,2.1992970849700217,0,1,2,SG,DAL
767,2012,Donald Sloan,0.1058972503617945,0,1,2,PG,TOT
768,2012,Donald Sloan,0.1058972503617945,0,1,2,PG,ATL
769,2012,Donald Sloan,0.1058972503617945,0,1,2,PG,NOH
770,2012,Donald Sloan,0.1058972503617945,0,1,2,PG,CLE
771,2012,Dorell Wright,7.073943904624077,0,2,1,SF,GSW
772,2012,Drew Gooden,11.521259733994901,1,0,2,C,MIL
773,2012,Dwyane Wade,32.170422438150375,0,3,2,SG,MIA
774,2012,E'Twaun Moore,1.5234873544207843,0,1,2,PG,BOS
775,2012,Earl Watson,3.962511198401213,0,1,2,PG,UTA
776,2012,Ed Davis,3.8023568327475705,1,2,2,PF,TOR
777,2012,Ekpe Udoh,6.0727723795741175,1,1,2,C,TOT
778,2012,Ekpe Udoh,6.0727723795741175,1,1,2,C,GSW
779,2012,Ekpe Udoh,6.0727723795741175,1,1,2,C,MIL
780,2012,Elton Brand,3.6188064227138037,1,0,2,C,PHI
781,2012,Enes Kanter,7.441389290882777,1,1,2,C,UTA
782,2012,Eric Bledsoe,4.524968989042795,0,1,2,PG,LAC
783,2012,Eric Maynor,3.4732272069464547,0,1,2,PG,OKC
784,2012,Ersan Ilyasova,13.610364551030251,1,0,0,PF,MIL
785,2012,Evan Turner,9.119082075666736,1,2,2,SF,PHI
786,2012,Francisco Garcia,10.509268830542348,0,1,0,SF,SAC
787,2012,George Hill,13.782647646612912,0,2,0,PG,IND
788,2012,Gerald Wallace,16.681198745779064,1,0,0,SF,TOT
789,2012,Gerald Wallace,16.681198745779064,1,0,0,SF,POR
790,2012,Gerald Wallace,16.681198745779064,1,0,0,SF,NJN
791,2012,Glen Davis,11.026118117290332,1,2,2,PF,ORL
792,2012,Goran Dragic,12.921232168699607,0,2,1,PG,HOU
793,2012,Gordon Hayward,4.668389497622493,0,2,0,SF,UTA
794,2012,Grant Hill,3.402591137757563,1,2,2,SF,PHO
795,2012,Greg Monroe,5.5435187099441805,1,0,2,C,DET
796,2012,Greivis Vasquez,2.0523051478188963,0,2,0,SG,NOH
797,2012,Gustavo Ayon,2.5842464337399216,1,1,2,PF,NOH
798,2012,Hamed Haddadi,2.2396802425745985,1,1,2,C,MEM
799,2012,Ian Mahinmi,6.891323823306457,1,1,2,C,DAL
800,2012,Iman Shumpert,2.8141409964854245,0,2,0,PG,NYK
801,2012,Ish Smith,1.5693973537316517,0,1,2,PG,TOT
802,2012,Ish Smith,1.5693973537316517,0,1,2,PG,GSW
